Source,City,Distance,Average(ms),%of SOL f/0,min,max,mdev,Last Checked
Otranto,Tel-Aviv,2161.0km,45.25,24.01%,90.26ms,91.03ms,0.41ms,2022-01-07 04:44:52
Otranto,Thessaloniki,783.0km,31.11,12.63%,59.14ms,93.09ms,8.85ms,2022-01-07 04:45:17
Otranto,Athens,953.0km,26.275,18.33%,52.30ms,52.92ms,0.34ms,2022-01-07 05:00:44
Otranto,Palermo,394.0km,15.155,13.13%,30.14ms,30.72ms,0.13ms,2022-01-07 04:33:32
Otranto,Bucharest,1057.0km,36.78,14.48%,67.55ms,232.88ms,29.60ms,2022-01-07 04:05:59
Otranto,Bratislava,771.0km,17.35,22.68%,34.54ms,34.98ms,0.26ms,2022-01-07 05:04:35
Otranto,Budapest,778.0km,13.985,28.81%,27.76ms,28.77ms,0.24ms,2022-01-07 04:06:12
Otranto,Zurich,752.0km,8.245,47.00%,16.04ms,18.50ms,0.49ms,2022-01-07 04:49:31
Otranto,London,1513.0km,16.48,47.28%,32.69ms,34.52ms,0.33ms,2022-01-07 04:25:52
Otranto,Amsterdam,1361.0km,18.565,36.78%,36.99ms,37.52ms,0.22ms,2022-01-07 05:00:23
Otranto,Frankfurt,1015.0km,17.96,29.00%,35.82ms,36.02ms,0.24ms,2022-01-07 04:14:55
Otranto,Paris,1191.0km,16.125,37.22%,31.74ms,34.87ms,0.77ms,2022-01-07 04:33:57
Otranto,Vienna,759.0km,12.295,31.62%,24.48ms,24.72ms,0.13ms,2022-01-07 04:47:30
Otranto,Nuremberg,889.0km,23.55,18.91%,46.90ms,47.47ms,0.31ms,2022-01-07 04:32:18
Otranto,New-York,6960.0km,51.825,67.57%,103.52ms,104.07ms,0.44ms,2022-01-07 04:31:44
Otranto,Los-Angeles,10272.0km,77.26,66.70%,154.25ms,154.67ms,0.31ms,2022-01-07 04:26:04
Otranto,Orlando,8333.0km,69.245,60.38%,138.10ms,139.36ms,0.37ms,2022-01-07 04:32:44
Otranto,Piscataway,7029.0km,48.77,72.46%,97.42ms,97.87ms,0.41ms,2022-01-07 04:34:57
Otranto,StLouis,8232.0km,64.055,64.31%,127.65ms,129.96ms,0.57ms,2022-01-07 04:42:50
Otranto,Valencia,1206.0km,17.23,35.47%,34.22ms,35.61ms,0.33ms,2022-01-07 04:46:29
Otranto,Westpoort,1367.0km,12.595,54.68%,24.58ms,36.39ms,2.14ms,2022-01-07 04:48:43
Otranto,Zagreb,499.0km,14.1,17.82%,27.99ms,28.79ms,0.19ms,2022-01-07 04:49:08
Otranto,Chicago,7836.0km,61.23,64.23%,122.31ms,122.67ms,0.15ms,2022-01-07 04:09:14
Otranto,Barcelona,954.0km,25.36,19.08%,50.33ms,51.11ms,0.15ms,2022-01-07 05:02:20
Bitola,Dubrovnik,km,13.365
Bitola,Durres,km,8.187000000000001
Bitola,Russe,691.3km,24.2965,17.60%,34.04ms,68.48ms,6.17ms,2022-01-07 04:06:00
Bitola,Pleven,491.0km,21.404899999999998,11.31%,29.09ms,29.45ms,0.08ms,2022-01-07 04:42:26
Bitola,Stara-Zagora,560.0km,20.75,11.31%,29.09ms,29.45ms,0.08ms,2022-01-07 04:42:26
Bitola,Novorossiysk,2930.0km,53.445,21.61%,96.09ms,96.61ms,0.26ms,2022-01-07 04:44:41
Bitola,Skopje,276.0km,36.445,3.51%,53.91ms,54.13ms,0.22ms,2022-01-07 04:35:45
Bitola,Otranto,1061.0km,39.095,9.92%,52.51ms,53.09ms,0.28ms,2022-01-07 04:15:19
Bitola,Bar,km,8.0
Bitola,Edirne,1006.0km,27.085,20.73%,37.65ms,38.05ms,0.15ms,2022-01-07 04:20:12
Bitola,Kastanies,643.0km,20.165,11.31%,29.09ms,29.45ms,0.08ms,2022-01-07 04:42:26
Bitola,OPTEGLOBE-TBN,512.0km,28.794999999999998,12.22%,41.37ms,41.65ms,0.19ms,2022-01-07 05:00:44
Bitola,Svilengrad,1044.0km,29.275,20.73%,37.65ms,38.05ms,0.15ms,2022-01-07 04:20:12
Bitola,Genova,1121.0km,27.060000000000002,22.11%,44.51ms,44.79ms,0.26ms,2022-01-07 04:29:05
Bitola,Marseille,1621.0km,44.375,20.11%,65.40ms,65.90ms,0.32ms,2022-01-07 04:26:39
Bitola,Bari,863.0km,36.105000000000004,9.92%,52.51ms,53.09ms,0.28ms,2022-01-07 04:15:19
Bitola,Bologna,871.0km,28.810000000000002,13.09%,53.76ms,54.52ms,0.29ms,2022-01-07 05:00:26
Bitola,Cornwall-Stations,2134.0km,35.375,35.52%,54.52ms,54.66ms,0.07ms,2022-01-07 04:15:57
Bitola,Valery,1797.0km,32.125,33.38%,47.92ms,51.38ms,0.66ms,2022-01-07 04:33:57
Bitola,Derna,2602.0km,53.225,18.40%,87.83ms,91.41ms,0.70ms,2022-01-07 04:07:02
Bitola,Ostend,1706.0km,31.56,34.94%,48.69ms,49.02ms,0.14ms,2022-01-07 05:05:24
Bitola,Blaabjerg,2003.0km,31.775,31.11%,54.23ms,54.42ms,0.23ms,2022-01-07 04:10:52
Bitola,Nicosia,1457.0km,58.54,12.94%,101.94ms,109.35ms,2.59ms,2022-01-07 04:25:03
Bitola,Kilmore-Quay,2472.0km,36.965,38.31%,62.41ms,72.91ms,1.90ms,2022-01-07 04:08:14
Bitola,Penmarch,2193.0km,33.105,33.38%,47.92ms,51.38ms,0.66ms,2022-01-07 04:33:57
Bitola,Kilkis,317.0km,36.925,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bitola,Haskavo,555.0km,22.725,11.31%,29.09ms,29.45ms,0.08ms,2022-01-07 04:42:26
Bitola,Komotini,515.0km,32.915,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bitola,Gevgelija,356.0km,35.12,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bitola,Petrich,397.0km,30.325,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bitola,Promachonas,379.0km,37.235,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bitola,Alexandroupolis,570.0km,29.189999999999998,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bitola,Kesan,998.0km,30.045,20.73%,37.65ms,38.05ms,0.15ms,2022-01-07 04:20:12
Bitola,Nahariya,1810.0km,49.620000000000005,19.17%,87.88ms,88.28ms,0.12ms,2022-01-07 04:44:53
Bitola,Corfu,km,7.58
Bitola,Chania,827.0km,28.369999999999997,12.22%,41.37ms,41.65ms,0.19ms,2022-01-07 05:00:44
Bitola,Yeroskipos,1436.0km,54.435,12.94%,101.94ms,109.35ms,2.59ms,2022-01-07 04:25:03
Bitola,Marmaris,967.0km,42.89,10.19%,68.99ms,69.31ms,0.34ms,2022-01-07 04:20:22
Bitola,Haifa,1780.0km,45.470000000000006,19.17%,87.88ms,88.28ms,0.12ms,2022-01-07 04:44:53
Bitola,Suez,1758.0km,52.005,18.40%,87.83ms,91.41ms,0.70ms,2022-01-07 04:07:02
Bitola,Conil,2821.0km,63.665,21.08%,92.69ms,159.66ms,26.73ms,2022-01-07 04:14:42
Bitola,Sesimbra,2515.0km,47.605000000000004,28.78%,86.72ms,86.93ms,0.27ms,2022-01-07 04:25:25
Bitola,Mazara,786.0km,43.699999999999996,9.94%,65.99ms,66.31ms,0.28ms,2022-01-07 04:33:33
Bitola,Estepona,2850.0km,61.8099,21.08%,92.69ms,159.66ms,26.73ms,2022-01-07 04:14:42
Bitola,Catania,866.0km,39.099999999999994,9.94%,65.99ms,66.31ms,0.28ms,2022-01-07 04:33:33
Bitola,Tartus,1747.0km,60.385000000000005,16.20%,96.82ms,113.78ms,3.16ms,2022-01-07 05:02:47
Bitola,Malta,778.0km,45.035,9.61%,70.80ms,93.63ms,5.96ms,2022-01-07 04:46:42
Bitola,Agia-Napa,1485.0km,61.68,12.94%,101.94ms,109.35ms,2.59ms,2022-01-07 04:25:03
Bitola,Pentaskinos,1412.0km,56.315000000000005,12.94%,101.94ms,109.35ms,2.59ms,2022-01-07 04:25:03
Bitola,Tg-Carbunesti,890.0km,26.29,17.60%,34.04ms,68.48ms,6.17ms,2022-01-07 04:06:00
Bitola,Hegyeshantom,726.0km,21.025,25.52%,27.13ms,28.31ms,0.39ms,2022-01-07 04:06:13
Bitola,Norden,1781.0km,28.755,33.04%,50.10ms,50.78ms,0.31ms,2022-01-07 04:16:44
Bitola,Katwijk,1697.0km,32.315,32.21%,52.28ms,52.55ms,0.30ms,2022-01-07 04:45:05
Bitola,Drobeta-Turnu-Sevenin,507.0km,24.31,7.32%,38.19ms,39.27ms,0.32ms,2022-01-07 04:31:56
Bitola,Timisoara,537.0km,25.905,8.43%,44.08ms,55.24ms,3.24ms,2022-01-07 05:03:10
Bitola,Dunaujvaros,773.0km,16.259999999999998,25.52%,27.13ms,28.31ms,0.39ms,2022-01-07 04:06:13
Bitola,Stuttgart,1391.0km,30.090000000000003,25.90%,48.59ms,49.00ms,0.23ms,2022-01-07 04:43:27
Bitola,Lille,1661.0km,30.38,32.94%,49.62ms,52.28ms,0.74ms,2022-01-07 04:38:12
Bitola,Walserberg,1127.0km,34.77,19.17%,46.20ms,107.99ms,16.75ms,2022-01-07 04:30:43
Bitola,Sofia,328.0km,14.59,11.31%,29.09ms,29.45ms,0.08ms,2022-01-07 04:42:26
Bitola,Varna,698.0km,20.49,17.45%,40.39ms,41.45ms,0.32ms,2022-01-07 04:47:06
Bitola,Istanbul,767.0km,18.89,20.73%,37.65ms,38.05ms,0.15ms,2022-01-07 04:20:12
Bitola,Beirut,1604.0km,49.67,16.20%,96.82ms,113.78ms,3.16ms,2022-01-07 05:02:47
Bitola,Milan,973.0km,22.32,22.11%,44.51ms,44.79ms,0.26ms,2022-01-07 04:29:05
Bitola,Venice,759.0km,25.445,15.18%,50.73ms,52.06ms,0.39ms,2022-01-07 04:47:19
Bitola,Rome,611.0km,20.435,15.28%,40.77ms,40.94ms,0.19ms,2022-01-07 04:37:36
Bitola,Lyon,1307.0km,32.805,20.11%,65.40ms,65.90ms,0.32ms,2022-01-07 04:26:39
Bitola,Tirana,200.0km,3.0
Bitola,Tel-Aviv,1687.0km,44.005,19.17%,87.88ms,88.28ms,0.12ms,2022-01-07 04:44:53
Bitola,Thessaloniki,269.0km,26.685,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bitola,Athens,501.0km,20.74,12.22%,41.37ms,41.65ms,0.19ms,2022-01-07 05:00:44
Bitola,Palermo,656.0km,33.05,9.94%,65.99ms,66.31ms,0.28ms,2022-01-07 04:33:33
Bitola,Bucharest,616.0km,17.92,17.60%,34.04ms,68.48ms,6.17ms,2022-01-07 04:06:00
Bitola,Bratislava,787.0km,30.36,13.12%,60.59ms,60.88ms,0.09ms,2022-01-07 05:04:35
Bitola,Budapest,689.0km,13.84,25.52%,27.13ms,28.31ms,0.39ms,2022-01-07 04:06:13
Bitola,Zurich,1119.0km,27.52,20.35%,54.78ms,59.18ms,0.80ms,2022-01-07 04:49:32
Bitola,London,1891.0km,26.375,36.37%,52.03ms,63.20ms,2.09ms,2022-01-07 04:25:52
Bitola,Amsterdam,1670.0km,23.735,35.53%,47.33ms,47.78ms,0.25ms,2022-01-07 05:00:23
Bitola,Frankfurt,1302.0km,19.75,33.38%,39.42ms,39.64ms,0.15ms,2022-01-07 04:14:56
Bitola,Paris,1602.0km,24.15,33.38%,47.92ms,51.38ms,0.66ms,2022-01-07 04:33:57
Bitola,Vienna,812.0km,24.905,16.57%,49.69ms,50.24ms,0.20ms,2022-01-07 04:47:30
Bitola,Nuremberg,1130.0km,21.745,26.28%,43.41ms,43.59ms,0.19ms,2022-01-07 04:32:19
Bitola,New-York,7412.0km,59.98,62.29%,119.83ms,120.93ms,0.38ms,2022-01-07 04:31:44
Bitola,Los-Angeles,10604.0km,93.47,57.01%,186.70ms,187.19ms,0.52ms,2022-01-07 04:26:04
Bitola,Orlando,8809.0km,74.79,59.12%,149.50ms,149.77ms,0.43ms,2022-01-07 04:32:45
Bitola,Piscataway,7480.0km,63.55,58.90%,127.03ms,127.25ms,0.32ms,2022-01-07 04:34:57
Bitola,StLouis,8652.0km,70.545,61.36%,140.67ms,144.94ms,0.90ms,2022-01-07 04:42:50
Bitola,Valencia,1718.0km,32.54,26.43%,64.92ms,65.48ms,0.24ms,2022-01-07 04:46:29
Bitola,Westpoort,1672.0km,23.635,35.57%,47.11ms,47.61ms,0.17ms,2022-01-07 04:48:44
Bitola,Zagreb,587.0km,19.845,15.05%,39.62ms,39.77ms,0.26ms,2022-01-07 04:49:08
Bitola,Chicago,8250.0km,71.16,58.10%,142.23ms,142.42ms,0.46ms,2022-01-07 04:09:14
Bitola,Barcelona,1470.0km,33.66,21.94%,67.05ms,67.53ms,0.28ms,2022-01-07 05:02:20
Bar,Dubrovnik,km,15.365
Bar,Durres,km,10.187000000000001
Bar,Russe,691.3km,24.2965,17.60%,34.04ms,68.48ms,6.17ms,2022-01-07 04:06:00
Bar,Pleven,491.0km,21.404899999999998,11.31%,29.09ms,29.45ms,0.08ms,2022-01-07 04:42:26
Bar,Stara-Zagora,560.0km,20.75,11.31%,29.09ms,29.45ms,0.08ms,2022-01-07 04:42:26
Bar,Novorossiysk,2930.0km,53.445,21.61%,96.09ms,96.61ms,0.26ms,2022-01-07 04:44:41
Bar,Skopje,276.0km,36.445,3.51%,53.91ms,54.13ms,0.22ms,2022-01-07 04:35:45
Bar,Otranto,1061.0km,39.095,9.92%,52.51ms,53.09ms,0.28ms,2022-01-07 04:15:19
Bar,Bitola,km,8.0
Bar,Edirne,1006.0km,27.085,20.73%,37.65ms,38.05ms,0.15ms,2022-01-07 04:20:12
Bar,Kastanies,643.0km,20.165,11.31%,29.09ms,29.45ms,0.08ms,2022-01-07 04:42:26
Bar,OPTEGLOBE-TBN,512.0km,28.794999999999998,12.22%,41.37ms,41.65ms,0.19ms,2022-01-07 05:00:44
Bar,Svilengrad,1044.0km,29.275,20.73%,37.65ms,38.05ms,0.15ms,2022-01-07 04:20:12
Bar,Genova,1121.0km,27.060000000000002,22.11%,44.51ms,44.79ms,0.26ms,2022-01-07 04:29:05
Bar,Marseille,1621.0km,44.375,20.11%,65.40ms,65.90ms,0.32ms,2022-01-07 04:26:39
Bar,Bari,863.0km,36.105000000000004,9.92%,52.51ms,53.09ms,0.28ms,2022-01-07 04:15:19
Bar,Bologna,871.0km,28.810000000000002,13.09%,53.76ms,54.52ms,0.29ms,2022-01-07 05:00:26
Bar,Cornwall-Stations,2134.0km,35.375,35.52%,54.52ms,54.66ms,0.07ms,2022-01-07 04:15:57
Bar,Valery,1797.0km,32.125,33.38%,47.92ms,51.38ms,0.66ms,2022-01-07 04:33:57
Bar,Derna,2602.0km,53.225,18.40%,87.83ms,91.41ms,0.70ms,2022-01-07 04:07:02
Bar,Ostend,1706.0km,31.56,34.94%,48.69ms,49.02ms,0.14ms,2022-01-07 05:05:24
Bar,Blaabjerg,2003.0km,31.775,31.11%,54.23ms,54.42ms,0.23ms,2022-01-07 04:10:52
Bar,Nicosia,1457.0km,58.54,12.94%,101.94ms,109.35ms,2.59ms,2022-01-07 04:25:03
Bar,Kilmore-Quay,2472.0km,36.965,38.31%,62.41ms,72.91ms,1.90ms,2022-01-07 04:08:14
Bar,Penmarch,2193.0km,33.105,33.38%,47.92ms,51.38ms,0.66ms,2022-01-07 04:33:57
Bar,Kilkis,317.0km,36.925,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bar,Haskavo,555.0km,22.725,11.31%,29.09ms,29.45ms,0.08ms,2022-01-07 04:42:26
Bar,Komotini,515.0km,32.915,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bar,Gevgelija,356.0km,35.12,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bar,Petrich,397.0km,30.325,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bar,Promachonas,379.0km,37.235,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bar,Alexandroupolis,570.0km,29.189999999999998,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bar,Kesan,998.0km,30.045,20.73%,37.65ms,38.05ms,0.15ms,2022-01-07 04:20:12
Bar,Nahariya,1810.0km,49.620000000000005,19.17%,87.88ms,88.28ms,0.12ms,2022-01-07 04:44:53
Bar,Corfu,km,9.58
Bar,Chania,827.0km,28.369999999999997,12.22%,41.37ms,41.65ms,0.19ms,2022-01-07 05:00:44
Bar,Yeroskipos,1436.0km,54.435,12.94%,101.94ms,109.35ms,2.59ms,2022-01-07 04:25:03
Bar,Marmaris,967.0km,42.89,10.19%,68.99ms,69.31ms,0.34ms,2022-01-07 04:20:22
Bar,Haifa,1780.0km,45.470000000000006,19.17%,87.88ms,88.28ms,0.12ms,2022-01-07 04:44:53
Bar,Suez,1758.0km,52.005,18.40%,87.83ms,91.41ms,0.70ms,2022-01-07 04:07:02
Bar,Conil,2821.0km,63.665,21.08%,92.69ms,159.66ms,26.73ms,2022-01-07 04:14:42
Bar,Sesimbra,2515.0km,47.605000000000004,28.78%,86.72ms,86.93ms,0.27ms,2022-01-07 04:25:25
Bar,Mazara,786.0km,43.699999999999996,9.94%,65.99ms,66.31ms,0.28ms,2022-01-07 04:33:33
Bar,Estepona,2850.0km,61.8099,21.08%,92.69ms,159.66ms,26.73ms,2022-01-07 04:14:42
Bar,Catania,866.0km,39.099999999999994,9.94%,65.99ms,66.31ms,0.28ms,2022-01-07 04:33:33
Bar,Tartus,1747.0km,60.385000000000005,16.20%,96.82ms,113.78ms,3.16ms,2022-01-07 05:02:47
Bar,Malta,778.0km,45.035,9.61%,70.80ms,93.63ms,5.96ms,2022-01-07 04:46:42
Bar,Agia-Napa,1485.0km,61.68,12.94%,101.94ms,109.35ms,2.59ms,2022-01-07 04:25:03
Bar,Pentaskinos,1412.0km,56.315000000000005,12.94%,101.94ms,109.35ms,2.59ms,2022-01-07 04:25:03
Bar,Tg-Carbunesti,890.0km,26.29,17.60%,34.04ms,68.48ms,6.17ms,2022-01-07 04:06:00
Bar,Hegyeshantom,726.0km,21.025,25.52%,27.13ms,28.31ms,0.39ms,2022-01-07 04:06:13
Bar,Norden,1781.0km,28.755,33.04%,50.10ms,50.78ms,0.31ms,2022-01-07 04:16:44
Bar,Katwijk,1697.0km,32.315,32.21%,52.28ms,52.55ms,0.30ms,2022-01-07 04:45:05
Bar,Drobeta-Turnu-Sevenin,507.0km,24.31,7.32%,38.19ms,39.27ms,0.32ms,2022-01-07 04:31:56
Bar,Timisoara,537.0km,25.905,8.43%,44.08ms,55.24ms,3.24ms,2022-01-07 05:03:10
Bar,Dunaujvaros,773.0km,16.259999999999998,25.52%,27.13ms,28.31ms,0.39ms,2022-01-07 04:06:13
Bar,Stuttgart,1391.0km,30.090000000000003,25.90%,48.59ms,49.00ms,0.23ms,2022-01-07 04:43:27
Bar,Lille,1661.0km,30.38,32.94%,49.62ms,52.28ms,0.74ms,2022-01-07 04:38:12
Bar,Walserberg,1127.0km,34.77,19.17%,46.20ms,107.99ms,16.75ms,2022-01-07 04:30:43
Bar,Sofia,328.0km,14.59,11.31%,29.09ms,29.45ms,0.08ms,2022-01-07 04:42:26
Bar,Varna,698.0km,20.49,17.45%,40.39ms,41.45ms,0.32ms,2022-01-07 04:47:06
Bar,Istanbul,767.0km,18.89,20.73%,37.65ms,38.05ms,0.15ms,2022-01-07 04:20:12
Bar,Beirut,1604.0km,49.67,16.20%,96.82ms,113.78ms,3.16ms,2022-01-07 05:02:47
Bar,Milan,973.0km,22.32,22.11%,44.51ms,44.79ms,0.26ms,2022-01-07 04:29:05
Bar,Venice,759.0km,25.445,15.18%,50.73ms,52.06ms,0.39ms,2022-01-07 04:47:19
Bar,Rome,611.0km,20.435,15.28%,40.77ms,40.94ms,0.19ms,2022-01-07 04:37:36
Bar,Lyon,1307.0km,32.805,20.11%,65.40ms,65.90ms,0.32ms,2022-01-07 04:26:39
Bar,Tirana,200.0km,5.0
Bar,Tel-Aviv,1687.0km,44.005,19.17%,87.88ms,88.28ms,0.12ms,2022-01-07 04:44:53
Bar,Thessaloniki,269.0km,26.685,5.08%,47.46ms,119.42ms,17.32ms,2022-01-07 04:45:17
Bar,Athens,501.0km,20.74,12.22%,41.37ms,41.65ms,0.19ms,2022-01-07 05:00:44
Bar,Palermo,656.0km,33.05,9.94%,65.99ms,66.31ms,0.28ms,2022-01-07 04:33:33
Bar,Bucharest,616.0km,17.92,17.60%,34.04ms,68.48ms,6.17ms,2022-01-07 04:06:00
Bar,Bratislava,787.0km,30.36,13.12%,60.59ms,60.88ms,0.09ms,2022-01-07 05:04:35
Bar,Budapest,689.0km,13.84,25.52%,27.13ms,28.31ms,0.39ms,2022-01-07 04:06:13
Bar,Zurich,1119.0km,27.52,20.35%,54.78ms,59.18ms,0.80ms,2022-01-07 04:49:32
Bar,London,1891.0km,26.375,36.37%,52.03ms,63.20ms,2.09ms,2022-01-07 04:25:52
Bar,Amsterdam,1670.0km,23.735,35.53%,47.33ms,47.78ms,0.25ms,2022-01-07 05:00:23
Bar,Frankfurt,1302.0km,19.75,33.38%,39.42ms,39.64ms,0.15ms,2022-01-07 04:14:56
Bar,Paris,1602.0km,24.15,33.38%,47.92ms,51.38ms,0.66ms,2022-01-07 04:33:57
Bar,Vienna,812.0km,24.905,16.57%,49.69ms,50.24ms,0.20ms,2022-01-07 04:47:30
Bar,Nuremberg,1130.0km,21.745,26.28%,43.41ms,43.59ms,0.19ms,2022-01-07 04:32:19
Bar,New-York,7412.0km,59.98,62.29%,119.83ms,120.93ms,0.38ms,2022-01-07 04:31:44
Bar,Los-Angeles,10604.0km,93.47,57.01%,186.70ms,187.19ms,0.52ms,2022-01-07 04:26:04
Bar,Orlando,8809.0km,74.79,59.12%,149.50ms,149.77ms,0.43ms,2022-01-07 04:32:45
Bar,Piscataway,7480.0km,63.55,58.90%,127.03ms,127.25ms,0.32ms,2022-01-07 04:34:57
Bar,StLouis,8652.0km,70.545,61.36%,140.67ms,144.94ms,0.90ms,2022-01-07 04:42:50
Bar,Valencia,1718.0km,32.54,26.43%,64.92ms,65.48ms,0.24ms,2022-01-07 04:46:29
Bar,Westpoort,1672.0km,23.635,35.57%,47.11ms,47.61ms,0.17ms,2022-01-07 04:48:44
Bar,Zagreb,587.0km,19.845,15.05%,39.62ms,39.77ms,0.26ms,2022-01-07 04:49:08
Bar,Chicago,8250.0km,71.16,58.10%,142.23ms,142.42ms,0.46ms,2022-01-07 04:09:14
Bar,Barcelona,1470.0km,33.66,21.94%,67.05ms,67.53ms,0.28ms,2022-01-07 05:02:20
Edirne,Dubrovnik,1040.0km,29.255000000000003,20.73%,37.65ms,37.93ms,0.18ms,2022-01-07 04:45:28
Edirne,Durres,804.4km,24.077,20.73%,37.65ms,37.93ms,0.18ms,2022-01-07 04:45:28
Edirne,Russe,520.3km,27.6115,10.60%,42.31ms,42.80ms,0.28ms,2022-01-07 04:05:59
Edirne,Pleven,666.0km,29.279899999999998,11.43%,44.82ms,45.19ms,0.24ms,2022-01-07 04:42:26
Edirne,Stara-Zagora,735.0km,28.625,11.43%,44.82ms,45.19ms,0.24ms,2022-01-07 04:42:26
Edirne,Novorossiysk,2178.0km,32.545,24.50%,54.36ms,54.77ms,0.20ms,2022-01-07 04:44:39
Edirne,Skopje,762.0km,34.474999999999994,13.44%,49.94ms,50.27ms,0.14ms,2022-01-07 04:35:45
Edirne,Otranto,1826.0km,38.295,25.12%,50.23ms,74.00ms,4.25ms,2022-01-07 04:15:19
Edirne,Bitola,967.0km,21.89,20.73%,37.65ms,37.93ms,0.18ms,2022-01-07 04:45:28
Edirne,Bar,967.0km,23.89,20.73%,37.65ms,37.93ms,0.18ms,2022-01-07 04:45:28
Edirne,Kastanies,818.0km,28.04,11.43%,44.82ms,45.19ms,0.24ms,2022-01-07 04:42:26
Edirne,OPTEGLOBE-TBN,575.0km,18.95,26.86%,21.59ms,22.14ms,0.19ms,2022-01-07 05:00:44
Edirne,Svilengrad,km,18.58
Edirne,Genova,1820.0km,23.92,44.00%,38.16ms,38.48ms,0.27ms,2022-01-07 04:29:04
Edirne,Marseille,2332.0km,42.055,33.63%,60.77ms,61.31ms,0.32ms,2022-01-07 04:26:39
Edirne,Bari,1628.0km,35.305,25.12%,50.23ms,74.00ms,4.25ms,2022-01-07 04:15:19
Edirne,Bologna,1609.0km,24.625,31.82%,45.35ms,45.64ms,0.22ms,2022-01-07 05:00:26
Edirne,Cornwall-Stations,2763.0km,34.235,48.98%,52.17ms,52.78ms,0.25ms,2022-01-07 04:15:55
Edirne,Valery,2451.0km,30.214999999999996,51.27%,44.07ms,48.54ms,0.88ms,2022-01-07 04:33:57
Edirne,Derna,2218.0km,53.08,14.03%,87.39ms,92.98ms,1.00ms,2022-01-07 04:07:01
Edirne,Ostend,2298.0km,32.114999999999995,46.31%,49.68ms,50.81ms,0.30ms,2022-01-07 05:05:23
Edirne,Blaabjerg,2344.0km,25.03,50.52%,40.69ms,41.00ms,0.20ms,2022-01-07 04:10:52
Edirne,Nicosia,875.0km,50.394999999999996,8.88%,88.27ms,94.21ms,1.85ms,2022-01-07 04:25:02
Edirne,Kilmore-Quay,3083.0km,34.980000000000004,51.48%,58.53ms,62.34ms,0.93ms,2022-01-07 04:08:13
Edirne,Penmarch,2847.0km,31.195,51.27%,44.07ms,48.54ms,0.88ms,2022-01-07 04:33:57
Edirne,Kilkis,560.0km,24.3,18.29%,27.77ms,29.78ms,0.53ms,2022-01-07 04:45:17
Edirne,Haskavo,730.0km,30.6,11.43%,44.82ms,45.19ms,0.24ms,2022-01-07 04:42:26
Edirne,Komotini,758.0km,20.29,18.29%,27.77ms,29.78ms,0.53ms,2022-01-07 04:45:17
Edirne,Gevgelija,599.0km,22.495,18.29%,27.77ms,29.78ms,0.53ms,2022-01-07 04:45:17
Edirne,Petrich,640.0km,17.7,18.29%,27.77ms,29.78ms,0.53ms,2022-01-07 04:45:17
Edirne,Promachonas,622.0km,24.61,18.29%,27.77ms,29.78ms,0.53ms,2022-01-07 04:45:17
Edirne,Alexandroupolis,813.0km,16.565,18.29%,27.77ms,29.78ms,0.53ms,2022-01-07 04:45:17
Edirne,Kesan,km,19.35
Edirne,Nahariya,1247.0km,48.620000000000005,13.07%,85.78ms,86.33ms,0.35ms,2022-01-07 04:44:52
Edirne,Corfu,1083.0km,23.47,20.73%,37.65ms,37.93ms,0.18ms,2022-01-07 04:45:28
Edirne,Chania,890.0km,18.525,26.86%,21.59ms,22.14ms,0.19ms,2022-01-07 05:00:44
Edirne,Yeroskipos,854.0km,46.29,8.88%,88.27ms,94.21ms,1.85ms,2022-01-07 04:25:02
Edirne,Marmaris,591.0km,13.465,32.70%,10.12ms,10.49ms,0.11ms,2022-01-07 04:20:22
Edirne,Haifa,1217.0km,44.470000000000006,13.07%,85.78ms,86.33ms,0.35ms,2022-01-07 04:44:52
Edirne,Suez,1374.0km,51.86,14.03%,87.39ms,92.98ms,1.00ms,2022-01-07 04:07:01
Edirne,Conil,3576.0km,60.955,29.56%,88.60ms,155.03ms,23.60ms,2022-01-07 04:14:44
Edirne,Sesimbra,3282.0km,45.13,40.02%,81.69ms,82.03ms,0.38ms,2022-01-07 04:25:25
Edirne,Mazara,1504.0km,24.15,50.89%,26.82ms,27.54ms,0.21ms,2022-01-07 04:33:31
Edirne,Estepona,3605.0km,59.0999,29.56%,88.60ms,155.03ms,23.60ms,2022-01-07 04:14:44
Edirne,Catania,1584.0km,19.55,50.89%,26.82ms,27.54ms,0.21ms,2022-01-07 04:33:31
