Source,City,Distance,Average(ms),%of SOL f/0,min,max,mdev,Last Checked
Seattle,Portland,233.0km,2.1,58.25%,4.04ms,4.38ms,0.08ms,2022-01-07 02:35:22
Seattle,Eugene,609.0km,7.9750000000000005,49.40%,9.71ms,20.37ms,2.01ms,2022-01-07 02:37:47
Seattle,Spokane,4040.0km,45.0,54.51%,68.22ms,69.53ms,0.55ms,2022-01-07 02:48:18
Seattle,Burbank,1564.0km,21.53,48.31%,32.72ms,33.05ms,0.27ms,2022-01-07 02:26:02
Seattle,Los-Angeles,1546.0km,16.44,48.31%,32.72ms,33.05ms,0.27ms,2022-01-07 02:26:02
Seattle,Newark,3909.0km,44.74,53.32%,73.22ms,74.07ms,0.19ms,2022-01-07 02:31:41
Seattle,New-York,3892.0km,36.655,53.32%,73.22ms,74.07ms,0.19ms,2022-01-07 02:31:41
Seattle,Boston,4001.0km,33.615,59.72%,66.53ms,77.02ms,2.03ms,2022-01-07 03:04:10
Seattle,Eckington,3711.0km,42.355000000000004,54.51%,68.22ms,69.53ms,0.55ms,2022-01-07 02:48:18
Seattle,Europe,3866.0km,33.57,57.70%,67.06ms,67.36ms,0.24ms,2022-01-07 02:27:39
Seattle,Tukwita,17km,4.085
Seattle,Washington,3707.0km,34.335,54.51%,68.22ms,69.53ms,0.55ms,2022-01-07 02:48:18
Seattle,Chicago,2789.0km,27.74,50.71%,55.42ms,55.56ms,0.28ms,2022-01-07 03:09:16
Seattle,Dallas,2703.0km,32.355,42.23%,62.78ms,96.62ms,7.02ms,2022-01-07 02:11:40
Seattle,Albuquerque,1904.0km,27.085,35.26%,52.55ms,72.99ms,3.91ms,2022-01-07 03:00:21
Seattle,Tucson,2007.0km,27.130000000000003,40.86%,44.08ms,44.49ms,0.26ms,2022-01-07 02:34:44
Seattle,Phoenix,1798.0km,22.085,40.86%,44.08ms,44.49ms,0.26ms,2022-01-07 02:34:44
Seattle,Cermak,2799.0km,36.79,50.71%,55.42ms,55.56ms,0.28ms,2022-01-07 03:09:16
Seattle,Atlanta,3506.0km,35.79,49.38%,71.48ms,71.96ms,0.24ms,2022-01-07 03:00:56
Seattle,Tampa,4066.0km,36.19,56.47%,72.19ms,73.00ms,0.23ms,2022-01-07 02:44:27
Seattle,Houston,3041.0km,26.405,58.48%,52.53ms,53.56ms,0.40ms,2022-01-07 02:19:10
Seattle,LasVegas,1412.0km,17.015,41.53%,33.85ms,34.18ms,0.25ms,2022-01-07 02:24:12
Seattle,Kansas,2419.0km,21.045,57.60%,41.99ms,42.32ms,0.18ms,2022-01-07 02:22:00
Seattle,Sunnyvale,1161.0km,14.53,57.05%,20.75ms,21.14ms,0.15ms,2022-01-07 02:39:36
Seattle,Boise,1673.0km,15.639999999999999,53.71%,21.75ms,22.05ms,0.13ms,2022-01-07 02:38:47
Seattle,Helena,1884.0km,17.694899999999997,53.71%,21.75ms,22.05ms,0.13ms,2022-01-07 02:38:47
Seattle,Billings,2290.0km,19.155,57.85%,26.80ms,27.92ms,0.25ms,2022-01-07 03:09:04
Seattle,Fargo,2531.0km,35.045,35.88%,59.84ms,63.14ms,0.62ms,2022-01-07 02:29:28
Seattle,Minneapolis,2153.0km,30.155,35.88%,59.84ms,63.14ms,0.62ms,2022-01-07 02:29:28
Seattle,Sioux-City,2372.0km,32.25,51.60%,42.36ms,42.59ms,0.21ms,2022-01-07 02:25:14
Seattle,Omaha,2262.0km,23.700000000000003,51.60%,42.36ms,42.59ms,0.21ms,2022-01-07 02:25:14
Burbank,Cheyenne,1418.0km,24.265,29.54%,48.19ms,48.97ms,0.27ms,2022-01-07 03:09:04
Burbank,Salt-Lake,932.0km,8.625,54.82%,15.79ms,26.39ms,2.58ms,2022-01-07 02:38:47
Burbank,Denver,1336.0km,14.865,46.07%,29.43ms,29.85ms,0.12ms,2022-01-07 02:12:05
Burbank,Albany,3948.0km,37.755,52.64%,75.03ms,79.66ms,0.90ms,2022-01-07 03:00:19
Burbank,Portland,1330.0km,14.81,45.86%,29.41ms,29.86ms,0.22ms,2022-01-07 02:35:21
Burbank,Eugene,1226.0km,19.375,33.67%,31.98ms,42.37ms,2.43ms,2022-01-07 02:37:47
Burbank,Spokane,3995.0km,44.449999999999996,54.66%,66.68ms,73.09ms,1.21ms,2022-01-07 02:48:17
Burbank,Seattle,1546.0km,16.505,46.85%,32.73ms,33.10ms,0.21ms,2022-01-07 02:41:01
Burbank,Los-Angeles,km,5.09
Burbank,Newark,3983.0km,44.61,54.33%,72.86ms,73.33ms,0.39ms,2022-01-07 02:31:41
Burbank,New-York,3966.0km,36.525,54.33%,72.86ms,73.33ms,0.39ms,2022-01-07 02:31:41
Burbank,Boston,4170.0km,34.455,61.32%,67.89ms,80.21ms,2.28ms,2022-01-07 03:04:10
Burbank,Eckington,3666.0km,41.80499999999999,54.66%,66.68ms,73.09ms,1.21ms,2022-01-07 02:48:17
Burbank,Europe,3940.0km,32.58,60.62%,64.84ms,66.20ms,0.29ms,2022-01-07 02:27:40
Burbank,Tukwita,1563.0km,20.59,46.85%,32.73ms,33.10ms,0.21ms,2022-01-07 02:41:01
Burbank,Washington,3662.0km,33.785,54.66%,66.68ms,73.09ms,1.21ms,2022-01-07 02:48:17
Burbank,Chicago,2802.0km,29.025,48.31%,57.80ms,58.21ms,0.35ms,2022-01-07 03:09:16
Burbank,Dallas,1991.0km,17.04,58.56%,31.71ms,65.17ms,7.74ms,2022-01-07 02:11:40
Burbank,Albuquerque,1071.0km,12.11,44.62%,23.49ms,26.49ms,0.80ms,2022-01-07 03:00:21
Burbank,Tucson,784.0km,10.275,57.50%,10.24ms,10.59ms,0.16ms,2022-01-07 02:34:44
Burbank,Phoenix,575.0km,5.23,57.50%,10.24ms,10.59ms,0.16ms,2022-01-07 02:34:44
Burbank,Cermak,2812.0km,38.075,48.31%,57.80ms,58.21ms,0.35ms,2022-01-07 03:09:16
Burbank,Atlanta,3111.0km,24.69,63.49%,49.07ms,50.08ms,0.25ms,2022-01-07 03:00:56
Burbank,Tampa,3460.0km,28.835,60.70%,57.40ms,57.86ms,0.20ms,2022-01-07 02:44:26
Burbank,Houston,2207.0km,21.07,52.55%,41.66ms,43.39ms,0.38ms,2022-01-07 02:19:10
Burbank,LasVegas,360.0km,4.185,45.00%,8.15ms,8.51ms,0.13ms,2022-01-07 02:24:12
Burbank,Kansas,2180.0km,22.645,48.44%,45.05ms,45.42ms,0.23ms,2022-01-07 02:22:00
Burbank,Sunnyvale,517.0km,9.71,45.18%,10.93ms,11.69ms,0.17ms,2022-01-07 02:39:36
Burbank,Boise,1477.0km,13.35,54.82%,15.79ms,26.39ms,2.58ms,2022-01-07 02:38:47
Burbank,Helena,1688.0km,15.4049,54.82%,15.79ms,26.39ms,2.58ms,2022-01-07 02:38:47
Burbank,Billings,2146.0km,29.905,29.54%,48.19ms,48.97ms,0.27ms,2022-01-07 03:09:04
Burbank,Fargo,2786.0km,30.13,48.16%,49.76ms,54.23ms,0.85ms,2022-01-07 02:29:28
Burbank,Minneapolis,2408.0km,25.24,48.16%,49.76ms,54.23ms,0.85ms,2022-01-07 02:29:28
Burbank,Sioux-City,2245.0km,35.445,42.50%,48.55ms,49.23ms,0.23ms,2022-01-07 02:25:14
Burbank,Omaha,2135.0km,26.895000000000003,42.50%,48.55ms,49.23ms,0.23ms,2022-01-07 02:25:14
Los-Angeles,Cheyenne,1418.0km,24.265,29.54%,48.19ms,48.97ms,0.27ms,2022-01-07 03:09:04
Los-Angeles,Salt-Lake,932.0km,8.625,54.82%,15.79ms,26.39ms,2.58ms,2022-01-07 02:38:47
Los-Angeles,Denver,1336.0km,14.865,46.07%,29.43ms,29.85ms,0.12ms,2022-01-07 02:12:05
Los-Angeles,Albany,3948.0km,37.755,52.64%,75.03ms,79.66ms,0.90ms,2022-01-07 03:00:19
Los-Angeles,Portland,1330.0km,14.81,45.86%,29.41ms,29.86ms,0.22ms,2022-01-07 02:35:21
Los-Angeles,Eugene,1226.0km,19.375,33.67%,31.98ms,42.37ms,2.43ms,2022-01-07 02:37:47
Los-Angeles,Spokane,3995.0km,44.449999999999996,54.66%,66.68ms,73.09ms,1.21ms,2022-01-07 02:48:17
Los-Angeles,Seattle,1546.0km,16.505,46.85%,32.73ms,33.10ms,0.21ms,2022-01-07 02:41:01
Los-Angeles,Burbank,km,5.09
Los-Angeles,Newark,3983.0km,44.61,54.33%,72.86ms,73.33ms,0.39ms,2022-01-07 02:31:41
Los-Angeles,New-York,3966.0km,36.525,54.33%,72.86ms,73.33ms,0.39ms,2022-01-07 02:31:41
Los-Angeles,Boston,4170.0km,34.455,61.32%,67.89ms,80.21ms,2.28ms,2022-01-07 03:04:10
Los-Angeles,Eckington,3666.0km,41.80499999999999,54.66%,66.68ms,73.09ms,1.21ms,2022-01-07 02:48:17
Los-Angeles,Europe,3940.0km,32.58,60.62%,64.84ms,66.20ms,0.29ms,2022-01-07 02:27:40
Los-Angeles,Tukwita,1563.0km,20.59,46.85%,32.73ms,33.10ms,0.21ms,2022-01-07 02:41:01
Los-Angeles,Washington,3662.0km,33.785,54.66%,66.68ms,73.09ms,1.21ms,2022-01-07 02:48:17
Los-Angeles,Chicago,2802.0km,29.025,48.31%,57.80ms,58.21ms,0.35ms,2022-01-07 03:09:16
Los-Angeles,Dallas,1991.0km,16.0,62.22%,31.73ms,32.21ms,0.21ms,2022-01-07 03:11:41
Los-Angeles,Albuquerque,1071.0km,12.11,44.62%,23.49ms,26.49ms,0.80ms,2022-01-07 03:00:21
Los-Angeles,Tucson,784.0km,10.275,57.50%,10.24ms,10.59ms,0.16ms,2022-01-07 02:34:44
Los-Angeles,Phoenix,575.0km,5.23,57.50%,10.24ms,10.59ms,0.16ms,2022-01-07 02:34:44
Los-Angeles,Cermak,2812.0km,38.075,48.31%,57.80ms,58.21ms,0.35ms,2022-01-07 03:09:16
Los-Angeles,Atlanta,3111.0km,24.69,63.49%,49.07ms,50.08ms,0.25ms,2022-01-07 03:00:56
Los-Angeles,Tampa,3460.0km,28.835,60.70%,57.40ms,57.86ms,0.20ms,2022-01-07 02:44:26
Los-Angeles,Houston,2207.0km,21.07,52.55%,41.66ms,43.39ms,0.38ms,2022-01-07 02:19:10
Los-Angeles,LasVegas,360.0km,4.185,45.00%,8.15ms,8.51ms,0.13ms,2022-01-07 02:24:12
Los-Angeles,Kansas,2180.0km,22.645,48.44%,45.05ms,45.42ms,0.23ms,2022-01-07 02:22:00
Los-Angeles,Sunnyvale,517.0km,9.71,45.18%,10.93ms,11.69ms,0.17ms,2022-01-07 02:39:36
Los-Angeles,Boise,1477.0km,13.35,54.82%,15.79ms,26.39ms,2.58ms,2022-01-07 02:38:47
Los-Angeles,Helena,1688.0km,15.4049,54.82%,15.79ms,26.39ms,2.58ms,2022-01-07 02:38:47
Los-Angeles,Billings,2146.0km,29.905,29.54%,48.19ms,48.97ms,0.27ms,2022-01-07 03:09:04
Los-Angeles,Fargo,2786.0km,30.13,48.16%,49.76ms,54.23ms,0.85ms,2022-01-07 02:29:28
Los-Angeles,Minneapolis,2408.0km,25.24,48.16%,49.76ms,54.23ms,0.85ms,2022-01-07 02:29:28
Los-Angeles,Sioux-City,2245.0km,35.445,42.50%,48.55ms,49.23ms,0.23ms,2022-01-07 02:25:14
Los-Angeles,Omaha,2135.0km,26.895000000000003,42.50%,48.55ms,49.23ms,0.23ms,2022-01-07 02:25:14
Newark,Cheyenne,2605.0km,30.53,42.70%,60.80ms,61.67ms,0.20ms,2022-01-07 03:09:04
Newark,Salt-Lake,3196.0km,26.98,60.30%,53.83ms,54.40ms,0.24ms,2022-01-07 02:38:47
Newark,Denver,2648.0km,21.885,61.58%,43.65ms,44.29ms,0.26ms,2022-01-07 02:12:05
Newark,Albany,224.0km,2.545,44.80%,4.62ms,8.12ms,0.85ms,2022-01-07 03:00:19
Newark,Portland,3953.0km,38.38,52.01%,76.62ms,76.93ms,0.21ms,2022-01-07 02:35:22
Newark,Eugene,4173.0km,46.505,46.64%,87.52ms,91.73ms,0.77ms,2022-01-07 02:37:47
Newark,Spokane,707.0km,15.209999999999999,41.56%,8.38ms,11.13ms,0.45ms,2022-01-07 02:48:17
Newark,Seattle,3892.0km,36.655,53.32%,73.23ms,73.48ms,0.26ms,2022-01-07 02:41:01
Newark,Burbank,3984.0km,41.655,54.33%,72.81ms,74.02ms,0.43ms,2022-01-07 02:26:02
Newark,Los-Angeles,3966.0km,36.565,54.33%,72.81ms,74.02ms,0.43ms,2022-01-07 02:26:02
Newark,New-York,km,8.085
Newark,Boston,281.0km,3.895,40.14%,7.52ms,9.72ms,0.45ms,2022-01-07 03:04:10
Newark,Eckington,378.0km,12.565,41.56%,8.38ms,11.13ms,0.45ms,2022-01-07 02:48:17
Newark,Europe,27.0km,1.245,13.50%,2.40ms,2.71ms,0.09ms,2022-01-07 02:27:40
Newark,Tukwita,3909.0km,40.74,53.32%,73.23ms,73.48ms,0.26ms,2022-01-07 02:41:01
Newark,Washington,374.0km,4.545,41.56%,8.38ms,11.13ms,0.45ms,2022-01-07 02:48:17
Newark,Chicago,1175.0km,10.555,55.95%,20.98ms,21.73ms,0.20ms,2022-01-07 03:09:16
Newark,Dallas,2235.0km,20.925,54.51%,41.69ms,42.15ms,0.29ms,2022-01-07 03:11:41
Newark,Albuquerque,2940.0km,32.005,45.94%,63.54ms,66.60ms,0.76ms,2022-01-07 03:00:21
Newark,Tucson,3685.0km,34.595,58.92%,58.94ms,60.19ms,0.40ms,2022-01-07 02:34:44
Newark,Phoenix,3476.0km,29.55,58.92%,58.94ms,60.19ms,0.40ms,2022-01-07 02:34:44
Newark,Cermak,1185.0km,19.605,55.95%,20.98ms,21.73ms,0.20ms,2022-01-07 03:09:16
Newark,Atlanta,1225.0km,9.015,68.06%,17.94ms,18.19ms,0.08ms,2022-01-07 03:00:56
Newark,Tampa,1633.0km,21.37,38.88%,42.58ms,43.11ms,0.24ms,2022-01-07 02:44:26
Newark,Houston,2309.0km,18.025,64.14%,35.45ms,41.27ms,1.09ms,2022-01-07 02:19:10
Newark,LasVegas,3620.0km,39.91,45.82%,79.71ms,80.21ms,0.23ms,2022-01-07 02:24:14
Newark,Kansas,1790.0km,15.76,57.74%,31.33ms,32.73ms,0.31ms,2022-01-07 02:22:00
Newark,Sunnyvale,4157.0km,39.085,59.96%,69.85ms,70.20ms,0.31ms,2022-01-07 02:39:36
Newark,Boise,3741.0km,31.705,60.30%,53.83ms,54.40ms,0.24ms,2022-01-07 02:38:47
Newark,Helena,3952.0km,33.7599,60.30%,53.83ms,54.40ms,0.24ms,2022-01-07 02:38:47
Newark,Billings,3333.0km,36.17,42.70%,60.80ms,61.67ms,0.20ms,2022-01-07 03:09:04
Newark,Fargo,2121.0km,22.145,51.26%,33.75ms,37.84ms,0.82ms,2022-01-07 02:29:28
Newark,Minneapolis,1743.0km,17.255,51.26%,33.75ms,37.84ms,0.82ms,2022-01-07 02:29:28
Newark,Sioux-City,2139.0km,32.44,46.05%,42.77ms,43.04ms,0.23ms,2022-01-07 02:25:14
Newark,Omaha,2029.0km,23.89,46.05%,42.77ms,43.04ms,0.23ms,2022-01-07 02:25:14
New-York,Cheyenne,2605.0km,30.53,42.70%,60.80ms,61.67ms,0.20ms,2022-01-07 03:09:04
New-York,Salt-Lake,3196.0km,26.98,60.30%,53.83ms,54.40ms,0.24ms,2022-01-07 02:38:47
New-York,Denver,2648.0km,21.885,61.58%,43.65ms,44.29ms,0.26ms,2022-01-07 02:12:05
New-York,Albany,224.0km,2.545,44.80%,4.62ms,8.12ms,0.85ms,2022-01-07 03:00:19
New-York,Portland,3953.0km,38.38,52.01%,76.62ms,76.93ms,0.21ms,2022-01-07 02:35:22
New-York,Eugene,4173.0km,46.505,46.64%,87.52ms,91.73ms,0.77ms,2022-01-07 02:37:47
New-York,Spokane,707.0km,15.209999999999999,41.56%,8.38ms,11.13ms,0.45ms,2022-01-07 02:48:17
New-York,Seattle,3892.0km,36.655,53.32%,73.23ms,73.48ms,0.26ms,2022-01-07 02:41:01
New-York,Burbank,3984.0km,41.655,54.33%,72.81ms,74.02ms,0.43ms,2022-01-07 02:26:02
New-York,Los-Angeles,3966.0km,36.565,54.33%,72.81ms,74.02ms,0.43ms,2022-01-07 02:26:02
New-York,Newark,km,8.085
New-York,Boston,281.0km,3.895,40.14%,7.52ms,9.72ms,0.45ms,2022-01-07 03:04:10
New-York,Eckington,378.0km,12.565,41.56%,8.38ms,11.13ms,0.45ms,2022-01-07 02:48:17
New-York,Europe,27.0km,1.245,13.50%,2.40ms,2.71ms,0.09ms,2022-01-07 02:27:40
New-York,Tukwita,3909.0km,40.74,53.32%,73.23ms,73.48ms,0.26ms,2022-01-07 02:41:01
New-York,Washington,374.0km,4.545,41.56%,8.38ms,11.13ms,0.45ms,2022-01-07 02:48:17
New-York,Chicago,1175.0km,10.555,55.95%,20.98ms,21.73ms,0.20ms,2022-01-07 03:09:16
New-York,Dallas,2235.0km,20.925,54.51%,41.69ms,42.15ms,0.29ms,2022-01-07 03:11:41
New-York,Albuquerque,2940.0km,32.005,45.94%,63.54ms,66.60ms,0.76ms,2022-01-07 03:00:21
New-York,Tucson,3685.0km,34.595,58.92%,58.94ms,60.19ms,0.40ms,2022-01-07 02:34:44
New-York,Phoenix,3476.0km,29.55,58.92%,58.94ms,60.19ms,0.40ms,2022-01-07 02:34:44
New-York,Cermak,1185.0km,19.605,55.95%,20.98ms,21.73ms,0.20ms,2022-01-07 03:09:16
New-York,Atlanta,1225.0km,9.015,68.06%,17.94ms,18.19ms,0.08ms,2022-01-07 03:00:56
New-York,Tampa,1633.0km,21.37,38.88%,42.58ms,43.11ms,0.24ms,2022-01-07 02:44:26
New-York,Houston,2309.0km,18.025,64.14%,35.45ms,41.27ms,1.09ms,2022-01-07 02:19:10
New-York,LasVegas,3620.0km,39.91,45.82%,79.71ms,80.21ms,0.23ms,2022-01-07 02:24:14
New-York,Kansas,1790.0km,15.76,57.74%,31.33ms,32.73ms,0.31ms,2022-01-07 02:22:00
New-York,Sunnyvale,4157.0km,39.085,59.96%,69.85ms,70.20ms,0.31ms,2022-01-07 02:39:36
New-York,Boise,3741.0km,31.705,60.30%,53.83ms,54.40ms,0.24ms,2022-01-07 02:38:47
New-York,Helena,3952.0km,33.7599,60.30%,53.83ms,54.40ms,0.24ms,2022-01-07 02:38:47
New-York,Billings,3333.0km,36.17,42.70%,60.80ms,61.67ms,0.20ms,2022-01-07 03:09:04
New-York,Fargo,2121.0km,22.145,51.26%,33.75ms,37.84ms,0.82ms,2022-01-07 02:29:28
New-York,Minneapolis,1743.0km,17.255,51.26%,33.75ms,37.84ms,0.82ms,2022-01-07 02:29:28
New-York,Sioux-City,2139.0km,32.44,46.05%,42.77ms,43.04ms,0.23ms,2022-01-07 02:25:14
New-York,Omaha,2029.0km,23.89,46.05%,42.77ms,43.04ms,0.23ms,2022-01-07 02:25:14
Boston,Cheyenne,2786.0km,29.57,47.22%,58.07ms,74.42ms,3.06ms,2022-01-07 03:09:03
Boston,Salt-Lake,3369.0km,29.29,58.09%,57.96ms,68.37ms,1.88ms,2022-01-07 02:38:47
Boston,Denver,2841.0km,23.125,61.76%,46.05ms,47.56ms,0.32ms,2022-01-07 02:12:03
Boston,Albany,225.0km,4.74,25.00%,9.04ms,14.86ms,1.03ms,2022-01-07 03:00:28
Boston,Portland,4077.0km,32.475,63.70%,64.50ms,66.72ms,0.60ms,2022-01-07 02:35:21
Boston,Eugene,4313.0km,41.21,54.52%,74.26ms,91.42ms,4.24ms,2022-01-07 02:37:46
Boston,Spokane,986.0km,17.055,54.42%,11.46ms,20.05ms,1.97ms,2022-01-07 02:48:17
Boston,Seattle,4001.0km,33.88,59.72%,66.50ms,75.29ms,2.34ms,2022-01-07 02:41:00
Boston,Burbank,4188.0km,39.31,61.32%,67.90ms,75.51ms,1.38ms,2022-01-07 02:26:01
Boston,Los-Angeles,4170.0km,34.22,61.32%,67.90ms,75.51ms,1.38ms,2022-01-07 02:26:01
Boston,Newark,298.0km,11.955000000000002,40.14%,7.55ms,7.99ms,0.14ms,2022-01-07 02:31:41
Boston,New-York,281.0km,3.87,40.14%,7.55ms,7.99ms,0.14ms,2022-01-07 02:31:41
Boston,Eckington,657.0km,14.41,54.42%,11.46ms,20.05ms,1.97ms,2022-01-07 02:48:17
Boston,Europe,297.0km,3.585,42.43%,6.64ms,16.16ms,1.71ms,2022-01-07 02:27:38
Boston,Tukwita,4018.0km,37.965,59.72%,66.50ms,75.29ms,2.34ms,2022-01-07 02:41:00
Boston,Washington,653.0km,6.39,54.42%,11.46ms,20.05ms,1.97ms,2022-01-07 02:48:17
Boston,Chicago,1368.0km,13.075,52.62%,26.00ms,26.45ms,0.15ms,2022-01-07 03:09:15
Boston,Dallas,2493.0km,19.15,65.61%,38.09ms,39.14ms,0.34ms,2022-01-07 03:11:39
Boston,Albuquerque,3162.0km,31.075,51.00%,61.78ms,63.32ms,0.40ms,2022-01-07 03:00:20
Boston,Tucson,3905.0km,37.57,56.86%,64.51ms,76.45ms,2.13ms,2022-01-07 02:34:43
Boston,Phoenix,3696.0km,32.525,56.86%,64.51ms,76.45ms,2.13ms,2022-01-07 02:34:43
Boston,Cermak,1378.0km,22.125,52.62%,26.00ms,26.45ms,0.15ms,2022-01-07 03:09:15
Boston,Atlanta,1506.0km,29.52,25.53%,58.38ms,63.63ms,1.09ms,2022-01-07 03:00:56
Boston,Tampa,1904.0km,18.905,51.46%,37.38ms,40.34ms,0.54ms,2022-01-07 02:44:26
Boston,Houston,2581.0km,18.38,71.69%,36.31ms,38.14ms,0.40ms,2022-01-07 02:19:09
Boston,LasVegas,3819.0km,34.49,56.16%,68.56ms,70.45ms,0.47ms,2022-01-07 02:24:12
Boston,Kansas,2008.0km,19.165,52.84%,35.79ms,64.51ms,5.78ms,2022-01-07 02:21:58
Boston,Sunnyvale,4335.0km,38.375,63.46%,68.12ms,73.36ms,0.98ms,2022-01-07 02:39:36
Boston,Boise,3914.0km,34.015,58.09%,57.96ms,68.37ms,1.88ms,2022-01-07 02:38:47
Boston,Helena,4125.0km,36.0699,58.09%,57.96ms,68.37ms,1.88ms,2022-01-07 02:38:47
Boston,Billings,3514.0km,35.21,47.22%,58.07ms,74.42ms,3.06ms,2022-01-07 03:09:03
Boston,Fargo,2254.0km,21.845,56.85%,33.18ms,35.63ms,0.56ms,2022-01-07 02:29:28
Boston,Minneapolis,1876.0km,16.955,56.85%,33.18ms,35.63ms,0.56ms,2022-01-07 02:29:28
Boston,Sioux-City,2335.0km,26.92,68.71%,30.62ms,46.93ms,3.26ms,2022-01-07 02:25:14
Boston,Omaha,2225.0km,18.37,68.71%,30.62ms,46.93ms,3.26ms,2022-01-07 02:25:14
Eckington,Cheyenne,2338.0km,26.665,44.11%,51.22ms,71.25ms,4.67ms,2022-01-07 03:09:04
Eckington,Salt-Lake,2933.0km,28.675,51.46%,57.09ms,61.21ms,0.72ms,2022-01-07 02:38:47
Eckington,Denver,2365.0km,22.15,53.75%,43.82ms,47.19ms,0.55ms,2022-01-07 02:12:05
Eckington,Albany,519.0km,7.97,34.60%,15.10ms,20.18ms,0.90ms,2022-01-07 03:00:19
Eckington,Portland,3748.0km,31.475,60.45%,62.22ms,63.25ms,0.50ms,2022-01-07 02:35:22
Eckington,Eugene,3948.0km,37.875,54.76%,69.79ms,74.24ms,0.90ms,2022-01-07 02:37:47
Eckington,Spokane,km,18.685
Eckington,Seattle,3707.0km,34.13,54.51%,68.18ms,68.80ms,0.19ms,2022-01-07 02:41:01
Eckington,Burbank,3680.0km,38.72,54.66%,67.20ms,67.81ms,0.19ms,2022-01-07 02:26:02
Eckington,Los-Angeles,3662.0km,33.63,54.66%,67.20ms,67.81ms,0.19ms,2022-01-07 02:26:02
Eckington,Newark,391.0km,12.350000000000001,46.75%,8.16ms,9.18ms,0.47ms,2022-01-07 02:31:41
Eckington,New-York,374.0km,4.265,46.75%,8.16ms,9.18ms,0.47ms,2022-01-07 02:31:41
Eckington,Boston,653.0km,6.13,54.42%,11.84ms,14.14ms,0.39ms,2022-01-07 03:04:12
Eckington,Europe,355.0km,3.585,50.71%,6.88ms,7.47ms,0.13ms,2022-01-07 02:27:39
Eckington,Tukwita,3724.0km,38.215,54.51%,68.18ms,68.80ms,0.19ms,2022-01-07 02:41:01
Eckington,Washington,4km,8.02
Eckington,Chicago,925.0km,10.595,44.05%,21.11ms,21.74ms,0.12ms,2022-01-07 03:09:16
Eckington,Dallas,1875.0km,17.095,55.15%,33.81ms,34.23ms,0.20ms,2022-01-07 03:11:39
Eckington,Albuquerque,2618.0km,28.615,45.93%,56.14ms,60.96ms,1.08ms,2022-01-07 03:00:21
Eckington,Tucson,3363.0km,32.175,58.41%,54.20ms,54.81ms,0.15ms,2022-01-07 02:34:44
Eckington,Phoenix,3154.0km,27.13,58.41%,54.20ms,54.81ms,0.15ms,2022-01-07 02:34:44
Eckington,Cermak,935.0km,19.645000000000003,44.05%,21.11ms,21.74ms,0.12ms,2022-01-07 03:09:16
Eckington,Atlanta,854.0km,6.575,65.69%,12.77ms,13.20ms,0.15ms,2022-01-07 03:00:56
Eckington,Tampa,1312.0km,42.125,15.62%,83.97ms,84.50ms,0.33ms,2022-01-07 02:44:27
Eckington,Houston,1936.0km,14.035,69.14%,27.18ms,28.22ms,0.32ms,2022-01-07 02:19:10
Eckington,LasVegas,3323.0km,32.605,51.12%,64.82ms,65.28ms,0.08ms,2022-01-07 02:24:12
Eckington,Kansas,1483.0km,16.085,46.34%,31.62ms,32.23ms,0.24ms,2022-01-07 02:22:00
Eckington,Sunnyvale,3882.0km,40.365,53.64%,72.21ms,73.26ms,0.50ms,2022-01-07 02:39:37
Eckington,Boise,3478.0km,33.4,51.46%,57.09ms,61.21ms,0.72ms,2022-01-07 02:38:47
Eckington,Helena,3689.0km,35.4549,51.46%,57.09ms,61.21ms,0.72ms,2022-01-07 02:38:47
Eckington,Billings,3066.0km,32.305,44.11%,51.22ms,71.25ms,4.67ms,2022-01-07 03:09:04
Eckington,Fargo,1937.0km,20.145,51.97%,30.19ms,34.84ms,0.88ms,2022-01-07 02:29:28
Eckington,Minneapolis,1559.0km,15.255,51.97%,30.19ms,34.84ms,0.88ms,2022-01-07 02:29:28
Eckington,Sioux-City,1861.0km,30.645000000000003,42.46%,39.16ms,39.85ms,0.28ms,2022-01-07 02:25:15
Eckington,Omaha,1751.0km,22.095000000000002,42.46%,39.16ms,39.85ms,0.28ms,2022-01-07 02:25:15
Europe,Cheyenne,2578.0km,26.75,48.64%,53.11ms,55.99ms,0.54ms,2022-01-07 03:09:04
Europe,Salt-Lake,3169.0km,28.535,55.60%,56.93ms,57.61ms,0.31ms,2022-01-07 02:38:47
Europe,Denver,2621.0km,22.965,58.24%,45.76ms,47.06ms,0.36ms,2022-01-07 02:12:03
Europe,Albany,218.0km,3.57,31.14%,6.86ms,11.18ms,0.76ms,2022-01-07 03:00:19
Europe,Portland,3926.0km,30.9,64.36%,61.34ms,62.75ms,0.39ms,2022-01-07 02:35:21
Europe,Eugene,4146.0km,39.940000000000005,54.47%,73.94ms,83.42ms,1.72ms,2022-01-07 02:37:47
Europe,Spokane,688.0km,14.34,50.71%,6.71ms,8.88ms,0.41ms,2022-01-07 02:48:17
Europe,Seattle,3866.0km,33.62,57.70%,67.06ms,69.77ms,0.56ms,2022-01-07 02:41:01
Europe,Burbank,3958.0km,37.66,60.62%,64.89ms,65.41ms,0.34ms,2022-01-07 02:26:02
Europe,Los-Angeles,3940.0km,32.57,60.62%,64.89ms,65.41ms,0.34ms,2022-01-07 02:26:02
Europe,Newark,44.0km,9.355,13.50%,2.43ms,3.04ms,0.12ms,2022-01-07 02:31:41
