Source,City,Distance,Average(ms),%of SOL f/0,min,max,mdev,Last Checked
Cheyenne,Sioux-City,888.0km,27.155,21.34%,32.11ms,32.80ms,0.27ms,2022-01-07 02:25:14
Cheyenne,Omaha,778.0km,18.605,21.34%,32.11ms,32.80ms,0.27ms,2022-01-07 02:25:14
Salt-Lake,Cheyenne,594.0km,8.2,37.12%,15.86ms,21.43ms,1.08ms,2022-01-07 03:09:04
Salt-Lake,Denver,596.0km,6.275,49.67%,11.94ms,19.23ms,1.35ms,2022-01-07 02:12:05
Salt-Lake,Albany,3144.0km,28.38,56.14%,56.58ms,57.88ms,0.36ms,2022-01-07 03:00:28
Salt-Lake,Portland,1022.0km,12.685,40.88%,25.14ms,25.85ms,0.23ms,2022-01-07 02:35:22
Salt-Lake,Eugene,1101.0km,25.259999999999998,21.91%,44.96ms,46.69ms,0.52ms,2022-01-07 02:37:47
Salt-Lake,Spokane,3266.0km,39.855000000000004,50.57%,57.50ms,64.88ms,1.44ms,2022-01-07 02:48:18
Salt-Lake,Seattle,1128.0km,10.955,53.71%,21.78ms,22.28ms,0.21ms,2022-01-07 02:41:01
Salt-Lake,Burbank,950.0km,13.145,58.25%,15.71ms,17.80ms,0.43ms,2022-01-07 02:26:02
Salt-Lake,Los-Angeles,932.0km,8.055,58.25%,15.71ms,17.80ms,0.43ms,2022-01-07 02:26:02
Salt-Lake,Newark,3213.0km,35.08,60.30%,53.85ms,54.51ms,0.28ms,2022-01-07 02:31:41
Salt-Lake,New-York,3196.0km,26.995,60.30%,53.85ms,54.51ms,0.28ms,2022-01-07 02:31:41
Salt-Lake,Boston,3369.0km,29.39,58.09%,57.99ms,67.52ms,1.77ms,2022-01-07 03:04:10
Salt-Lake,Eckington,2937.0km,37.21,50.57%,57.50ms,64.88ms,1.44ms,2022-01-07 02:48:18
Salt-Lake,Europe,3169.0km,28.555,55.60%,57.01ms,57.39ms,0.28ms,2022-01-07 02:27:39
Salt-Lake,Tukwita,1145.0km,15.04,53.71%,21.78ms,22.28ms,0.21ms,2022-01-07 02:41:01
Salt-Lake,Washington,2933.0km,29.19,50.57%,57.50ms,64.88ms,1.44ms,2022-01-07 02:48:18
Salt-Lake,Chicago,2021.0km,18.175,56.14%,36.16ms,36.95ms,0.18ms,2022-01-07 03:09:16
Salt-Lake,Dallas,1605.0km,16.84,48.64%,32.34ms,64.96ms,5.85ms,2022-01-07 02:11:40
Salt-Lake,Albuquerque,779.0km,30.755,12.77%,60.90ms,64.78ms,0.85ms,2022-01-07 03:00:21
Salt-Lake,Tucson,1025.0km,27.325000000000003,18.55%,44.44ms,44.73ms,0.25ms,2022-01-07 02:34:44
Salt-Lake,Phoenix,816.0km,22.28,18.55%,44.44ms,44.73ms,0.25ms,2022-01-07 02:34:44
Salt-Lake,Cermak,2031.0km,27.225,56.14%,36.16ms,36.95ms,0.18ms,2022-01-07 03:09:16
Salt-Lake,Atlanta,2543.0km,25.56,49.86%,50.00ms,77.14ms,4.84ms,2022-01-07 03:00:56
Salt-Lake,Tampa,3033.0km,24.805,61.90%,49.47ms,50.00ms,0.16ms,2022-01-07 02:44:27
Salt-Lake,Houston,1929.0km,15.705,62.23%,31.19ms,31.92ms,0.22ms,2022-01-07 02:19:10
Salt-Lake,LasVegas,592.0km,18.745,16.00%,37.36ms,37.76ms,0.15ms,2022-01-07 02:24:12
Salt-Lake,Kansas,1484.0km,11.595,64.52%,23.05ms,23.40ms,0.14ms,2022-01-07 02:22:00
Salt-Lake,Sunnyvale,967.0km,14.735,45.10%,20.40ms,27.15ms,1.67ms,2022-01-07 02:39:36
Salt-Lake,Boise,km,4.725
Salt-Lake,Helena,km,6.7799
Salt-Lake,Billings,1322.0km,13.84,37.12%,15.86ms,21.43ms,1.08ms,2022-01-07 03:09:04
Salt-Lake,Fargo,1908.0km,22.04,45.00%,33.75ms,35.67ms,0.41ms,2022-01-07 02:29:28
Salt-Lake,Minneapolis,1530.0km,17.15,45.00%,33.75ms,35.67ms,0.41ms,2022-01-07 02:29:28
Salt-Lake,Sioux-City,1483.0km,26.25,42.60%,30.35ms,30.54ms,0.13ms,2022-01-07 02:25:14
Salt-Lake,Omaha,1373.0km,17.7,42.60%,30.35ms,30.54ms,0.13ms,2022-01-07 02:25:14
Denver,Cheyenne,156.0km,14.875,5.38%,29.41ms,32.03ms,0.54ms,2022-01-07 03:09:03
Denver,Salt-Lake,596.0km,7.415,42.57%,11.85ms,27.26ms,4.61ms,2022-01-07 02:38:47
Denver,Albany,2617.0km,20.65,63.83%,41.17ms,41.99ms,0.23ms,2022-01-07 03:00:19
Denver,Portland,1579.0km,15.925,50.94%,31.53ms,32.14ms,0.27ms,2022-01-07 02:35:21
Denver,Eugene,1690.0km,23.195,38.41%,40.30ms,45.56ms,1.34ms,2022-01-07 02:37:46
Denver,Spokane,2698.0km,32.82,53.75%,43.78ms,50.18ms,1.15ms,2022-01-07 02:48:17
Denver,Seattle,1641.0km,16.025,51.28%,31.94ms,32.15ms,0.19ms,2022-01-07 02:41:00
Denver,Burbank,1354.0km,19.96,46.07%,29.52ms,30.61ms,0.27ms,2022-01-07 02:26:02
Denver,Los-Angeles,1336.0km,14.87,46.07%,29.52ms,30.61ms,0.27ms,2022-01-07 02:26:02
Denver,Newark,2665.0km,29.98,61.58%,43.66ms,45.14ms,0.32ms,2022-01-07 02:31:41
Denver,New-York,2648.0km,21.895,61.58%,43.66ms,45.14ms,0.32ms,2022-01-07 02:31:41
Denver,Boston,2841.0km,23.51,60.45%,46.09ms,63.84ms,3.19ms,2022-01-07 03:04:10
Denver,Eckington,2369.0km,30.175,53.75%,43.78ms,50.18ms,1.15ms,2022-01-07 02:48:17
Denver,Europe,2621.0km,22.91,58.24%,45.72ms,45.95ms,0.28ms,2022-01-07 02:27:38
Denver,Tukwita,1658.0km,20.11,51.28%,31.94ms,32.15ms,0.19ms,2022-01-07 02:41:00
Denver,Washington,2365.0km,22.155,53.75%,43.78ms,50.18ms,1.15ms,2022-01-07 02:48:17
Denver,Chicago,1475.0km,12.725,59.00%,25.34ms,25.53ms,0.18ms,2022-01-07 03:09:15
Denver,Dallas,1065.0km,10.805,50.71%,19.99ms,53.24ms,6.27ms,2022-01-07 02:11:39
Denver,Albuquerque,534.0km,15.465,17.80%,30.03ms,37.17ms,1.68ms,2022-01-07 03:00:20
Denver,Tucson,1155.0km,20.075,31.53%,29.95ms,30.20ms,0.21ms,2022-01-07 02:34:43
Denver,Phoenix,946.0km,15.03,31.53%,29.95ms,30.20ms,0.21ms,2022-01-07 02:34:43
Denver,Cermak,1485.0km,21.775,59.00%,25.34ms,25.53ms,0.18ms,2022-01-07 03:09:15
Denver,Atlanta,1947.0km,19.24,51.24%,38.36ms,38.81ms,0.18ms,2022-01-07 03:00:56
Denver,Tampa,2448.0km,23.56,52.09%,46.94ms,47.33ms,0.11ms,2022-01-07 02:44:26
Denver,Houston,1413.0km,11.785,61.43%,23.13ms,24.40ms,0.23ms,2022-01-07 02:19:09
Denver,LasVegas,979.0km,15.41,32.63%,30.65ms,31.23ms,0.16ms,2022-01-07 02:24:12
Denver,Kansas,896.0km,6.655,68.92%,13.19ms,13.41ms,0.12ms,2022-01-07 02:22:00
Denver,Sunnyvale,1517.0km,18.52,53.46%,28.62ms,29.67ms,0.25ms,2022-01-07 02:39:36
Denver,Boise,1141.0km,12.14,42.57%,11.85ms,27.26ms,4.61ms,2022-01-07 02:38:47
Denver,Helena,1352.0km,14.1949,42.57%,11.85ms,27.26ms,4.61ms,2022-01-07 02:38:47
Denver,Billings,884.0km,20.515,5.38%,29.41ms,32.03ms,0.54ms,2022-01-07 03:09:03
Denver,Fargo,1473.0km,16.29,49.77%,22.30ms,24.88ms,0.54ms,2022-01-07 02:29:28
Denver,Minneapolis,1095.0km,11.4,49.77%,22.30ms,24.88ms,0.54ms,2022-01-07 02:29:28
Denver,Sioux-City,919.0km,17.295,59.50%,12.41ms,12.69ms,0.13ms,2022-01-07 02:25:14
Denver,Omaha,809.0km,8.745,59.50%,12.41ms,12.69ms,0.13ms,2022-01-07 02:25:14
Albany,Cheyenne,2561.0km,25.92,50.22%,51.50ms,53.63ms,0.52ms,2022-01-07 03:09:03
Albany,Salt-Lake,3144.0km,28.335,56.14%,56.59ms,56.75ms,0.32ms,2022-01-07 02:38:47
Albany,Denver,2617.0km,20.65,63.83%,41.21ms,41.62ms,0.10ms,2022-01-07 02:12:03
Albany,Portland,3856.0km,34.885,55.88%,69.61ms,70.07ms,0.23ms,2022-01-07 02:35:21
Albany,Eugene,4090.0km,43.495000000000005,49.07%,81.33ms,83.84ms,0.62ms,2022-01-07 02:37:46
Albany,Spokane,852.0km,18.48,34.60%,15.02ms,16.10ms,0.43ms,2022-01-07 02:48:17
Albany,Seattle,3783.0km,35.685,53.28%,71.28ms,71.57ms,0.11ms,2022-01-07 02:41:00
Albany,Burbank,3966.0km,42.735,52.64%,75.03ms,75.42ms,0.24ms,2022-01-07 02:26:01
Albany,Los-Angeles,3948.0km,37.645,52.64%,75.03ms,75.42ms,0.24ms,2022-01-07 02:26:01
Albany,Newark,241.0km,10.455000000000002,56.00%,4.66ms,4.96ms,0.11ms,2022-01-07 02:31:40
Albany,New-York,224.0km,2.37,56.00%,4.66ms,4.96ms,0.11ms,2022-01-07 02:31:40
Albany,Boston,225.0km,4.975,25.00%,9.06ms,19.56ms,2.24ms,2022-01-07 03:04:10
Albany,Eckington,523.0km,15.835,34.60%,15.02ms,16.10ms,0.43ms,2022-01-07 02:48:17
Albany,Europe,218.0km,3.535,31.14%,6.87ms,8.00ms,0.23ms,2022-01-07 02:27:38
Albany,Tukwita,3800.0km,39.77,53.28%,71.28ms,71.57ms,0.11ms,2022-01-07 02:41:00
Albany,Washington,519.0km,7.815,34.60%,15.02ms,16.10ms,0.43ms,2022-01-07 02:48:17
Albany,Chicago,1145.0km,9.62,60.26%,19.13ms,19.39ms,0.12ms,2022-01-07 03:09:15
Albany,Dallas,2298.0km,18.3,63.83%,36.50ms,36.83ms,0.22ms,2022-01-07 02:11:39
Albany,Albuquerque,2945.0km,35.7,41.48%,70.73ms,75.97ms,1.19ms,2022-01-07 03:00:20
Albany,Tucson,3686.0km,35.515,57.95%,60.79ms,61.11ms,0.19ms,2022-01-07 02:34:43
Albany,Phoenix,3477.0km,30.47,57.95%,60.79ms,61.11ms,0.19ms,2022-01-07 02:34:43
Albany,Cermak,1155.0km,18.67,60.26%,19.13ms,19.39ms,0.12ms,2022-01-07 03:09:15
Albany,Atlanta,1362.0km,14.55,46.97%,28.96ms,29.48ms,0.11ms,2022-01-07 03:00:56
Albany,Tampa,1823.0km,19.165,47.97%,38.20ms,38.72ms,0.24ms,2022-01-07 02:44:26
Albany,Houston,2404.0km,17.335,70.71%,34.42ms,35.38ms,0.28ms,2022-01-07 02:19:09
Albany,LasVegas,3596.0km,41.06,43.85%,82.00ms,82.42ms,0.30ms,2022-01-07 02:24:11
Albany,Kansas,1791.0km,14.78,61.76%,29.45ms,30.05ms,0.26ms,2022-01-07 02:21:58
Albany,Sunnyvale,4110.0km,43.225,52.44%,78.07ms,80.60ms,0.50ms,2022-01-07 02:39:36
Albany,Boise,3689.0km,33.06,56.14%,56.59ms,56.75ms,0.32ms,2022-01-07 02:38:47
Albany,Helena,3900.0km,35.1149,56.14%,56.59ms,56.75ms,0.32ms,2022-01-07 02:38:47
Albany,Billings,3289.0km,31.560000000000002,50.22%,51.50ms,53.63ms,0.52ms,2022-01-07 03:09:03
Albany,Fargo,2031.0km,22.135,48.62%,33.91ms,36.19ms,0.48ms,2022-01-07 02:29:28
Albany,Minneapolis,1653.0km,17.245,48.62%,33.91ms,36.19ms,0.48ms,2022-01-07 02:29:28
Albany,Sioux-City,2112.0km,36.275,38.14%,50.45ms,50.55ms,0.10ms,2022-01-07 02:25:14
Albany,Omaha,2002.0km,27.725,38.14%,50.45ms,50.55ms,0.10ms,2022-01-07 02:25:14
Portland,Cheyenne,1520.0km,17.01,44.71%,33.71ms,34.57ms,0.31ms,2022-01-07 03:09:04
Portland,Salt-Lake,1022.0km,12.66,40.88%,25.14ms,25.55ms,0.17ms,2022-01-07 02:38:47
Portland,Denver,1579.0km,15.875,50.94%,31.58ms,31.93ms,0.20ms,2022-01-07 02:12:05
Portland,Albany,3856.0km,35.01,55.09%,69.84ms,70.54ms,0.17ms,2022-01-07 03:00:19
Portland,Eugene,377.0km,9.295,20.15%,12.49ms,19.96ms,1.61ms,2022-01-07 02:37:47
Portland,Spokane,4081.0km,42.239999999999995,59.49%,62.82ms,65.09ms,0.44ms,2022-01-07 02:48:18
Portland,Seattle,233.0km,2.13,58.25%,4.13ms,4.39ms,0.09ms,2022-01-07 02:41:01
Portland,Burbank,1348.0km,19.875,45.86%,29.30ms,29.85ms,0.24ms,2022-01-07 02:26:02
Portland,Los-Angeles,1330.0km,14.785,45.86%,29.30ms,29.85ms,0.24ms,2022-01-07 02:26:02
Portland,Newark,3970.0km,46.505,52.01%,76.64ms,77.19ms,0.25ms,2022-01-07 02:31:41
Portland,New-York,3953.0km,38.42,52.01%,76.64ms,77.19ms,0.25ms,2022-01-07 02:31:41
Portland,Boston,4077.0km,32.785,62.72%,64.57ms,71.54ms,1.58ms,2022-01-07 03:04:12
Portland,Eckington,3752.0km,39.595,59.49%,62.82ms,65.09ms,0.44ms,2022-01-07 02:48:18
Portland,Europe,3926.0km,30.895,64.36%,61.57ms,62.56ms,0.39ms,2022-01-07 02:27:38
Portland,Tukwita,250.0km,6.215,58.25%,4.13ms,4.39ms,0.09ms,2022-01-07 02:41:01
Portland,Washington,3748.0km,31.575,59.49%,62.82ms,65.09ms,0.44ms,2022-01-07 02:48:18
Portland,Chicago,2823.0km,29.49,48.67%,58.84ms,59.09ms,0.22ms,2022-01-07 03:09:16
Portland,Dallas,2625.0km,23.915,55.85%,46.85ms,69.99ms,4.12ms,2022-01-07 02:11:40
Portland,Albuquerque,1782.0km,24.825,36.37%,46.84ms,60.49ms,3.22ms,2022-01-07 03:00:21
Portland,Tucson,1832.0km,22.865000000000002,46.37%,35.48ms,35.85ms,0.09ms,2022-01-07 02:34:44
Portland,Phoenix,1623.0km,17.82,46.37%,35.48ms,35.85ms,0.09ms,2022-01-07 02:34:44
Portland,Cermak,2833.0km,38.54,48.67%,58.84ms,59.09ms,0.22ms,2022-01-07 03:09:16
Portland,Atlanta,3491.0km,33.46,52.89%,66.59ms,67.27ms,0.18ms,2022-01-07 03:00:56
Portland,Tampa,4025.0km,40.95,49.69%,81.74ms,82.08ms,0.37ms,2022-01-07 02:44:26
Portland,Houston,2952.0km,27.395,54.67%,54.22ms,60.22ms,1.24ms,2022-01-07 02:19:10
Portland,LasVegas,1225.0km,18.25,34.03%,36.32ms,37.38ms,0.27ms,2022-01-07 02:24:12
Portland,Kansas,2404.0km,19.465,63.26%,38.72ms,39.63ms,0.23ms,2022-01-07 02:22:00
Portland,Sunnyvale,930.0km,11.739999999999998,60.67%,15.07ms,15.50ms,0.20ms,2022-01-07 02:39:36
Portland,Boise,1567.0km,17.384999999999998,40.88%,25.14ms,25.55ms,0.17ms,2022-01-07 02:38:47
Portland,Helena,1778.0km,19.4399,40.88%,25.14ms,25.55ms,0.17ms,2022-01-07 02:38:47
Portland,Billings,2248.0km,22.650000000000002,44.71%,33.71ms,34.57ms,0.31ms,2022-01-07 03:09:04
Portland,Fargo,2587.0km,29.015,46.02%,47.54ms,52.29ms,0.85ms,2022-01-07 02:29:28
Portland,Minneapolis,2209.0km,24.125,46.02%,47.54ms,52.29ms,0.85ms,2022-01-07 02:29:28
Portland,Sioux-City,2366.0km,30.97,55.41%,39.66ms,40.14ms,0.17ms,2022-01-07 02:25:14
Portland,Omaha,2256.0km,22.42,55.41%,39.66ms,40.14ms,0.17ms,2022-01-07 02:25:14
Eugene,Cheyenne,1541.0km,17.745,44.03%,35.04ms,36.37ms,0.45ms,2022-01-07 03:09:04
Eugene,Salt-Lake,986.0km,22.63,21.91%,44.96ms,47.00ms,0.42ms,2022-01-07 02:38:47
Eugene,Denver,1575.0km,20.255,39.38%,40.31ms,41.16ms,0.35ms,2022-01-07 02:12:05
Eugene,Albany,3975.0km,40.98,49.07%,81.42ms,84.71ms,0.94ms,2022-01-07 03:00:28
Eugene,Portland,262.0km,6.93,20.15%,12.50ms,21.45ms,2.25ms,2022-01-07 02:35:22
Eugene,Spokane,4166.0km,46.394999999999996,53.99%,70.54ms,75.01ms,1.12ms,2022-01-07 02:48:18
Eugene,Seattle,494.0km,5.065,49.40%,9.78ms,11.29ms,0.31ms,2022-01-07 02:41:01
Eugene,Burbank,1129.0km,21.78,33.67%,32.05ms,47.03ms,3.05ms,2022-01-07 02:26:02
Eugene,Los-Angeles,1111.0km,16.69,33.67%,32.05ms,47.03ms,3.05ms,2022-01-07 02:26:02
Eugene,Newark,4075.0km,52.21,46.11%,87.53ms,89.97ms,0.82ms,2022-01-07 02:31:43
Eugene,New-York,4058.0km,44.125,46.11%,87.53ms,89.97ms,0.82ms,2022-01-07 02:31:43
Eugene,Boston,4198.0km,37.61,55.97%,74.16ms,85.46ms,2.08ms,2022-01-07 03:04:10
Eugene,Eckington,3837.0km,43.75,53.99%,70.54ms,75.01ms,1.12ms,2022-01-07 02:48:18
Eugene,Europe,4031.0km,37.55,53.75%,73.99ms,81.31ms,2.07ms,2022-01-07 02:27:40
Eugene,Tukwita,511.0km,9.15,49.40%,9.78ms,11.29ms,0.31ms,2022-01-07 02:41:01
Eugene,Washington,3833.0km,35.73,53.99%,70.54ms,75.01ms,1.12ms,2022-01-07 02:48:18
Eugene,Chicago,2908.0km,36.49,40.39%,72.35ms,77.59ms,1.11ms,2022-01-07 03:09:16
Eugene,Dallas,2585.0km,24.18,53.85%,46.47ms,78.70ms,5.85ms,2022-01-07 02:11:40
Eugene,Albuquerque,1697.0km,25.12,33.94%,49.08ms,62.42ms,2.49ms,2022-01-07 03:00:21
Eugene,Tucson,1676.0km,25.975,35.78%,40.97ms,45.64ms,1.23ms,2022-01-07 02:34:44
Eugene,Phoenix,1467.0km,20.93,35.78%,40.97ms,45.64ms,1.23ms,2022-01-07 02:34:44
Eugene,Cermak,2918.0km,45.540000000000006,40.39%,72.35ms,77.59ms,1.11ms,2022-01-07 03:09:16
Eugene,Atlanta,3516.0km,37.085,47.51%,73.74ms,76.24ms,0.66ms,2022-01-07 03:00:58
Eugene,Tampa,4020.0km,43.755,46.21%,87.10ms,90.68ms,0.74ms,2022-01-07 02:44:27
Eugene,Houston,2895.0km,26.39,55.67%,51.16ms,61.11ms,2.75ms,2022-01-07 02:19:10
Eugene,LasVegas,1059.0km,26.31,20.37%,52.05ms,55.32ms,0.67ms,2022-01-07 02:24:12
Eugene,Kansas,2440.0km,25.65,47.84%,50.20ms,61.67ms,2.42ms,2022-01-07 02:22:00
Eugene,Sunnyvale,682.0km,18.119999999999997,23.64%,27.54ms,30.02ms,0.71ms,2022-01-07 02:39:36
Eugene,Boise,1531.0km,27.354999999999997,21.91%,44.96ms,47.00ms,0.42ms,2022-01-07 02:38:47
Eugene,Helena,1742.0km,29.4099,21.91%,44.96ms,47.00ms,0.42ms,2022-01-07 02:38:47
Eugene,Billings,2269.0km,23.385,44.03%,35.04ms,36.37ms,0.45ms,2022-01-07 03:09:04
Eugene,Fargo,2699.0km,33.91,40.02%,55.53ms,68.29ms,3.79ms,2022-01-07 02:29:30
Eugene,Minneapolis,2321.0km,29.02,40.02%,55.53ms,68.29ms,3.79ms,2022-01-07 02:29:30
Eugene,Sioux-City,2415.0km,36.35,44.20%,50.05ms,58.86ms,1.54ms,2022-01-07 02:25:14
Eugene,Omaha,2305.0km,27.8,44.20%,50.05ms,58.86ms,1.54ms,2022-01-07 02:25:14
Spokane,Cheyenne,2338.0km,26.665,44.11%,51.22ms,71.25ms,4.67ms,2022-01-07 03:09:04
Spokane,Salt-Lake,2933.0km,28.675,51.46%,57.09ms,61.21ms,0.72ms,2022-01-07 02:38:47
Spokane,Denver,2365.0km,22.15,53.75%,43.82ms,47.19ms,0.55ms,2022-01-07 02:12:05
Spokane,Albany,519.0km,7.97,34.60%,15.10ms,20.18ms,0.90ms,2022-01-07 03:00:19
Spokane,Portland,3748.0km,31.475,60.45%,62.22ms,63.25ms,0.50ms,2022-01-07 02:35:22
Spokane,Eugene,3948.0km,37.875,54.76%,69.79ms,74.24ms,0.90ms,2022-01-07 02:37:47
Spokane,Seattle,3707.0km,34.13,54.51%,68.18ms,68.80ms,0.19ms,2022-01-07 02:41:01
Spokane,Burbank,3680.0km,38.72,54.66%,67.20ms,67.81ms,0.19ms,2022-01-07 02:26:02
Spokane,Los-Angeles,3662.0km,33.63,54.66%,67.20ms,67.81ms,0.19ms,2022-01-07 02:26:02
Spokane,Newark,391.0km,12.350000000000001,46.75%,8.16ms,9.18ms,0.47ms,2022-01-07 02:31:41
Spokane,New-York,374.0km,4.265,46.75%,8.16ms,9.18ms,0.47ms,2022-01-07 02:31:41
Spokane,Boston,653.0km,6.13,54.42%,11.84ms,14.14ms,0.39ms,2022-01-07 03:04:12
Spokane,Eckington,km,18.685
Spokane,Europe,355.0km,3.585,50.71%,6.88ms,7.47ms,0.13ms,2022-01-07 02:27:39
Spokane,Tukwita,3724.0km,38.215,54.51%,68.18ms,68.80ms,0.19ms,2022-01-07 02:41:01
Spokane,Washington,333km,10.665
Spokane,Chicago,925.0km,10.595,44.05%,21.11ms,21.74ms,0.12ms,2022-01-07 03:09:16
Spokane,Dallas,1875.0km,17.65,53.57%,33.83ms,67.18ms,5.92ms,2022-01-07 02:11:40
Spokane,Albuquerque,2618.0km,28.615,45.93%,56.14ms,60.96ms,1.08ms,2022-01-07 03:00:21
Spokane,Tucson,3363.0km,32.175,58.41%,54.20ms,54.81ms,0.15ms,2022-01-07 02:34:44
Spokane,Phoenix,3154.0km,27.13,58.41%,54.20ms,54.81ms,0.15ms,2022-01-07 02:34:44
Spokane,Cermak,935.0km,19.645000000000003,44.05%,21.11ms,21.74ms,0.12ms,2022-01-07 03:09:16
Spokane,Atlanta,854.0km,6.575,65.69%,12.77ms,13.20ms,0.15ms,2022-01-07 03:00:56
Spokane,Tampa,1312.0km,42.125,15.62%,83.97ms,84.50ms,0.33ms,2022-01-07 02:44:27
Spokane,Houston,1936.0km,14.035,69.14%,27.18ms,28.22ms,0.32ms,2022-01-07 02:19:10
Spokane,LasVegas,3323.0km,32.605,51.12%,64.82ms,65.28ms,0.08ms,2022-01-07 02:24:12
Spokane,Kansas,1483.0km,16.085,46.34%,31.62ms,32.23ms,0.24ms,2022-01-07 02:22:00
Spokane,Sunnyvale,3882.0km,40.365,53.64%,72.21ms,73.26ms,0.50ms,2022-01-07 02:39:37
Spokane,Boise,3478.0km,33.4,51.46%,57.09ms,61.21ms,0.72ms,2022-01-07 02:38:47
Spokane,Helena,3689.0km,35.4549,51.46%,57.09ms,61.21ms,0.72ms,2022-01-07 02:38:47
Spokane,Billings,3066.0km,32.305,44.11%,51.22ms,71.25ms,4.67ms,2022-01-07 03:09:04
Spokane,Fargo,1937.0km,20.145,51.97%,30.19ms,34.84ms,0.88ms,2022-01-07 02:29:28
Spokane,Minneapolis,1559.0km,15.255,51.97%,30.19ms,34.84ms,0.88ms,2022-01-07 02:29:28
Spokane,Sioux-City,1861.0km,30.645000000000003,42.46%,39.16ms,39.85ms,0.28ms,2022-01-07 02:25:15
Spokane,Omaha,1751.0km,22.095000000000002,42.46%,39.16ms,39.85ms,0.28ms,2022-01-07 02:25:15
Seattle,Cheyenne,1562.0km,13.515,57.85%,26.80ms,27.92ms,0.25ms,2022-01-07 03:09:04
Seattle,Salt-Lake,1128.0km,10.915,53.71%,21.75ms,22.05ms,0.13ms,2022-01-07 02:38:47
Seattle,Denver,1641.0km,16.015,51.28%,31.96ms,32.16ms,0.08ms,2022-01-07 02:12:03
Seattle,Albany,3783.0km,50.21,37.83%,71.25ms,126.58ms,25.45ms,2022-01-07 03:00:28
