Source,City,Distance,Average(ms),%of SOL f/0,min,max,mdev,Last Checked
Mumbai,Hong-Kong,4298km,45.61,47.23%,91.01ms,92.50ms,0.44ms,2021-12-31 15:18:44
Mumbai,London,7192km,61.71,58.47%,122.46ms,129.94ms,2.06ms,2021-12-31 15:25:49
Mumbai,Los-Angeles,13995km,119.82,58.56%,239.38ms,240.05ms,0.44ms,2021-12-31 15:26:05
Mumbai,Marseille,6820km,68.265,50.15%,136.41ms,136.72ms,0.38ms,2021-12-31 15:26:38
Mumbai,New-York,12523km,101.73,61.69%,203.35ms,203.70ms,0.60ms,2021-12-31 14:31:42
Mumbai,Palermo,6075km,97.015,31.31%,182.54ms,198.10ms,3.76ms,2021-12-31 14:33:33
Mumbai,LAIX,14162km,122.02,58.04%,243.14ms,247.14ms,1.11ms,2021-12-31 14:39:13
Mumbai,Singapore,3897km,28.525,68.37%,56.85ms,58.09ms,0.39ms,2021-12-31 14:42:13
Mumbai,HKIX,4317km,53.705,47.23%,91.01ms,92.50ms,0.44ms,2021-12-31 15:18:44
Mumbai,LINX,7208km,69.79,58.47%,122.46ms,129.94ms,2.06ms,2021-12-31 15:25:49
Mumbai,EQUINOX-IX,12612km,108.17,61.69%,203.35ms,203.70ms,0.60ms,2021-12-31 14:31:42
Mumbai,STIX,3912km,35.6,68.37%,56.85ms,58.09ms,0.39ms,2021-12-31 14:42:13
Palermo,NYIX,7050km,61.62,57.32%,123.02ms,123.78ms,0.35ms,2021-12-31 15:00:18
Palermo,Chennai,7104km,80.16,44.40%,160.19ms,160.83ms,0.47ms,2021-12-31 15:08:50
Palermo,Hong-Kong,9385km,140.97,33.40%,281.77ms,282.69ms,0.41ms,2021-12-31 15:18:44
Palermo,London,1824km,21.655,42.42%,42.84ms,45.20ms,0.48ms,2021-12-31 15:25:49
Palermo,Los-Angeles,10566km,86.075,61.43%,171.93ms,172.59ms,0.20ms,2021-12-31 15:26:03
Palermo,Marseille,1107km,26.745,20.89%,53.34ms,54.13ms,0.24ms,2021-12-31 15:26:38
Palermo,Mumbai,6075km,96.97,31.48%,184.08ms,199.11ms,3.87ms,2021-12-31 14:30:30
Palermo,New-York,7151km,56.95,63.28%,113.79ms,114.06ms,0.18ms,2021-12-31 14:31:42
Palermo,LAIX,10626km,89.42,59.70%,178.38ms,181.00ms,0.73ms,2021-12-31 14:39:13
Palermo,Singapore,9950km,142.25,35.04%,284.17ms,287.68ms,0.92ms,2021-12-31 14:42:13
Palermo,HKIX,9404km,149.06,33.40%,281.77ms,282.69ms,0.41ms,2021-12-31 15:18:44
Palermo,LINX,1840km,29.735,42.42%,42.84ms,45.20ms,0.48ms,2021-12-31 15:25:49
Palermo,NiXI,6111km,103.15,31.48%,184.08ms,199.11ms,3.87ms,2021-12-31 14:30:30
Palermo,EQUINOX-IX,7240km,63.395,63.28%,113.79ms,114.06ms,0.18ms,2021-12-31 14:31:42
Palermo,STIX,9965km,149.32,35.04%,284.17ms,287.68ms,0.92ms,2021-12-31 14:42:13
Hong-Kong,NYIX,12740km,113.655,56.12%,227.06ms,228.29ms,0.28ms,2021-12-31 15:00:26
Hong-Kong,Chennai,3725km,32.87,57.31%,65.56ms,66.68ms,0.41ms,2021-12-31 15:08:49
Hong-Kong,London,9625km,99.815,48.37%,198.92ms,204.53ms,1.20ms,2021-12-31 15:25:49
Hong-Kong,Los-Angeles,11654km,78.12,74.71%,156.02ms,157.35ms,0.31ms,2021-12-31 15:26:03
Hong-Kong,Marseille,9644km,105.17,45.92%,210.14ms,210.73ms,0.18ms,2021-12-31 15:26:38
Hong-Kong,Mumbai,4298km,45.68,47.23%,90.96ms,93.64ms,0.61ms,2021-12-31 14:30:30
Hong-Kong,New-York,12963km,140.505,46.13%,280.52ms,282.02ms,0.80ms,2021-12-31 14:31:43
Hong-Kong,Palermo,9385km,141.185,33.28%,281.70ms,295.94ms,2.61ms,2021-12-31 14:33:32
Hong-Kong,LAIX,11828km,77.91,76.31%,155.32ms,157.77ms,0.67ms,2021-12-31 14:39:13
Hong-Kong,Singapore,2586km,15.72,83.42%,31.26ms,31.99ms,0.27ms,2021-12-31 14:42:15
Hong-Kong,LINX,9641km,107.89,48.37%,198.92ms,204.53ms,1.20ms,2021-12-31 15:25:49
Hong-Kong,NiXI,4334km,51.86,47.23%,90.96ms,93.64ms,0.61ms,2021-12-31 14:30:30
Hong-Kong,EQUINOX-IX,13052km,146.95,46.13%,280.52ms,282.02ms,0.80ms,2021-12-31 14:31:43
Hong-Kong,STIX,2601km,22.795,83.42%,31.26ms,31.99ms,0.27ms,2021-12-31 14:42:15
Singapore,NYIX,15107km,115.36,65.68%,230.51ms,231.03ms,0.55ms,2021-12-31 15:00:26
Singapore,Chennai,2895km,16.99,87.73%,33.82ms,34.27ms,0.10ms,2021-12-31 15:08:50
Singapore,Hong-Kong,2586km,15.685,83.42%,31.20ms,31.51ms,0.11ms,2021-12-31 15:18:44
Singapore,London,10843km,80.57,67.35%,160.71ms,163.34ms,0.73ms,2021-12-31 15:25:50
Singapore,Los-Angeles,14129km,84.92,83.60%,169.36ms,171.48ms,0.47ms,2021-12-31 15:26:03
Singapore,Marseille,10596km,84.375,63.07%,168.62ms,169.29ms,0.43ms,2021-12-31 15:26:38
Singapore,Mumbai,3897km,28.465,69.59%,56.62ms,58.03ms,0.42ms,2021-12-31 14:30:30
Singapore,New-York,15331km,112.09,68.44%,224.07ms,224.76ms,0.41ms,2021-12-31 14:31:43
Singapore,Palermo,9950km,191.13,26.05%,333.09ms,430.41ms,21.24ms,2021-12-31 14:33:33
Singapore,LAIX,14295km,88.78,80.76%,177.06ms,179.39ms,0.50ms,2021-12-31 14:39:13
Singapore,HKIX,2605km,23.78,83.42%,31.20ms,31.51ms,0.11ms,2021-12-31 15:18:44
Singapore,LINX,10859km,88.649,67.35%,160.71ms,163.34ms,0.73ms,2021-12-31 15:25:50
Singapore,NiXI,3933km,34.644,69.59%,56.62ms,58.03ms,0.42ms,2021-12-31 14:30:30
Singapore,EQUINOX-IX,15420km,118.53,68.44%,224.07ms,224.76ms,0.41ms,2021-12-31 14:31:43
NYIX,Chennai,13269km,107.355,62.00%,214.58ms,214.87ms,0.30ms,2021-12-31 15:08:49
NYIX,Hong-Kong,12740km,113.665,56.12%,227.19ms,228.37ms,0.61ms,2021-12-31 15:18:44
NYIX,London,5417km,36.755,74.21%,73.22ms,74.30ms,0.29ms,2021-12-31 15:25:49
NYIX,Los-Angeles,3948km,37.64,52.64%,75.01ms,75.45ms,0.35ms,2021-12-31 15:26:02
NYIX,Marseille,6002km,46.695,64.54%,93.25ms,93.52ms,0.38ms,2021-12-31 15:26:37
NYIX,Mumbai,12342km,98.58,62.65%,196.97ms,198.16ms,0.51ms,2021-12-31 14:30:29
NYIX,New-York,224km,2.425,56.00%,4.70ms,6.38ms,0.31ms,2021-12-31 14:31:41
NYIX,Palermo,7050km,61.625,57.32%,123.12ms,123.63ms,0.41ms,2021-12-31 14:33:32
NYIX,LAIX,3930km,36.19,54.58%,72.13ms,73.90ms,0.41ms,2021-12-31 14:39:12
NYIX,Singapore,15107km,115.315,65.68%,230.53ms,230.76ms,0.61ms,2021-12-31 14:42:13
NYIX,HKIX,12759km,121.76,56.12%,227.19ms,228.37ms,0.61ms,2021-12-31 15:18:44
NYIX,LINX,5433km,44.835,74.21%,73.22ms,74.30ms,0.29ms,2021-12-31 15:25:49
NYIX,NiXI,12378km,104.75,62.65%,196.97ms,198.16ms,0.51ms,2021-12-31 14:30:29
NYIX,EQUINOX-IX,313km,8.8700,56.00%,4.70ms,6.38ms,0.31ms,2021-12-31 14:31:41
NYIX,STIX,15122km,122.39,65.68%,230.53ms,230.76ms,0.61ms,2021-12-31 14:42:13
LAIX,NYIX,3930km,36.235,54.58%,72.09ms,74.65ms,0.51ms,2021-12-31 15:00:18
LAIX,Chennai,14600km,118.3,61.86%,236.25ms,237.46ms,0.31ms,2021-12-31 15:08:50
LAIX,Hong-Kong,11828km,78.6,75.34%,156.88ms,158.00ms,0.53ms,2021-12-31 15:18:44
LAIX,London,8824km,70.645,62.58%,140.84ms,142.48ms,0.50ms,2021-12-31 15:25:49
LAIX,Los-Angeles,179km,2.105,44.75%,3.92ms,4.69ms,0.19ms,2021-12-31 15:26:03
LAIX,Marseille,9520km,78.705,60.64%,157.02ms,158.31ms,0.42ms,2021-12-31 15:26:38
LAIX,Mumbai,14162km,120.605,58.76%,240.78ms,242.38ms,0.41ms,2021-12-31 14:30:30
LAIX,New-York,3937km,35.14,56.24%,69.98ms,70.93ms,0.32ms,2021-12-31 14:31:42
LAIX,Palermo,10626km,90.105,59.03%,179.90ms,180.95ms,0.54ms,2021-12-31 14:33:33
LAIX,Singapore,14295km,88.93,80.76%,177.35ms,179.58ms,0.46ms,2021-12-31 14:42:13
LAIX,HKIX,11847km,86.695,75.34%,156.88ms,158.00ms,0.53ms,2021-12-31 15:18:44
LAIX,LINX,8840km,78.725,62.58%,140.84ms,142.48ms,0.50ms,2021-12-31 15:25:49
LAIX,NiXI,14198km,126.78,58.76%,240.78ms,242.38ms,0.41ms,2021-12-31 14:30:30
LAIX,EQUINOX-IX,4026km,41.585,56.24%,69.98ms,70.93ms,0.32ms,2021-12-31 14:31:42
LAIX,STIX,14310km,96.005,80.76%,177.35ms,179.58ms,0.46ms,2021-12-31 14:42:13
Marseille,NYIX,6316km,57.32,64.54%,93.37ms,93.71ms,0.11ms,2021-12-31 15:00:18
Marseille,Chennai,8166km,78.805,57.74%,136.33ms,136.78ms,0.27ms,2021-12-31 15:08:49
Marseille,Hong-Kong,9958km,115.83,45.92%,210.23ms,211.56ms,0.67ms,2021-12-31 15:18:44
Marseille,London,1047km,27.455,22.21%,33.52ms,35.83ms,0.42ms,2021-12-31 15:25:49
Marseille,Los-Angeles,9774km,85.639,63.07%,149.73ms,151.72ms,0.50ms,2021-12-31 15:26:03
Marseille,Mumbai,7134km,78.995,50.15%,136.64ms,137.91ms,0.59ms,2021-12-31 14:30:30
Marseille,New-York,6431km,59.915,62.42%,98.51ms,99.42ms,0.30ms,2021-12-31 14:31:42
Marseille,Palermo,1421km,37.33,20.89%,53.26ms,53.94ms,0.34ms,2021-12-31 14:33:32
Marseille,LAIX,9834km,90.195,59.87%,158.85ms,160.37ms,0.30ms,2021-12-31 14:39:13
Marseille,Singapore,10910km,94.990,63.07%,168.69ms,169.18ms,0.31ms,2021-12-31 14:42:13
Marseille,HKIX,9663km,113.35,45.92%,210.23ms,211.56ms,0.67ms,2021-12-31 15:18:44
Marseille,LINX,749km,24.965,22.21%,33.52ms,35.83ms,0.42ms,2021-12-31 15:25:49
Marseille,NiXI,6856km,74.604,50.15%,136.64ms,137.91ms,0.59ms,2021-12-31 14:30:30
Marseille,EQUINOX-IX,6206km,55.79,62.42%,98.51ms,99.42ms,0.30ms,2021-12-31 14:31:42
Marseille,STIX,10611km,91.495,63.07%,168.69ms,169.18ms,0.31ms,2021-12-31 14:42:13
HKIX,NYIX,12740km,113.655,56.12%,227.06ms,228.29ms,0.28ms,2021-12-31 15:00:26
HKIX,Chennai,3725km,32.87,57.31%,65.56ms,66.68ms,0.41ms,2021-12-31 15:08:49
HKIX,London,9625km,99.815,48.37%,198.92ms,204.53ms,1.20ms,2021-12-31 15:25:49
HKIX,Los-Angeles,11654km,78.12,74.71%,156.02ms,157.35ms,0.31ms,2021-12-31 15:26:03
HKIX,Marseille,9644km,105.17,45.92%,210.14ms,210.73ms,0.18ms,2021-12-31 15:26:38
HKIX,Mumbai,4298km,45.68,47.23%,90.96ms,93.64ms,0.61ms,2021-12-31 14:30:30
HKIX,New-York,12963km,140.505,46.13%,280.52ms,282.02ms,0.80ms,2021-12-31 14:31:43
HKIX,Palermo,9385km,141.185,33.28%,281.70ms,295.94ms,2.61ms,2021-12-31 14:33:32
HKIX,LAIX,11828km,77.91,76.31%,155.32ms,157.77ms,0.67ms,2021-12-31 14:39:13
HKIX,Singapore,2586km,15.72,83.42%,31.26ms,31.99ms,0.27ms,2021-12-31 14:42:15
HKIX,LINX,9641km,107.89,48.37%,198.92ms,204.53ms,1.20ms,2021-12-31 15:25:49
HKIX,NiXI,4334km,51.86,47.23%,90.96ms,93.64ms,0.61ms,2021-12-31 14:30:30
HKIX,EQUINOX-IX,13052km,146.95,46.13%,280.52ms,282.02ms,0.80ms,2021-12-31 14:31:43
HKIX,STIX,2601km,22.795,83.42%,31.26ms,31.99ms,0.27ms,2021-12-31 14:42:15
NiXI,NYIX,12342km,104.885,59.05%,208.90ms,212.42ms,0.88ms,2021-12-31 15:00:26
NiXI,Chennai,1033km,13.905,38.26%,27.26ms,32.63ms,1.08ms,2021-12-31 15:08:50
NiXI,Hong-Kong,4298km,45.61,47.23%,91.01ms,92.50ms,0.44ms,2021-12-31 15:18:44
NiXI,London,7192km,61.71,58.47%,122.46ms,129.94ms,2.06ms,2021-12-31 15:25:49
NiXI,Los-Angeles,13995km,119.82,58.56%,239.38ms,240.05ms,0.44ms,2021-12-31 15:26:05
NiXI,Marseille,6820km,68.265,50.15%,136.41ms,136.72ms,0.38ms,2021-12-31 15:26:38
NiXI,New-York,12523km,101.73,61.69%,203.35ms,203.70ms,0.60ms,2021-12-31 14:31:42
NiXI,Palermo,6075km,97.015,31.31%,182.54ms,198.10ms,3.76ms,2021-12-31 14:33:33
NiXI,LAIX,14162km,122.02,58.04%,243.14ms,247.14ms,1.11ms,2021-12-31 14:39:13
NiXI,Singapore,3897km,28.525,68.37%,56.85ms,58.09ms,0.39ms,2021-12-31 14:42:13
NiXI,HKIX,4317km,53.705,47.23%,91.01ms,92.50ms,0.44ms,2021-12-31 15:18:44
NiXI,LINX,7208km,69.79,58.47%,122.46ms,129.94ms,2.06ms,2021-12-31 15:25:49
NiXI,EQUINOX-IX,12612km,108.17,61.69%,203.35ms,203.70ms,0.60ms,2021-12-31 14:31:42
NiXI,STIX,3912km,35.6,68.37%,56.85ms,58.09ms,0.39ms,2021-12-31 14:42:13
LINX,NYIX,5417km,36.81,74.21%,73.22ms,74.61ms,0.46ms,2021-12-31 15:00:18
LINX,Chennai,8212km,71.75,57.43%,142.46ms,146.65ms,1.23ms,2021-12-31 15:08:49
LINX,Hong-Kong,9625km,99.78,48.37%,198.95ms,205.29ms,1.32ms,2021-12-31 15:18:44
LINX,Los-Angeles,8758km,65.135,67.37%,129.59ms,140.09ms,1.90ms,2021-12-31 15:26:03
LINX,Marseille,733km,16.81,22.21%,33.32ms,34.47ms,0.22ms,2021-12-31 15:26:38
LINX,Mumbai,7192km,61.355,58.95%,122.43ms,123.68ms,0.52ms,2021-12-31 14:30:30
LINX,New-York,5548km,35.475,79.26%,70.61ms,74.70ms,0.78ms,2021-12-31 14:31:42
LINX,Palermo,1824km,21.725,42.42%,42.87ms,51.24ms,1.59ms,2021-12-31 14:33:32
LINX,LAIX,8824km,65.89,67.36%,131.31ms,133.03ms,0.47ms,2021-12-31 14:39:13
LINX,Singapore,10843km,80.54,67.35%,160.78ms,162.03ms,0.38ms,2021-12-31 14:42:13
LINX,HKIX,9644km,107.87,48.37%,198.95ms,205.29ms,1.32ms,2021-12-31 15:18:44
LINX,NiXI,7228km,67.535,58.95%,122.43ms,123.68ms,0.52ms,2021-12-31 14:30:30
LINX,EQUINOX-IX,5637km,41.92,79.26%,70.61ms,74.70ms,0.78ms,2021-12-31 14:31:42
LINX,STIX,10858km,87.615,67.35%,160.78ms,162.03ms,0.38ms,2021-12-31 14:42:13
EQUINOX-IX,NYIX,224km,2.37,56.00%,4.64ms,5.18ms,0.12ms,2021-12-31 15:00:18
EQUINOX-IX,Chennai,13460km,121.125,55.62%,242.11ms,242.47ms,0.69ms,2021-12-31 15:08:50
EQUINOX-IX,Hong-Kong,12963km,125.14,51.85%,250.15ms,250.91ms,0.70ms,2021-12-31 15:18:44
EQUINOX-IX,London,5548km,35.415,79.26%,70.61ms,72.20ms,0.33ms,2021-12-31 15:25:49
EQUINOX-IX,Los-Angeles,3966km,36.54,54.33%,72.88ms,73.58ms,0.31ms,2021-12-31 15:26:03
EQUINOX-IX,Marseille,6117km,49.285,62.42%,98.49ms,98.80ms,0.25ms,2021-12-31 15:26:38
EQUINOX-IX,Mumbai,12523km,101.83,61.69%,203.46ms,205.65ms,0.55ms,2021-12-31 14:30:30
EQUINOX-IX,Palermo,7151km,56.9,63.28%,113.71ms,114.52ms,0.34ms,2021-12-31 14:33:33
EQUINOX-IX,LAIX,3937km,35.155,56.24%,70.03ms,71.53ms,0.33ms,2021-12-31 14:39:13
EQUINOX-IX,Singapore,15331km,113.715,67.54%,227.31ms,227.77ms,0.64ms,2021-12-31 14:42:13
EQUINOX-IX,HKIX,12982km,133.23,51.85%,250.15ms,250.91ms,0.70ms,2021-12-31 15:18:44
EQUINOX-IX,LINX,5564km,43.495,79.26%,70.61ms,72.20ms,0.33ms,2021-12-31 15:25:49
EQUINOX-IX,NiXI,12559km,108.00,61.69%,203.46ms,205.65ms,0.55ms,2021-12-31 14:30:30
EQUINOX-IX,STIX,15346km,120.79,67.54%,227.31ms,227.77ms,0.64ms,2021-12-31 14:42:13
STIX,NYIX,15107km,115.36,65.68%,230.51ms,231.03ms,0.55ms,2021-12-31 15:00:26
STIX,Chennai,2895km,16.99,87.73%,33.82ms,34.27ms,0.10ms,2021-12-31 15:08:50
STIX,Hong-Kong,2586km,15.685,83.42%,31.20ms,31.51ms,0.11ms,2021-12-31 15:18:44
STIX,London,10843km,80.57,67.35%,160.71ms,163.34ms,0.73ms,2021-12-31 15:25:50
STIX,Los-Angeles,14129km,84.92,83.60%,169.36ms,171.48ms,0.47ms,2021-12-31 15:26:03
STIX,Marseille,10596km,84.375,63.07%,168.62ms,169.29ms,0.43ms,2021-12-31 15:26:38
STIX,Mumbai,3897km,28.465,69.59%,56.62ms,58.03ms,0.42ms,2021-12-31 14:30:30
STIX,New-York,15331km,112.09,68.44%,224.07ms,224.76ms,0.41ms,2021-12-31 14:31:43
STIX,Palermo,9950km,191.13,26.05%,333.09ms,430.41ms,21.24ms,2021-12-31 14:33:33
STIX,LAIX,14295km,88.78,80.76%,177.06ms,179.39ms,0.50ms,2021-12-31 14:39:13
STIX,HKIX,2605km,23.78,83.42%,31.20ms,31.51ms,0.11ms,2021-12-31 15:18:44
STIX,LINX,10859km,88.649,67.35%,160.71ms,163.34ms,0.73ms,2021-12-31 15:25:50
STIX,NiXI,3933km,34.644,69.59%,56.62ms,58.03ms,0.42ms,2021-12-31 14:30:30
STIX,EQUINOX-IX,15420km,118.53,68.44%,224.07ms,224.76ms,0.41ms,2021-12-31 14:31:43
HKIX,Hong-Kong,314km,10.57
Hong-Kong,HKIX,314km,10.57
NiXI,Mumbai,19km,8.095
Mumbai,NiXI,19km,8.095
LINX,London,36km,6.18
London,LINX,36km,6.18
EQUINOX-IX,New-York,16km,8.08
New-York,EQUINOX-IX,16km,8.08
STIX,Singapore,89km,6.445
Singapore,STIX,89km,6.445
