Source,City,Distance,Average(ms),%of SOL f/0,min,max,mdev,Last Checked
Eemshaven,DesMoines,7018.0km,55.8,63.23%,111.47ms,112.06ms,0.18ms,2022-03-31 16:12:25
Eemshaven,papillion,7329.0km,58.29,70.38%,103.58ms,103.97ms,0.40ms,2022-03-31 15:25:51
Eemshaven,councilbluffs,7349.0km,60.39,70.38%,103.58ms,103.97ms,0.40ms,2022-03-31 15:25:51
Eemshaven,Douglascounty,7906.0km,68.53999999999999,67.66%,116.31ms,116.75ms,0.26ms,2022-03-31 16:10:32
Eemshaven,Lenoir,6910.0km,53.695,75.44%,89.97ms,90.59ms,0.35ms,2022-03-31 16:08:30
Eemshaven,Richmond,6939.0km,60.845,64.43%,106.49ms,106.74ms,0.33ms,2022-03-31 15:30:21
Eemshaven,Berkeleycounty,7261.0km,73.22999999999999,54.33%,127.50ms,135.24ms,1.95ms,2022-03-31 15:41:22
Eemshaven,SCarolina,6968.0km,51.985,75.44%,89.97ms,90.59ms,0.35ms,2022-03-31 16:08:30
Eemshaven,NVirginia,7598.0km,58.14,64.43%,106.49ms,106.74ms,0.33ms,2022-03-31 15:30:21
Eemshaven,Montgomerycounty,6286.0km,58.205,62.69%,99.26ms,100.13ms,0.42ms,2022-03-31 16:01:47
Eemshaven,Columbus,6541.0km,47.65,68.85%,94.59ms,107.50ms,2.30ms,2022-03-31 16:10:45
Eemshaven,Newalbany,6569.0km,56.79,68.85%,94.59ms,107.50ms,2.30ms,2022-03-31 16:10:45
Eemshaven,Atlanta,7130.0km,53.38,67.26%,106.53ms,108.44ms,0.53ms,2022-03-31 16:00:56
Eemshaven,Knoxville,6919.0km,73.83,47.07%,110.04ms,319.27ms,69.40ms,2022-03-31 15:23:11
Eemshaven,Santiago,12174.0km,105.27,57.97%,210.40ms,210.98ms,0.46ms,2022-03-31 15:40:45
Eemshaven,ChanghuaCounty,9518.0km,138.23000000000002,36.08%,258.19ms,258.61ms,0.67ms,2022-03-31 15:44:49
Dublin,HongKong,9852.0km,124.5,39.73%,248.69ms,250.50ms,0.65ms,2022-03-31 15:18:56
Dublin,Singapore,11196.0km,120.575,46.46%,240.97ms,241.59ms,0.52ms,2022-03-31 15:42:59
Dublin,Taipei,9959.0km,117.075,42.56%,233.84ms,234.66ms,0.56ms,2022-03-31 15:44:49
Dublin,Osaka,9556.0km,128.125,37.33%,255.89ms,258.16ms,0.73ms,2022-03-31 15:33:23
Dublin,Tokyo,9590.0km,120.665,39.79%,241.05ms,241.59ms,0.56ms,2022-03-31 15:46:27
Dublin,LosAngeles,8307.0km,77.565,53.59%,153.09ms,160.98ms,1.92ms,2022-03-31 15:26:39
Dublin,thedalles,7619.0km,75.525,54.61%,137.44ms,137.76ms,0.22ms,2022-03-31 15:36:03
Dublin,Eemshaven,885.0km,15.53,38.68%,22.46ms,24.35ms,0.36ms,2022-03-31 15:16:52
Dublin,Stghislain,785.0km,11.725000000000001,39.39%,18.47ms,18.89ms,0.17ms,2022-03-31 15:38:54
Dublin,Paris,779.0km,9.08,43.28%,17.20ms,27.20ms,2.08ms,2022-03-31 15:34:38
Dublin,Hamina,2155.0km,22.44,54.30%,37.12ms,38.12ms,0.18ms,2022-03-31 14:18:19
Dublin,Dallas,7180.0km,59.66,60.34%,111.72ms,201.06ms,19.19ms,2022-03-31 16:11:46
Dublin,mayescounty,7241.0km,62.07,60.88%,115.41ms,115.94ms,0.26ms,2022-03-31 15:32:59
Dublin,SanAntonio,7568.0km,63.4,60.06%,126.53ms,127.02ms,0.35ms,2022-03-31 15:39:43
Dublin,Jacksoncounty,6688.0km,63.230000000000004,60.44%,108.48ms,109.75ms,0.49ms,2022-03-31 15:22:10
Dublin,OklahomaCity,7001.0km,57.87,60.88%,115.41ms,115.94ms,0.26ms,2022-03-31 15:32:59
Dublin,DesMoines,6275.0km,50.245,62.75%,100.06ms,101.61ms,0.54ms,2022-03-31 16:12:32
Dublin,papillion,6596.0km,61.21,59.78%,109.29ms,109.81ms,0.30ms,2022-03-31 15:25:51
Dublin,councilbluffs,6616.0km,63.31,59.78%,109.29ms,109.81ms,0.30ms,2022-03-31 15:25:51
Dublin,Douglascounty,7204.0km,66.685,63.80%,112.38ms,114.13ms,0.49ms,2022-03-31 16:10:32
Dublin,Lenoir,6089.0km,51.2,70.22%,84.65ms,87.33ms,0.58ms,2022-03-31 16:08:29
Dublin,Richmond,6189.0km,56.835,62.04%,98.07ms,99.98ms,0.46ms,2022-03-31 15:30:21
Dublin,Berkeleycounty,6432.0km,69.02,51.10%,118.99ms,127.91ms,2.12ms,2022-03-31 15:41:22
Dublin,SCarolina,6147.0km,49.49,70.22%,84.65ms,87.33ms,0.58ms,2022-03-31 16:08:29
Dublin,NVirginia,6848.0km,54.129999999999995,62.04%,98.07ms,99.98ms,0.46ms,2022-03-31 15:30:21
Dublin,Montgomerycounty,5468.0km,50.8,64.14%,84.40ms,85.14ms,0.28ms,2022-03-31 16:01:47
Dublin,Columbus,5746.0km,51.95,55.79%,101.99ms,132.19ms,5.83ms,2022-03-31 16:10:45
Dublin,Newalbany,5774.0km,61.09,55.79%,101.99ms,132.19ms,5.83ms,2022-03-31 16:10:45
Dublin,Atlanta,6315.0km,50.165,63.15%,99.94ms,101.53ms,0.27ms,2022-03-31 16:00:56
Dublin,Knoxville,6111.0km,70.475,43.65%,103.14ms,326.55ms,72.66ms,2022-03-31 15:23:11
Dublin,Santiago,11476.0km,98.91,58.25%,197.58ms,198.06ms,0.23ms,2022-03-31 15:40:45
Dublin,ChanghuaCounty,10169.0km,126.125,42.56%,233.84ms,234.66ms,0.56ms,2022-03-31 15:44:49
Stghislain,HongKong,9476.0km,98.6,48.10%,196.91ms,197.69ms,0.36ms,2022-03-31 15:18:56
Stghislain,Singapore,10634.0km,123.25,43.23%,246.22ms,246.74ms,0.38ms,2022-03-31 15:42:59
Stghislain,Taipei,9660.0km,139.055,34.75%,277.89ms,278.27ms,0.65ms,2022-03-31 15:44:49
Stghislain,Osaka,9437.0km,127.13,37.15%,253.71ms,257.71ms,1.01ms,2022-03-31 15:33:23
Stghislain,Tokyo,9515.0km,115.76,41.19%,231.39ms,231.63ms,0.53ms,2022-03-31 15:46:27
Stghislain,LosAngeles,8988.0km,105.545,42.60%,183.05ms,236.04ms,12.68ms,2022-03-31 15:26:40
Stghislain,thedalles,8258.0km,80.965,54.87%,148.29ms,149.04ms,0.25ms,2022-03-31 15:36:04
Stghislain,Eemshaven,398.0km,11.535,26.00%,14.48ms,14.93ms,0.09ms,2022-03-31 15:16:52
Stghislain,Dublin,709.0km,9.28,39.39%,18.27ms,18.76ms,0.21ms,2022-03-31 16:13:35
Stghislain,Paris,210.0km,5.48,21.00%,9.77ms,26.33ms,3.04ms,2022-03-31 15:34:38
Stghislain,Hamina,1852.0km,20.405,51.70%,33.25ms,33.54ms,0.12ms,2022-03-31 14:18:20
Stghislain,Dallas,7890.0km,90.89,43.59%,153.78ms,248.90ms,21.96ms,2022-03-31 16:11:46
Stghislain,mayescounty,7949.0km,62.495000000000005,66.46%,116.30ms,117.09ms,0.31ms,2022-03-31 15:32:59
Stghislain,SanAntonio,8278.0km,65.055,63.68%,129.91ms,130.31ms,0.43ms,2022-03-31 15:39:43
Stghislain,Jacksoncounty,7396.0km,67.4,61.85%,117.03ms,117.51ms,0.32ms,2022-03-31 15:22:11
Stghislain,OklahomaCity,7709.0km,58.295,66.46%,116.30ms,117.09ms,0.31ms,2022-03-31 15:32:59
Stghislain,DesMoines,6982.0km,60.475,58.18%,120.74ms,121.16ms,0.12ms,2022-03-31 16:12:25
Stghislain,papillion,7302.0km,70.44500000000001,56.42%,127.87ms,128.67ms,0.30ms,2022-03-31 15:25:52
Stghislain,councilbluffs,7322.0km,72.545,56.42%,127.87ms,128.67ms,0.30ms,2022-03-31 15:25:52
Stghislain,Douglascounty,7903.0km,85.03,52.65%,149.26ms,149.80ms,0.27ms,2022-03-31 16:10:32
Stghislain,Lenoir,6792.0km,78.94999999999999,47.66%,120.04ms,165.40ms,12.39ms,2022-03-31 16:08:30
Stghislain,Richmond,6896.0km,60.625,64.03%,105.69ms,111.40ms,1.04ms,2022-03-31 15:30:21
Stghislain,Berkeleycounty,7130.0km,70.69,55.46%,122.38ms,129.39ms,2.11ms,2022-03-31 15:41:22
Stghislain,SCarolina,6850.0km,77.24,47.66%,120.04ms,165.40ms,12.39ms,2022-03-31 16:08:30
Stghislain,NVirginia,7555.0km,57.92,64.03%,105.69ms,111.40ms,1.04ms,2022-03-31 15:30:21
Stghislain,Montgomerycounty,6172.0km,52.155,70.02%,87.09ms,88.48ms,0.33ms,2022-03-31 16:01:47
Stghislain,Columbus,6455.0km,49.27,65.87%,98.25ms,100.84ms,0.61ms,2022-03-31 16:10:45
Stghislain,Newalbany,6483.0km,58.410000000000004,65.87%,98.25ms,100.84ms,0.61ms,2022-03-31 16:10:45
Stghislain,Atlanta,7020.0km,50.375,70.20%,100.51ms,100.95ms,0.14ms,2022-03-31 16:00:56
Stghislain,Knoxville,6818.0km,72.8,47.02%,108.97ms,321.55ms,69.95ms,2022-03-31 15:23:11
Stghislain,Santiago,11831.0km,98.015,60.36%,195.68ms,197.21ms,0.57ms,2022-03-31 15:40:45
Stghislain,ChanghuaCounty,9870.0km,148.10500000000002,34.75%,277.89ms,278.27ms,0.65ms,2022-03-31 15:44:49
Paris,HongKong,9629.0km,149.785,32.20%,299.15ms,302.66ms,0.91ms,2022-03-31 15:18:56
Paris,Singapore,10725.0km,75.155,71.50%,150.00ms,152.14ms,0.54ms,2022-03-31 15:42:59
Paris,Taipei,9831.0km,115.555,42.56%,230.68ms,234.29ms,0.88ms,2022-03-31 15:44:49
Paris,Osaka,9634.0km,123.985,39.00%,247.38ms,249.53ms,0.92ms,2022-03-31 15:33:23
Paris,Tokyo,9717.0km,115.76,42.06%,230.90ms,237.14ms,1.57ms,2022-03-31 15:46:27
Paris,LosAngeles,9086.0km,78.535,57.87%,154.80ms,162.46ms,2.11ms,2022-03-31 15:26:40
Paris,thedalles,8385.0km,80.61500000000001,56.11%,147.40ms,149.92ms,0.81ms,2022-03-31 15:36:04
Paris,Eemshaven,599.0km,10.275,47.08%,12.05ms,12.91ms,0.22ms,2022-03-31 15:16:52
Paris,Dublin,779.0km,9.32,43.28%,17.00ms,32.90ms,3.55ms,2022-03-31 16:13:35
Paris,Stghislain,286.0km,7.5249999999999995,21.00%,9.77ms,13.96ms,0.77ms,2022-03-31 15:38:54
Paris,Hamina,2042.0km,23.855,47.40%,38.86ms,53.96ms,2.91ms,2022-03-31 14:18:19
Paris,Dallas,7935.0km,61.855,64.51%,113.30ms,221.18ms,23.94ms,2022-03-31 16:11:46
Paris,mayescounty,8003.0km,58.945,71.22%,109.07ms,113.05ms,0.95ms,2022-03-31 15:32:59
Paris,SanAntonio,8318.0km,60.825,68.74%,121.23ms,127.85ms,1.23ms,2022-03-31 15:39:43
Paris,Jacksoncounty,7453.0km,60.120000000000005,71.50%,102.07ms,108.29ms,1.12ms,2022-03-31 15:22:11
Paris,OklahomaCity,7763.0km,54.745,71.22%,109.07ms,113.05ms,0.95ms,2022-03-31 15:32:59
Paris,DesMoines,7043.0km,49.405,71.87%,97.98ms,106.97ms,1.72ms,2022-03-31 16:12:23
Paris,papillion,7367.0km,70.875,56.93%,128.60ms,130.90ms,0.60ms,2022-03-31 15:25:52
Paris,councilbluffs,7387.0km,72.975,56.93%,128.60ms,130.90ms,0.60ms,2022-03-31 15:25:52
Paris,Douglascounty,7980.0km,68.39,68.29%,115.09ms,143.48ms,5.08ms,2022-03-31 16:10:32
Paris,Lenoir,6806.0km,55.03,72.67%,91.88ms,102.49ms,2.11ms,2022-03-31 16:08:30
Paris,Richmond,6955.0km,58.71,67.12%,102.03ms,103.46ms,0.52ms,2022-03-31 15:30:21
Paris,Berkeleycounty,7135.0km,71.52,54.62%,123.32ms,131.09ms,1.78ms,2022-03-31 15:41:22
Paris,SCarolina,6864.0km,53.32,72.67%,91.88ms,102.49ms,2.11ms,2022-03-31 16:08:30
Paris,NVirginia,7614.0km,56.004999999999995,67.12%,102.03ms,103.46ms,0.52ms,2022-03-31 15:30:21
Paris,Montgomerycounty,6191.0km,47.445,78.35%,77.45ms,81.06ms,0.81ms,2022-03-31 16:01:45
Paris,Columbus,6490.0km,43.95,74.60%,87.53ms,90.80ms,0.65ms,2022-03-31 16:10:45
Paris,Newalbany,6518.0km,53.09,74.60%,87.53ms,90.80ms,0.65ms,2022-03-31 16:10:45
Paris,Atlanta,7038.0km,54.78,64.57%,109.01ms,115.50ms,1.23ms,2022-03-31 16:00:56
Paris,Knoxville,6842.0km,68.81,49.94%,102.65ms,313.06ms,65.66ms,2022-03-31 15:23:11
Paris,Santiago,11670.0km,105.31,55.57%,209.82ms,216.41ms,1.53ms,2022-03-31 15:40:45
Paris,ChanghuaCounty,10041.0km,124.605,42.56%,230.68ms,234.29ms,0.88ms,2022-03-31 15:44:49
Hamina,HongKong,7845.0km,101.495,38.84%,202.84ms,203.57ms,0.47ms,2022-03-31 14:18:56
Hamina,Singapore,9277.0km,99.38,46.85%,198.62ms,198.97ms,0.59ms,2022-03-31 14:43:00
Hamina,Taipei,7979.0km,130.98,30.57%,260.19ms,268.67ms,2.80ms,2022-03-31 14:44:49
Hamina,Osaka,7740.0km,123.28,31.46%,246.12ms,248.65ms,0.84ms,2022-03-31 14:33:24
Hamina,Tokyo,7833.0km,115.945,33.91%,231.62ms,232.47ms,0.25ms,2022-03-31 14:46:27
Hamina,LosAngeles,9001.0km,83.22,54.22%,161.28ms,168.76ms,2.05ms,2022-03-31 14:26:46
Hamina,thedalles,8029.0km,83.47500000000001,51.58%,153.41ms,153.90ms,0.54ms,2022-03-31 14:36:04
Hamina,Eemshaven,1377.0km,18.595,47.96%,28.61ms,30.07ms,0.33ms,2022-03-31 14:16:52
Hamina,Dublin,2009.0km,18.8,54.30%,37.15ms,39.38ms,0.51ms,2022-03-31 14:13:37
Hamina,Stghislain,1782.0km,19.084999999999997,51.70%,33.22ms,34.10ms,0.29ms,2022-03-31 14:38:54
Hamina,Paris,1896.0km,19.56,48.62%,38.84ms,40.29ms,0.33ms,2022-03-31 14:34:37
Hamina,Dallas,8387.0km,68.425,61.67%,130.03ms,260.24ms,24.66ms,2022-03-31 14:11:46
Hamina,mayescounty,8387.0km,80.10000000000001,53.95%,151.52ms,152.81ms,0.54ms,2022-03-31 14:32:59
Hamina,SanAntonio,8794.0km,69.06,63.72%,137.90ms,138.37ms,0.52ms,2022-03-31 14:39:44
Hamina,Jacksoncounty,7830.0km,69.335,63.39%,120.48ms,128.74ms,1.47ms,2022-03-31 14:22:10
Hamina,OklahomaCity,8147.0km,75.9,53.95%,151.52ms,152.81ms,0.54ms,2022-03-31 14:32:59
Hamina,DesMoines,7387.0km,62.515,59.10%,124.84ms,125.43ms,0.28ms,2022-03-31 14:12:24
Hamina,papillion,7662.0km,66.91,62.66%,120.77ms,121.39ms,0.30ms,2022-03-31 14:25:51
Hamina,councilbluffs,7682.0km,69.00999999999999,62.66%,120.77ms,121.39ms,0.30ms,2022-03-31 14:25:51
Hamina,Douglascounty,8135.0km,75.09,62.61%,129.01ms,130.80ms,0.47ms,2022-03-31 14:10:33
Hamina,Lenoir,7562.0km,66.62,64.16%,115.88ms,117.87ms,0.36ms,2022-03-31 15:08:30
Hamina,Richmond,7335.0km,69.715,58.27%,123.89ms,128.87ms,0.90ms,2022-03-31 14:30:20
Hamina,Berkeleycounty,7952.0km,80.175,53.85%,139.59ms,160.89ms,3.96ms,2022-03-31 14:41:22
Hamina,SCarolina,7620.0km,64.91,64.16%,115.88ms,117.87ms,0.36ms,2022-03-31 15:08:30
Hamina,NVirginia,7994.0km,67.01,58.27%,123.89ms,128.87ms,0.90ms,2022-03-31 14:30:20
Hamina,Montgomerycounty,6941.0km,58.55,68.61%,100.05ms,100.78ms,0.40ms,2022-03-31 15:01:47
Hamina,Columbus,7093.0km,64.73,54.98%,126.84ms,168.13ms,9.02ms,2022-03-31 14:10:46
Hamina,Newalbany,7121.0km,73.87,54.98%,126.84ms,168.13ms,9.02ms,2022-03-31 14:10:46
Hamina,Atlanta,7749.0km,71.375,54.57%,142.37ms,148.74ms,1.16ms,2022-03-31 15:00:57
Hamina,Knoxville,7515.0km,63.205,59.64%,116.48ms,242.22ms,27.21ms,2022-03-31 14:23:14
Hamina,Santiago,13481.0km,110.69,61.00%,221.25ms,221.69ms,0.41ms,2022-03-31 14:40:44
Hamina,ChanghuaCounty,8189.0km,140.03,30.57%,260.19ms,268.67ms,2.80ms,2022-03-31 14:44:49
Dallas,HongKong,13067.0km,93.375,70.25%,184.69ms,192.73ms,2.38ms,2022-03-31 15:18:56
Dallas,Singapore,15651.0km,108.28,72.46%,213.27ms,259.78ms,9.48ms,2022-03-31 15:42:59
Dallas,Taipei,12414.0km,86.845,71.76%,165.27ms,227.71ms,14.68ms,2022-03-31 15:44:51
Dallas,Osaka,10741.0km,71.095,75.64%,141.44ms,149.34ms,1.59ms,2022-03-31 15:33:23
Dallas,Tokyo,10395.0km,65.33,79.96%,130.58ms,130.81ms,0.23ms,2022-03-31 15:46:27
Dallas,LosAngeles,1991.0km,16.885,60.33%,31.66ms,39.95ms,2.30ms,2022-03-31 15:26:39
Dallas,thedalles,2762.0km,30.18,57.07%,46.78ms,47.20ms,0.28ms,2022-03-31 15:36:03
Dallas,Eemshaven,7987.0km,67.425,63.12%,126.36ms,127.44ms,0.33ms,2022-03-31 15:16:52
Dallas,Dublin,7180.0km,55.95,64.68%,111.57ms,112.95ms,0.51ms,2022-03-31 16:13:35
Dallas,Stghislain,7966.0km,88.46,45.87%,148.53ms,200.44ms,14.70ms,2022-03-31 15:38:54
Dallas,Paris,7935.0km,56.985,70.22%,113.38ms,121.05ms,1.41ms,2022-03-31 15:34:38
Dallas,Hamina,8533.0km,68.78500000000001,64.52%,129.82ms,130.66ms,0.30ms,2022-03-31 14:18:19
Dallas,mayescounty,547.0km,8.225000000000001,38.38%,7.89ms,9.07ms,0.24ms,2022-03-31 15:32:59
Dallas,SanAntonio,406.0km,4.79,45.11%,9.47ms,10.32ms,0.17ms,2022-03-31 15:39:43
Dallas,Jacksoncounty,890.0km,16.07,52.14%,10.97ms,19.55ms,3.01ms,2022-03-31 15:22:10
Dallas,OklahomaCity,307.0km,4.025,38.38%,7.89ms,9.07ms,0.24ms,2022-03-31 15:32:59
Dallas,DesMoines,1019.0km,18.73,27.54%,37.34ms,37.95ms,0.29ms,2022-03-31 16:12:25
Dallas,papillion,974.0km,14.370000000000001,59.60%,14.82ms,45.12ms,5.43ms,2022-03-31 15:25:51
Dallas,councilbluffs,994.0km,16.47,59.60%,14.82ms,45.12ms,5.43ms,2022-03-31 15:25:51
Dallas,Douglascounty,1045.0km,18.424999999999997,61.69%,16.11ms,17.63ms,0.30ms,2022-03-31 16:10:32
Dallas,Lenoir,1614.0km,21.88,57.46%,26.26ms,32.19ms,1.05ms,2022-03-31 16:08:29
Dallas,Richmond,1270.0km,24.155,35.18%,28.31ms,112.55ms,16.41ms,2022-03-31 15:30:21
Dallas,Berkeleycounty,1672.0km,31.82,31.36%,44.06ms,50.96ms,1.87ms,2022-03-31 15:41:22
Dallas,SCarolina,1672.0km,20.169999999999998,57.46%,26.26ms,32.19ms,1.05ms,2022-03-31 16:08:29
Dallas,NVirginia,1929.0km,21.45,35.18%,28.31ms,112.55ms,16.41ms,2022-03-31 15:30:21
Dallas,Montgomerycounty,2029.0km,28.450000000000003,48.73%,38.23ms,87.16ms,8.75ms,2022-03-31 16:01:45
Dallas,Columbus,1469.0km,19.86,37.67%,35.32ms,81.04ms,10.76ms,2022-03-31 16:10:45
Dallas,Newalbany,1497.0km,29.0,37.67%,35.32ms,81.04ms,10.76ms,2022-03-31 16:10:45
Dallas,Atlanta,1158.0km,9.66,60.95%,19.08ms,20.00ms,0.23ms,2022-03-31 16:00:56
Dallas,Knoxville,1231.0km,30.215,20.52%,24.62ms,225.00ms,66.66ms,2022-03-31 15:23:11
Dallas,Santiago,7784.0km,69.91,56.00%,139.39ms,147.54ms,1.47ms,2022-03-31 15:40:45
Dallas,ChanghuaCounty,12624.0km,95.895,71.76%,165.27ms,227.71ms,14.68ms,2022-03-31 15:44:51
mayescounty,HongKong,12777.0km,98.51,64.86%,195.11ms,220.48ms,4.62ms,2022-03-31 15:18:56
mayescounty,Singapore,15363.0km,108.285,71.12%,216.41ms,217.31ms,0.62ms,2022-03-31 15:42:59
mayescounty,Taipei,12134.0km,105.52,57.51%,210.88ms,211.50ms,0.57ms,2022-03-31 15:44:49
mayescounty,Osaka,10470.0km,79.67,65.85%,159.05ms,160.26ms,0.49ms,2022-03-31 15:33:23
mayescounty,Tokyo,10129.0km,74.715,67.98%,149.31ms,149.52ms,0.27ms,2022-03-31 15:46:27
mayescounty,LosAngeles,1895.0km,25.35,37.90%,48.61ms,55.39ms,1.80ms,2022-03-31 15:26:40
mayescounty,thedalles,2524.0km,33.045,45.90%,52.61ms,52.84ms,0.32ms,2022-03-31 15:36:04
mayescounty,Eemshaven,7792.0km,66.92999999999999,62.06%,125.41ms,125.62ms,0.14ms,2022-03-31 15:16:52
mayescounty,Dublin,7001.0km,57.825,60.88%,115.42ms,116.70ms,0.28ms,2022-03-31 16:13:35
mayescounty,Stghislain,7785.0km,60.685,66.46%,116.47ms,117.19ms,0.48ms,2022-03-31 15:38:54
mayescounty,Paris,7763.0km,54.785,71.22%,109.05ms,115.37ms,1.28ms,2022-03-31 15:34:38
mayescounty,Hamina,8293.0km,79.545,53.95%,151.47ms,151.91ms,0.29ms,2022-03-31 14:18:19
mayescounty,Dallas,307.0km,8.02,19.19%,7.90ms,86.01ms,17.39ms,2022-03-31 16:11:46
mayescounty,SanAntonio,679.0km,7.605,45.27%,15.03ms,16.10ms,0.19ms,2022-03-31 15:39:43
mayescounty,Jacksoncounty,639.0km,12.645000000000001,68.43%,7.52ms,7.98ms,0.16ms,2022-03-31 15:22:11
mayescounty,OklahomaCity,240.0km,4.2
mayescounty,DesMoines,759.0km,7.75,50.60%,15.37ms,16.23ms,0.20ms,2022-03-31 16:12:28
mayescounty,papillion,678.0km,17.48,27.18%,21.98ms,22.28ms,0.16ms,2022-03-31 15:25:52
mayescounty,councilbluffs,698.0km,19.58,27.18%,21.98ms,22.28ms,0.16ms,2022-03-31 15:25:52
mayescounty,Douglascounty,802.0km,20.665,37.20%,20.55ms,22.93ms,0.44ms,2022-03-31 16:10:32
mayescounty,Lenoir,1632.0km,24.35,48.77%,31.20ms,33.82ms,0.49ms,2022-03-31 16:08:30
mayescounty,Richmond,1039.0km,21.875,33.21%,28.49ms,29.47ms,0.22ms,2022-03-31 15:30:21
mayescounty,Berkeleycounty,1761.0km,36.18,27.91%,51.90ms,62.50ms,2.25ms,2022-03-31 15:41:22
mayescounty,SCarolina,1690.0km,22.64,48.77%,31.20ms,33.82ms,0.49ms,2022-03-31 16:08:30
mayescounty,NVirginia,1698.0km,19.17,33.21%,28.49ms,29.47ms,0.22ms,2022-03-31 15:30:21
mayescounty,Montgomerycounty,1971.0km,30.1,43.98%,43.26ms,44.06ms,0.31ms,2022-03-31 16:01:47
mayescounty,Columbus,1370.0km,14.585,47.24%,28.79ms,32.24ms,0.59ms,2022-03-31 16:10:45
mayescounty,Newalbany,1398.0km,23.725,47.24%,28.79ms,32.24ms,0.59ms,2022-03-31 16:10:45
mayescounty,Atlanta,1217.0km,13.165,46.81%,26.15ms,26.79ms,0.12ms,2022-03-31 16:00:58
mayescounty,Knoxville,1227.0km,34.32,18.04%,32.24ms,241.80ms,69.06ms,2022-03-31 15:23:11
mayescounty,Santiago,8087.0km,74.32,54.64%,148.50ms,148.79ms,0.37ms,2022-03-31 15:40:45
mayescounty,ChanghuaCounty,12344.0km,114.57,57.51%,210.88ms,211.50ms,0.57ms,2022-03-31 15:44:49
SanAntonio,HongKong,13288.0km,99.43,67.11%,196.62ms,204.53ms,2.78ms,2022-03-31 15:18:56
SanAntonio,Singapore,15859.0km,109.965,72.42%,219.78ms,220.50ms,0.65ms,2022-03-31 15:42:59
SanAntonio,Taipei,12608.0km,88.375,71.64%,176.63ms,177.43ms,0.44ms,2022-03-31 15:44:49
SanAntonio,Osaka,10914.0km,74.295,73.74%,148.07ms,153.43ms,1.14ms,2022-03-31 15:33:23
SanAntonio,Tokyo,10556.0km,69.435,76.49%,138.74ms,139.67ms,0.22ms,2022-03-31 15:46:27
SanAntonio,LosAngeles,1934.0km,19.435,50.89%,36.91ms,45.70ms,2.25ms,2022-03-31 15:26:40
SanAntonio,thedalles,2903.0km,35.805,47.69%,58.06ms,58.47ms,0.14ms,2022-03-31 15:36:04
SanAntonio,Eemshaven,8381.0km,73.33500000000001,60.49%,138.22ms,138.49ms,0.11ms,2022-03-31 15:16:52
SanAntonio,Dublin,7568.0km,63.435,60.06%,126.56ms,128.43ms,0.60ms,2022-03-31 16:13:35
SanAntonio,Stghislain,8354.0km,67.435,63.68%,129.94ms,130.28ms,0.36ms,2022-03-31 15:38:54
SanAntonio,Paris,8318.0km,61.47,68.18%,121.21ms,151.75ms,5.66ms,2022-03-31 15:34:38
SanAntonio,Hamina,8940.0km,72.74000000000001,63.72%,137.82ms,139.26ms,0.41ms,2022-03-31 14:18:20
SanAntonio,Dallas,406.0km,8.32,25.38%,9.54ms,94.20ms,18.03ms,2022-03-31 16:11:46
SanAntonio,mayescounty,919.0km,11.79,45.27%,15.09ms,15.27ms,0.13ms,2022-03-31 15:32:59
SanAntonio,Jacksoncounty,1294.0km,18.060000000000002,63.00%,18.36ms,18.99ms,0.23ms,2022-03-31 15:22:11
SanAntonio,OklahomaCity,679.0km,7.59,45.27%,15.09ms,15.27ms,0.13ms,2022-03-31 15:32:59
SanAntonio,DesMoines,1422.0km,17.925,40.63%,35.76ms,35.98ms,0.16ms,2022-03-31 16:12:25
SanAntonio,papillion,1358.0km,17.33,60.86%,21.77ms,22.05ms,0.09ms,2022-03-31 15:25:52
SanAntonio,councilbluffs,1378.0km,19.43,60.86%,21.77ms,22.05ms,0.09ms,2022-03-31 15:25:52
SanAntonio,Douglascounty,1256.0km,23.869999999999997,44.37%,26.30ms,42.58ms,2.98ms,2022-03-31 16:10:32
SanAntonio,Lenoir,1896.0km,22.72,63.43%,28.16ms,28.39ms,0.11ms,2022-03-31 16:08:30
SanAntonio,Richmond,1677.0km,25.17,44.80%,35.15ms,36.12ms,0.20ms,2022-03-31 15:30:21
SanAntonio,Berkeleycounty,1884.0km,36.245,30.11%,53.10ms,61.29ms,1.99ms,2022-03-31 15:41:20
SanAntonio,SCarolina,1954.0km,21.009999999999998,63.43%,28.16ms,28.39ms,0.11ms,2022-03-31 16:08:30
SanAntonio,NVirginia,2336.0km,22.465,44.80%,35.15ms,36.12ms,0.20ms,2022-03-31 15:30:21
SanAntonio,Montgomerycounty,2359.0km,31.810000000000002,49.54%,46.52ms,48.53ms,0.51ms,2022-03-31 16:01:45
SanAntonio,Columbus,1834.0km,27.275,33.96%,53.84ms,70.28ms,2.93ms,2022-03-31 16:10:45
SanAntonio,Newalbany,1862.0km,36.415,33.96%,53.84ms,70.28ms,2.93ms,2022-03-31 16:10:45
SanAntonio,Atlanta,1418.0km,13.975,52.52%,27.86ms,28.10ms,0.17ms,2022-03-31 16:00:56
SanAntonio,Knoxville,1542.0km,31.29,24.87%,29.62ms,236.38ms,65.96ms,2022-03-31 15:23:11
SanAntonio,Santiago,7504.0km,71.655,52.48%,143.23ms,143.41ms,0.26ms,2022-03-31 15:40:45
SanAntonio,ChanghuaCounty,12818.0km,97.425,71.64%,176.63ms,177.43ms,0.44ms,2022-03-31 15:44:49
