Source,City,Distance,Average(ms),%of SOL f/0,min,max,mdev,Last Checked
HongKong,Lenoir,13549.0km,107.785,67.82%,198.13ms,199.02ms,0.33ms,2022-03-31 16:08:30
HongKong,Richmond,12493.0km,101.84,65.87%,186.31ms,194.98ms,2.79ms,2022-03-31 15:30:21
HongKong,Berkeleycounty,13955.0km,122.045,60.34%,225.16ms,233.94ms,2.08ms,2022-03-31 15:41:22
HongKong,SCarolina,13607.0km,106.075,67.82%,198.13ms,199.02ms,0.33ms,2022-03-31 16:08:30
HongKong,NVirginia,13152.0km,99.135,65.87%,186.31ms,194.98ms,2.79ms,2022-03-31 15:30:21
HongKong,Montgomerycounty,13159.0km,118.34,59.72%,219.50ms,221.36ms,0.45ms,2022-03-31 16:01:47
HongKong,Columbus,12870.0km,103.765,62.17%,207.00ms,212.18ms,0.98ms,2022-03-31 16:10:45
HongKong,Newalbany,12898.0km,112.905,62.17%,207.00ms,212.18ms,0.98ms,2022-03-31 16:10:45
HongKong,Atlanta,13484.0km,102.67,65.78%,205.14ms,205.76ms,0.57ms,2022-03-31 16:00:58
HongKong,Knoxville,13264.0km,120.275,55.27%,202.88ms,404.64ms,60.67ms,2022-03-31 15:23:11
HongKong,Santiago,18701.0km,153.545,60.92%,306.75ms,308.30ms,0.69ms,2022-03-31 15:40:45
HongKong,ChanghuaCounty,1019.0km,38.59,13.71%,58.88ms,59.59ms,0.30ms,2022-03-31 15:44:49
Singapore,HongKong,2586.0km,16.51,78.36%,32.77ms,33.44ms,0.19ms,2022-03-31 15:18:56
Singapore,Taipei,3251.0km,23.66,69.17%,47.04ms,47.76ms,0.32ms,2022-03-31 15:44:49
Singapore,Osaka,4956.0km,43.855,56.97%,87.11ms,89.34ms,0.45ms,2022-03-31 15:33:23
Singapore,Tokyo,5325.0km,40.17,66.56%,79.79ms,86.18ms,1.12ms,2022-03-31 15:46:27
Singapore,LosAngeles,14129.0km,91.445,77.63%,179.95ms,188.48ms,2.75ms,2022-03-31 15:26:40
Singapore,thedalles,13235.0km,83.72500000000001,85.05%,153.66ms,155.07ms,0.54ms,2022-03-31 15:36:04
Singapore,Eemshaven,10399.0km,105.43,51.31%,202.05ms,202.87ms,0.45ms,2022-03-31 15:16:52
Singapore,Dublin,11196.0km,120.52,46.46%,240.56ms,241.87ms,0.66ms,2022-03-31 16:13:37
Singapore,Stghislain,10710.0km,125.63,43.23%,246.26ms,246.81ms,0.58ms,2022-03-31 15:38:54
Singapore,Paris,10725.0km,75.415,71.50%,149.67ms,158.68ms,1.88ms,2022-03-31 15:34:38
Singapore,Hamina,9423.0km,103.29,46.62%,198.71ms,199.50ms,0.51ms,2022-03-31 14:18:20
Singapore,Dallas,15651.0km,108.795,72.12%,207.57ms,327.34ms,24.05ms,2022-03-31 16:11:46
Singapore,mayescounty,15603.0km,112.47500000000001,71.12%,216.22ms,217.02ms,0.64ms,2022-03-31 15:32:59
Singapore,SanAntonio,15859.0km,109.94,72.42%,219.58ms,220.24ms,0.56ms,2022-03-31 15:39:43
Singapore,Jacksoncounty,15305.0km,114.97,71.44%,212.08ms,212.71ms,0.65ms,2022-03-31 15:22:11
Singapore,OklahomaCity,15363.0km,108.275,71.12%,216.22ms,217.02ms,0.64ms,2022-03-31 15:32:59
Singapore,DesMoines,14931.0km,124.955,59.96%,249.47ms,250.30ms,0.48ms,2022-03-31 16:12:32
Singapore,papillion,14972.0km,114.545,68.94%,215.81ms,218.74ms,0.75ms,2022-03-31 15:25:52
Singapore,councilbluffs,14992.0km,116.645,68.94%,215.81ms,218.74ms,0.75ms,2022-03-31 15:25:52
Singapore,Douglascounty,14737.0km,108.13499999999999,75.28%,195.13ms,196.25ms,0.37ms,2022-03-31 16:10:32
Singapore,Lenoir,16042.0km,127.27,67.18%,236.95ms,238.10ms,0.71ms,2022-03-31 16:08:30
Singapore,Richmond,15052.0km,111.605,71.84%,207.56ms,210.82ms,0.61ms,2022-03-31 15:30:21
Singapore,Berkeleycounty,16463.0km,131.09,66.12%,242.80ms,249.50ms,1.99ms,2022-03-31 15:41:22
Singapore,SCarolina,16100.0km,125.56,67.18%,236.95ms,238.10ms,0.71ms,2022-03-31 16:08:30
Singapore,NVirginia,15711.0km,108.9,71.84%,207.56ms,210.82ms,0.61ms,2022-03-31 15:30:21
Singapore,Montgomerycounty,15579.0km,132.255,62.75%,247.23ms,249.53ms,0.52ms,2022-03-31 16:01:47
Singapore,Columbus,15372.0km,126.345,61.00%,252.33ms,254.43ms,0.60ms,2022-03-31 16:10:47
Singapore,Newalbany,15400.0km,135.485,61.00%,252.33ms,254.43ms,0.60ms,2022-03-31 16:10:47
Singapore,Atlanta,16023.0km,115.675,69.36%,230.98ms,232.03ms,0.25ms,2022-03-31 16:00:58
Singapore,Knoxville,15791.0km,139.525,56.60%,237.67ms,464.29ms,71.83ms,2022-03-31 15:23:13
Singapore,Santiago,16464.0km,159.55,51.61%,318.82ms,319.47ms,0.35ms,2022-03-31 15:40:45
Singapore,ChanghuaCounty,3461.0km,32.71,69.17%,47.04ms,47.76ms,0.32ms,2022-03-31 15:44:49
Taipei,HongKong,809.0km,29.555,13.71%,58.86ms,59.95ms,0.31ms,2022-03-31 15:18:56
Taipei,Singapore,3251.0km,23.67,69.17%,47.20ms,48.16ms,0.20ms,2022-03-31 15:42:59
Taipei,Osaka,1720.0km,18.875,46.49%,37.35ms,39.88ms,0.51ms,2022-03-31 15:33:24
Taipei,Tokyo,2107.0km,15.585,67.97%,31.10ms,31.31ms,0.15ms,2022-03-31 15:46:27
Taipei,LosAngeles,10911.0km,121.815,44.90%,241.48ms,248.68ms,2.17ms,2022-03-31 15:26:40
Taipei,thedalles,9983.0km,93.855,56.59%,174.11ms,175.25ms,0.31ms,2022-03-31 15:36:04
Taipei,Eemshaven,9342.0km,133.23999999999998,36.08%,258.04ms,258.27ms,0.48ms,2022-03-31 15:16:52
Taipei,Dublin,9959.0km,117.095,42.56%,233.76ms,235.08ms,0.52ms,2022-03-31 16:13:36
Taipei,Stghislain,9736.0km,141.45499999999998,34.75%,277.85ms,278.90ms,0.53ms,2022-03-31 15:38:54
Taipei,Paris,9831.0km,115.875,42.56%,230.59ms,248.77ms,3.35ms,2022-03-31 15:34:38
Taipei,Hamina,8125.0km,135.0,30.45%,260.19ms,268.00ms,2.65ms,2022-03-31 14:18:20
Taipei,Dallas,12414.0km,90.925,68.59%,173.83ms,257.02ms,18.96ms,2022-03-31 16:11:46
Taipei,mayescounty,12374.0km,109.715,57.51%,210.77ms,211.31ms,0.15ms,2022-03-31 15:32:59
Taipei,SanAntonio,12608.0km,88.365,71.64%,176.62ms,177.44ms,0.52ms,2022-03-31 15:39:43
Taipei,Jacksoncounty,12120.0km,105.55,61.97%,193.01ms,198.99ms,1.18ms,2022-03-31 15:22:20
Taipei,OklahomaCity,12134.0km,105.515,57.51%,210.77ms,211.31ms,0.15ms,2022-03-31 15:32:59
Taipei,DesMoines,11773.0km,126.03,46.72%,235.30ms,255.20ms,3.88ms,2022-03-31 16:12:26
Taipei,papillion,11779.0km,137.16,44.82%,260.71ms,263.01ms,0.79ms,2022-03-31 15:25:54
Taipei,councilbluffs,11799.0km,139.26,44.82%,260.71ms,263.01ms,0.79ms,2022-03-31 15:25:54
Taipei,Douglascounty,11492.0km,101.185,63.17%,181.64ms,182.00ms,0.31ms,2022-03-31 16:10:32
Taipei,Lenoir,13036.0km,106.79499999999999,65.90%,195.98ms,199.39ms,0.97ms,2022-03-31 16:08:30
Taipei,Richmond,11927.0km,98.88,64.93%,182.50ms,182.99ms,0.31ms,2022-03-31 15:30:21
Taipei,Berkeleycounty,13426.0km,123.08,57.51%,227.01ms,234.88ms,1.85ms,2022-03-31 15:41:22
Taipei,SCarolina,13094.0km,105.085,65.90%,195.98ms,199.39ms,0.97ms,2022-03-31 16:08:30
Taipei,NVirginia,12586.0km,96.175,64.93%,182.50ms,182.99ms,0.31ms,2022-03-31 15:30:21
Taipei,Montgomerycounty,12702.0km,117.165,58.17%,216.85ms,227.70ms,1.93ms,2022-03-31 16:01:47
Taipei,Columbus,12357.0km,108.5,56.94%,216.52ms,221.53ms,1.22ms,2022-03-31 16:10:45
Taipei,Newalbany,12385.0km,117.64,56.94%,216.52ms,221.53ms,1.22ms,2022-03-31 16:10:45
Taipei,Atlanta,12931.0km,108.435,59.87%,215.68ms,221.66ms,1.59ms,2022-03-31 16:00:58
Taipei,Knoxville,12726.0km,111.84,57.07%,186.55ms,392.81ms,61.51ms,2022-03-31 15:23:11
Taipei,Santiago,18470.0km,162.745,56.83%,325.32ms,325.78ms,0.67ms,2022-03-31 15:40:45
Taipei,ChanghuaCounty,210.0km,9.05
Osaka,HongKong,2491.0km,29.1,42.95%,57.80ms,59.83ms,0.46ms,2022-03-31 15:18:56
Osaka,Singapore,4956.0km,43.86,56.97%,87.35ms,91.32ms,0.81ms,2022-03-31 15:42:59
Osaka,Taipei,1720.0km,18.84,46.49%,37.45ms,39.64ms,0.45ms,2022-03-31 15:44:49
Osaka,Tokyo,402.0km,4.28,50.25%,8.06ms,12.24ms,0.91ms,2022-03-31 15:46:27
Osaka,LosAngeles,9192.0km,65.505,70.17%,128.19ms,136.34ms,2.46ms,2022-03-31 15:26:40
Osaka,thedalles,8284.0km,54.85,84.86%,95.93ms,98.89ms,0.75ms,2022-03-31 15:36:04
Osaka,Eemshaven,9107.0km,127.615,36.88%,246.69ms,247.51ms,0.16ms,2022-03-31 15:16:52
Osaka,Dublin,9556.0km,128.265,37.33%,255.82ms,261.60ms,1.24ms,2022-03-31 16:13:35
Osaka,Stghislain,9513.0km,129.35,37.30%,253.59ms,255.31ms,0.46ms,2022-03-31 15:38:54
Osaka,Paris,9634.0km,124.09,38.85%,247.42ms,255.22ms,1.61ms,2022-03-31 15:34:38
Osaka,Hamina,7886.0km,127.10000000000001,31.46%,246.22ms,248.41ms,0.77ms,2022-03-31 14:18:19
Osaka,Dallas,10741.0km,73.25,73.57%,141.18ms,231.73ms,17.12ms,2022-03-31 16:11:46
Osaka,mayescounty,10710.0km,83.98,65.85%,159.03ms,162.94ms,0.93ms,2022-03-31 15:32:59
Osaka,SanAntonio,10914.0km,74.155,73.74%,148.08ms,149.98ms,0.55ms,2022-03-31 15:39:43
Osaka,Jacksoncounty,10492.0km,83.735,69.34%,149.17ms,153.66ms,1.00ms,2022-03-31 15:22:11
Osaka,OklahomaCity,10470.0km,79.78,65.85%,159.03ms,162.94ms,0.93ms,2022-03-31 15:32:59
Osaka,DesMoines,10167.0km,72.28,70.60%,144.03ms,149.21ms,1.15ms,2022-03-31 16:12:26
Osaka,papillion,10149.0km,73.715,75.14%,134.33ms,137.62ms,0.78ms,2022-03-31 15:25:52
Osaka,councilbluffs,10169.0km,75.815,75.14%,134.33ms,137.62ms,0.78ms,2022-03-31 15:25:52
Osaka,Douglascounty,9814.0km,71.395,79.97%,121.97ms,122.58ms,0.30ms,2022-03-31 16:10:32
Osaka,Lenoir,11496.0km,85.75,73.87%,153.73ms,163.80ms,1.85ms,2022-03-31 16:08:30
Osaka,Richmond,10342.0km,79.98,71.06%,144.49ms,147.25ms,0.71ms,2022-03-31 15:30:21
Osaka,Berkeleycounty,11864.0km,100.505,63.06%,180.03ms,189.50ms,2.20ms,2022-03-31 15:41:22
Osaka,SCarolina,11554.0km,84.04,73.87%,153.73ms,163.80ms,1.85ms,2022-03-31 16:08:30
Osaka,NVirginia,11001.0km,77.275,71.06%,144.49ms,147.25ms,0.71ms,2022-03-31 15:30:21
Osaka,Montgomerycounty,11234.0km,95.89,64.10%,174.42ms,176.95ms,0.75ms,2022-03-31 16:01:47
Osaka,Columbus,10825.0km,83.08,65.21%,165.55ms,168.39ms,0.88ms,2022-03-31 16:10:45
Osaka,Newalbany,10853.0km,92.22,65.21%,165.55ms,168.39ms,0.88ms,2022-03-31 16:10:45
Osaka,Atlanta,11347.0km,84.55,67.14%,168.61ms,171.65ms,0.84ms,2022-03-31 16:00:58
Osaka,Knoxville,11160.0km,102.255,54.71%,163.58ms,389.31ms,70.72ms,2022-03-31 15:23:13
Osaka,Santiago,17523.0km,134.105,65.38%,267.92ms,270.74ms,0.86ms,2022-03-31 15:40:45
Osaka,ChanghuaCounty,1930.0km,27.89,46.49%,37.45ms,39.64ms,0.45ms,2022-03-31 15:44:49
Tokyo,HongKong,2887.0km,57.61,25.10%,115.04ms,116.58ms,0.54ms,2022-03-31 15:18:56
Tokyo,Singapore,5325.0km,40.075,66.56%,80.04ms,80.35ms,0.28ms,2022-03-31 15:42:59
Tokyo,Taipei,2107.0km,15.635,67.97%,31.14ms,31.39ms,0.25ms,2022-03-31 15:44:49
Tokyo,Osaka,402.0km,4.205,50.25%,8.10ms,9.91ms,0.47ms,2022-03-31 15:33:24
Tokyo,LosAngeles,8812.0km,58.8,75.32%,115.92ms,121.43ms,1.49ms,2022-03-31 15:26:40
Tokyo,thedalles,7927.0km,49.165,92.74%,84.74ms,85.16ms,0.41ms,2022-03-31 15:36:04
Tokyo,Eemshaven,9186.0km,118.865,39.97%,229.30ms,229.50ms,0.45ms,2022-03-31 15:16:52
Tokyo,Dublin,9590.0km,120.755,39.79%,241.25ms,242.51ms,0.74ms,2022-03-31 16:13:36
Tokyo,Stghislain,9591.0km,118.16499999999999,41.19%,231.37ms,231.71ms,0.63ms,2022-03-31 15:38:54
Tokyo,Paris,9717.0km,116.14,41.88%,230.81ms,255.10ms,4.41ms,2022-03-31 15:34:38
Tokyo,Hamina,7979.0km,119.69500000000001,33.91%,231.77ms,232.38ms,0.31ms,2022-03-31 14:18:20
Tokyo,Dallas,10395.0km,72.675,71.69%,138.28ms,226.81ms,18.31ms,2022-03-31 16:11:46
Tokyo,mayescounty,10369.0km,78.93,67.98%,149.37ms,149.73ms,0.33ms,2022-03-31 15:32:59
Tokyo,SanAntonio,10556.0km,69.49,76.49%,138.74ms,141.64ms,0.78ms,2022-03-31 15:39:43
Tokyo,Jacksoncounty,10167.0km,79.22,71.48%,140.63ms,141.04ms,0.42ms,2022-03-31 15:22:11
Tokyo,OklahomaCity,10129.0km,74.73,67.98%,149.37ms,149.73ms,0.33ms,2022-03-31 15:32:59
Tokyo,DesMoines,9851.0km,65.125,75.78%,130.07ms,130.46ms,0.30ms,2022-03-31 16:12:25
Tokyo,papillion,9824.0km,68.01,79.22%,123.06ms,123.38ms,0.07ms,2022-03-31 15:25:52
Tokyo,councilbluffs,9844.0km,70.11,79.22%,123.06ms,123.38ms,0.07ms,2022-03-31 15:25:52
Tokyo,Douglascounty,9466.0km,67.33500000000001,82.53%,113.81ms,115.36ms,0.45ms,2022-03-31 16:10:32
Tokyo,Lenoir,11201.0km,85.91499999999999,71.95%,154.46ms,154.87ms,0.24ms,2022-03-31 16:08:30
Tokyo,Richmond,10034.0km,77.105,71.40%,138.93ms,139.42ms,0.35ms,2022-03-31 15:30:21
Tokyo,Berkeleycounty,11560.0km,99.42999999999999,62.43%,179.64ms,187.95ms,1.66ms,2022-03-31 15:41:22
Tokyo,SCarolina,11259.0km,84.205,71.95%,154.46ms,154.87ms,0.24ms,2022-03-31 16:08:30
Tokyo,NVirginia,10693.0km,74.4,71.40%,138.93ms,139.42ms,0.35ms,2022-03-31 15:30:21
Tokyo,Montgomerycounty,10965.0km,90.595,66.37%,164.13ms,165.15ms,0.40ms,2022-03-31 16:01:47
Tokyo,Columbus,10536.0km,84.575,62.34%,168.63ms,173.54ms,0.96ms,2022-03-31 16:10:45
Tokyo,Newalbany,10564.0km,93.715,62.34%,168.63ms,173.54ms,0.96ms,2022-03-31 16:10:45
Tokyo,Atlanta,11037.0km,73.985,75.08%,147.77ms,148.20ms,0.31ms,2022-03-31 16:00:56
Tokyo,Knoxville,10857.0km,98.54,55.11%,161.09ms,365.13ms,67.38ms,2022-03-31 15:23:11
Tokyo,Santiago,17143.0km,129.685,66.19%,259.26ms,259.48ms,0.19ms,2022-03-31 15:40:45
Tokyo,ChanghuaCounty,2317.0km,24.685000000000002,67.97%,31.14ms,31.39ms,0.25ms,2022-03-31 15:44:49
LosAngeles,HongKong,11654.0km,79.125,73.76%,155.38ms,176.55ms,4.62ms,2022-03-31 15:18:56
LosAngeles,Singapore,14129.0km,91.295,77.63%,180.16ms,186.71ms,1.94ms,2022-03-31 15:42:59
LosAngeles,Taipei,10911.0km,121.8,44.90%,242.84ms,248.03ms,1.50ms,2022-03-31 15:44:49
LosAngeles,Osaka,9192.0km,67.33,68.60%,130.73ms,139.52ms,1.38ms,2022-03-31 15:33:28
LosAngeles,Tokyo,8812.0km,60.605,72.83%,115.99ms,126.05ms,1.96ms,2022-03-31 15:46:30
LosAngeles,thedalles,1467.0km,20.91,47.50%,25.71ms,32.44ms,2.77ms,2022-03-31 15:36:04
LosAngeles,Eemshaven,8986.0km,78.785,60.08%,146.99ms,153.75ms,1.68ms,2022-03-31 15:16:52
LosAngeles,Dublin,8307.0km,79.41,52.58%,153.08ms,161.97ms,2.19ms,2022-03-31 16:13:39
LosAngeles,Stghislain,9064.0km,104.35499999999999,44.28%,182.13ms,222.78ms,11.36ms,2022-03-31 15:38:54
LosAngeles,Paris,9086.0km,78.685,57.87%,154.72ms,167.03ms,3.53ms,2022-03-31 15:34:38
LosAngeles,Hamina,9147.0km,84.42,55.91%,161.11ms,162.20ms,0.33ms,2022-03-31 14:18:19
LosAngeles,Dallas,1991.0km,21.64,46.30%,31.75ms,147.71ms,22.64ms,2022-03-31 16:11:46
LosAngeles,mayescounty,2135.0km,29.06,38.67%,48.50ms,54.65ms,1.31ms,2022-03-31 15:32:59
LosAngeles,SanAntonio,1934.0km,18.595,52.27%,36.84ms,38.29ms,0.50ms,2022-03-31 15:39:43
LosAngeles,Jacksoncounty,2340.0km,34.18,43.60%,47.82ms,53.65ms,1.20ms,2022-03-31 15:22:14
LosAngeles,OklahomaCity,1895.0km,24.86,38.67%,48.50ms,54.65ms,1.31ms,2022-03-31 15:32:59
LosAngeles,DesMoines,2310.0km,27.995,42.00%,54.52ms,61.78ms,1.35ms,2022-03-31 16:12:25
LosAngeles,papillion,2120.0km,29.380000000000003,45.33%,43.17ms,50.97ms,2.37ms,2022-03-31 15:25:52
LosAngeles,councilbluffs,2140.0km,31.48,45.33%,43.17ms,50.97ms,2.37ms,2022-03-31 15:25:52
LosAngeles,Douglascounty,1373.0km,29.305,34.61%,33.57ms,40.78ms,1.76ms,2022-03-31 16:10:36
LosAngeles,Lenoir,3524.0km,38.71,56.73%,57.29ms,66.08ms,2.69ms,2022-03-31 16:08:30
LosAngeles,Richmond,2631.0km,35.75,45.04%,51.66ms,61.29ms,2.22ms,2022-03-31 15:30:26
LosAngeles,Berkeleycounty,3648.0km,48.61,42.59%,74.64ms,86.51ms,2.47ms,2022-03-31 15:41:25
LosAngeles,SCarolina,3582.0km,37.0,56.73%,57.29ms,66.08ms,2.69ms,2022-03-31 16:08:30
LosAngeles,NVirginia,3290.0km,33.045,45.04%,51.66ms,61.29ms,2.22ms,2022-03-31 15:30:26
LosAngeles,Montgomerycounty,3805.0km,47.175,48.38%,72.43ms,82.05ms,2.35ms,2022-03-31 16:01:52
LosAngeles,Columbus,3177.0km,36.505,43.52%,68.94ms,83.08ms,2.53ms,2022-03-31 16:10:48
LosAngeles,Newalbany,3205.0km,45.645,43.52%,68.94ms,83.08ms,2.53ms,2022-03-31 16:10:48
LosAngeles,Atlanta,3111.0km,27.385,57.61%,50.49ms,59.25ms,2.33ms,2022-03-31 16:01:01
LosAngeles,Knoxville,3115.0km,51.655,30.24%,63.84ms,270.49ms,69.72ms,2022-03-31 15:23:11
LosAngeles,Santiago,8914.0km,80.72,55.37%,156.78ms,165.00ms,2.28ms,2022-03-31 15:40:47
LosAngeles,ChanghuaCounty,11121.0km,130.85,44.90%,242.84ms,248.03ms,1.50ms,2022-03-31 15:44:49
thedalles,HongKong,10544.0km,65.41,81.11%,130.61ms,131.28ms,0.37ms,2022-03-31 15:18:56
thedalles,Singapore,13098.0km,77.53,84.50%,154.78ms,156.45ms,0.37ms,2022-03-31 15:42:59
thedalles,Taipei,9846.0km,87.185,56.59%,174.22ms,174.67ms,0.58ms,2022-03-31 15:44:49
thedalles,Osaka,8147.0km,48.19,84.86%,96.03ms,98.39ms,0.64ms,2022-03-31 15:33:25
thedalles,Tokyo,7790.0km,42.625,91.65%,84.83ms,92.47ms,1.37ms,2022-03-31 15:46:27
thedalles,LosAngeles,1330.0km,14.12,47.50%,25.76ms,34.73ms,2.31ms,2022-03-31 15:26:40
thedalles,Eemshaven,8061.0km,76.995,55.36%,145.43ms,145.96ms,0.13ms,2022-03-31 15:16:52
thedalles,Dublin,7482.0km,68.95,54.61%,137.57ms,138.68ms,0.25ms,2022-03-31 16:13:35
thedalles,Stghislain,8197.0km,76.64999999999999,54.87%,148.42ms,148.69ms,0.43ms,2022-03-31 15:38:54
thedalles,Paris,8248.0km,74.09,55.73%,147.41ms,157.97ms,1.96ms,2022-03-31 15:34:38
thedalles,Hamina,8038.0km,80.75500000000001,51.25%,153.27ms,161.12ms,1.56ms,2022-03-31 14:18:19
thedalles,Dallas,2625.0km,29.035,45.26%,46.87ms,159.61ms,24.50ms,2022-03-31 16:11:46
thedalles,mayescounty,2627.0km,30.595,45.90%,52.59ms,52.95ms,0.10ms,2022-03-31 15:32:59
thedalles,SanAntonio,2766.0km,29.15,47.69%,58.06ms,58.81ms,0.21ms,2022-03-31 15:39:43
thedalles,Jacksoncounty,2564.0km,28.365000000000002,61.64%,38.80ms,40.38ms,0.31ms,2022-03-31 15:22:11
thedalles,OklahomaCity,2387.0km,26.395,45.90%,52.59ms,52.95ms,0.10ms,2022-03-31 15:32:59
thedalles,DesMoines,2368.0km,24.89,48.33%,49.61ms,49.94ms,0.30ms,2022-03-31 16:12:26
thedalles,papillion,2241.0km,26.42,54.02%,39.77ms,40.97ms,0.24ms,2022-03-31 15:25:52
thedalles,councilbluffs,2261.0km,28.52,54.02%,39.77ms,40.97ms,0.24ms,2022-03-31 15:25:52
thedalles,Douglascounty,1702.0km,25.689999999999998,54.80%,30.50ms,32.36ms,0.34ms,2022-03-31 16:10:32
thedalles,Lenoir,3798.0km,40.15,58.38%,62.86ms,63.34ms,0.30ms,2022-03-31 16:08:30
thedalles,Richmond,2643.0km,36.705,43.69%,58.01ms,59.64ms,0.30ms,2022-03-31 15:30:21
thedalles,Berkeleycounty,4047.0km,52.595,43.25%,86.37ms,92.94ms,1.93ms,2022-03-31 15:41:22
thedalles,SCarolina,3856.0km,38.44,58.38%,62.86ms,63.34ms,0.30ms,2022-03-31 16:08:30
thedalles,NVirginia,3302.0km,34.0,43.69%,58.01ms,59.64ms,0.30ms,2022-03-31 15:30:21
thedalles,Montgomerycounty,3872.0km,43.71,54.17%,69.94ms,79.59ms,1.71ms,2022-03-31 16:01:47
thedalles,Columbus,3265.0km,34.835,47.32%,67.71ms,93.05ms,5.30ms,2022-03-31 16:10:45
thedalles,Newalbany,3293.0km,43.975,47.32%,67.71ms,93.05ms,5.30ms,2022-03-31 16:10:45
thedalles,Atlanta,3491.0km,37.3,47.18%,74.39ms,74.95ms,0.27ms,2022-03-31 16:00:56
thedalles,Knoxville,3394.0km,54.075,31.43%,69.57ms,282.16ms,70.07ms,2022-03-31 15:23:11
thedalles,Santiago,10140.0km,92.455,55.11%,184.81ms,185.16ms,0.41ms,2022-03-31 15:40:45
thedalles,ChanghuaCounty,10056.0km,96.235,56.59%,174.22ms,174.67ms,0.58ms,2022-03-31 15:44:49
Eemshaven,HongKong,9138.0km,107.795,42.50%,215.49ms,215.87ms,0.37ms,2022-03-31 15:18:56
Eemshaven,Singapore,10365.0km,101.41,51.31%,202.69ms,203.02ms,0.53ms,2022-03-31 15:42:59
Eemshaven,Taipei,9308.0km,129.18,36.08%,258.19ms,258.61ms,0.67ms,2022-03-31 15:44:49
Eemshaven,Osaka,9073.0km,123.47,36.88%,246.69ms,248.37ms,0.63ms,2022-03-31 15:33:23
Eemshaven,Tokyo,9152.0km,114.705,39.97%,229.28ms,229.57ms,0.51ms,2022-03-31 15:46:27
Eemshaven,LosAngeles,8952.0km,74.25,60.49%,146.73ms,152.70ms,1.53ms,2022-03-31 15:26:39
Eemshaven,thedalles,8164.0km,79.42,55.36%,145.39ms,145.63ms,0.28ms,2022-03-31 15:36:03
Eemshaven,Dublin,851.0km,11.375,38.68%,22.45ms,24.16ms,0.33ms,2022-03-31 16:13:35
Eemshaven,Stghislain,440.0km,9.79,26.00%,14.51ms,15.55ms,0.22ms,2022-03-31 15:38:54
Eemshaven,Paris,565.0km,6.845,43.46%,11.99ms,49.47ms,6.68ms,2022-03-31 15:34:38
Eemshaven,Hamina,1489.0km,18.145,47.96%,28.59ms,29.61ms,0.22ms,2022-03-31 14:18:19
Eemshaven,Dallas,7953.0km,66.215,60.25%,126.22ms,184.96ms,13.85ms,2022-03-31 16:11:46
Eemshaven,mayescounty,7998.0km,66.98,62.06%,125.45ms,125.72ms,0.14ms,2022-03-31 15:32:59
Eemshaven,SanAntonio,8347.0km,69.2,60.49%,138.24ms,138.94ms,0.51ms,2022-03-31 15:39:43
Eemshaven,Jacksoncounty,7441.0km,64.395,65.59%,110.92ms,112.12ms,0.33ms,2022-03-31 15:22:10
Eemshaven,OklahomaCity,7758.0km,62.78,62.06%,125.45ms,125.72ms,0.14ms,2022-03-31 15:32:59
