Source,City,Distance,Average(ms),%of SOL f/0,min,max,mdev,Last Checked
Cairo,Wellington,16529.0km,162.18,51.02%,323.38ms,327.95ms,0.97ms,2022-01-07 01:48:32
Cairo,Mountain-View,12043.0km,99.735,64.27%,186.14ms,192.23ms,1.45ms,2022-01-07 02:39:36
Cairo,Mumbai,4360.0km,91.765,23.83%,182.61ms,188.16ms,0.99ms,2022-01-07 02:30:31
Cairo,Rangoon,8190.0km,118.225,32.90%,220.23ms,224.69ms,0.90ms,2022-01-07 02:02:12
Cairo,Hong-Kong,8145.0km,117.31,34.81%,233.00ms,252.29ms,3.62ms,2022-01-07 02:18:45
Cairo,Tokyo,9572.0km,137.63,34.81%,273.98ms,282.78ms,2.24ms,2022-01-07 02:45:40
Cairo,Osaka,9310.0km,143.2,32.55%,285.63ms,289.28ms,1.00ms,2022-01-07 02:32:55
Cairo,Warsaw,2604.0km,34.28,38.29%,67.71ms,71.00ms,0.77ms,2022-01-07 02:48:06
Cairo,Macau,8233.0km,127.75,34.81%,233.00ms,252.29ms,3.62ms,2022-01-07 02:18:45
Cairo,Hanoi,7424.0km,112.585,33.00%,224.06ms,235.05ms,2.09ms,2022-01-07 02:17:57
Cairo,Manila,9180.0km,145.88,31.55%,291.07ms,293.98ms,0.72ms,2022-01-07 02:27:51
Cairo,Tapei,8676.0km,136.045,31.90%,271.12ms,275.89ms,1.17ms,2022-01-07 02:44:04
Cairo,Dallas,11145.0km,81.015,68.80%,161.29ms,163.84ms,0.58ms,2022-01-07 02:11:39
Cairo,Houston,11288.0km,77.96,72.83%,155.08ms,161.39ms,1.29ms,2022-01-07 02:19:09
Cairo,Kuala-Lumpur,8131.0km,124.55,35.06%,222.85ms,261.40ms,8.65ms,2022-01-07 02:27:15
Cairo,Singapore,8256.0km,114.985,36.05%,229.04ms,235.87ms,1.46ms,2022-01-07 02:42:16
Cairo,Jakarta,8975.0km,113.08,39.71%,225.05ms,229.31ms,1.23ms,2022-01-07 02:20:59
Cairo,Sydney,14421.0km,146.47,49.39%,292.32ms,294.52ms,0.74ms,2022-01-07 02:43:40
Cairo,San-Jose,12019.0km,93.615,64.27%,186.14ms,192.23ms,1.45ms,2022-01-07 02:39:36
Cairo,Los-Angeles,12202.0km,91.695,66.68%,182.43ms,188.54ms,1.26ms,2022-01-07 02:26:01
Cairo,Seattle,10986.0km,93.575,58.75%,186.41ms,191.51ms,1.08ms,2022-01-07 02:41:03
Cairo,Chicago,9864.0km,70.6,69.96%,140.51ms,143.41ms,0.69ms,2022-01-07 02:09:13
Ar-Riyad,Washington-DC,11377.0km,96.69,58.95%,192.99ms,195.23ms,0.70ms,2022-01-07 01:48:19
Ar-Riyad,Miami,12628.0km,97.945,64.76%,195.69ms,196.10ms,0.53ms,2022-01-07 02:28:52
Ar-Riyad,Atlanta,12226.0km,103.62,59.06%,207.04ms,207.64ms,0.20ms,2022-01-07 02:00:56
Ar-Riyad,New-York-City,11015.0km,86.565,63.67%,172.99ms,173.37ms,0.51ms,2022-01-07 02:31:43
Ar-Riyad,Geneva,4940.0km,66.0,37.71%,131.64ms,132.32ms,0.45ms,2022-01-07 02:15:41
Ar-Riyad,Frankfurt,4862.0km,62.735,38.90%,125.29ms,125.62ms,0.47ms,2022-01-07 02:14:53
Ar-Riyad,Paris,5273.0km,57.46,46.25%,114.41ms,118.31ms,0.94ms,2022-01-07 02:33:55
Ar-Riyad,Madrid,5676.0km,64.175,44.34%,128.19ms,128.56ms,0.44ms,2022-01-07 02:26:52
Ar-Riyad,Dusseldorf,5026.0km,63.92,39.57%,127.61ms,128.77ms,0.43ms,2022-01-07 02:13:41
Ar-Riyad,Amsterdam,5197.0km,56.11,46.40%,112.03ms,112.58ms,0.41ms,2022-01-07 02:00:22
Ar-Riyad,Cairo,2440.0km,87.04,14.02%,173.44ms,175.28ms,0.62ms,2022-01-07 02:07:02
Ar-Riyad,Chennai,2928.0km,115.24,12.73%,230.28ms,231.31ms,0.51ms,2022-01-07 02:08:49
Ar-Riyad,Colombo,3387.0km,80.07,19.33%,138.98ms,139.59ms,0.39ms,2022-01-07 02:01:59
Ar-Riyad,Bangkok,4875.0km,140.37,17.41%,280.41ms,281.98ms,0.48ms,2022-01-07 02:02:12
Ar-Riyad,Ho-Chi-Minh,5617.0km,152.455,18.48%,298.30ms,424.20ms,24.66ms,2022-01-07 02:18:32
Ar-Riyad,Brunei,8816.0km,154.755,22.46%,259.22ms,261.00ms,0.71ms,2022-01-07 02:42:14
Ar-Riyad,Lagos,5884.0km,106.195,27.75%,211.99ms,213.64ms,0.67ms,2022-01-07 02:23:36
Ar-Riyad,Johannesburg,6400.0km,136.3,23.53%,272.41ms,272.98ms,0.54ms,2022-01-07 02:21:36
Ar-Riyad,Cape-Town,7626.0km,132.1,28.89%,264.00ms,265.74ms,0.57ms,2022-01-07 02:07:36
Ar-Riyad,Seoul,6794.0km,170.24,19.98%,339.58ms,343.25ms,1.12ms,2022-01-07 02:41:26
Ar-Riyad,Dubai,998km,8.9899
Ar-Riyad,Beijing,5914.0km,204.23499999999999,14.67%,390.33ms,391.19ms,0.22ms,2022-01-07 01:49:19
Ar-Riyad,Shanghai,6436.0km,169.675,18.99%,338.95ms,342.18ms,0.71ms,2022-01-07 02:41:37
Ar-Riyad,London,5498.0km,60.555,45.44%,120.81ms,121.75ms,0.35ms,2022-01-07 02:25:50
Ar-Riyad,Wellington,14217.0km,188.555,37.71%,376.51ms,378.91ms,0.60ms,2022-01-07 01:48:30
Ar-Riyad,Mountain-View,13109.0km,134.815,50.91%,257.19ms,257.70ms,0.28ms,2022-01-07 02:39:36
Ar-Riyad,Mumbai,1921.0km,115.685,8.32%,230.96ms,238.57ms,1.36ms,2022-01-07 02:30:28
Ar-Riyad,Rangoon,5795.0km,147.97,17.41%,280.41ms,281.98ms,0.48ms,2022-01-07 02:02:12
Ar-Riyad,Hong-Kong,5955.0km,156.25,19.09%,312.23ms,313.89ms,0.52ms,2022-01-07 02:18:45
Ar-Riyad,Tokyo,7951.0km,184.38,21.61%,368.45ms,371.10ms,0.75ms,2022-01-07 02:45:40
Ar-Riyad,Osaka,7612.0km,181.47,21.03%,362.63ms,365.10ms,0.82ms,2022-01-07 02:32:55
Ar-Riyad,Warsaw,4184.0km,72.73,28.86%,145.04ms,145.81ms,0.36ms,2022-01-07 02:48:06
Ar-Riyad,Macau,6043.0km,166.69,19.09%,312.23ms,313.89ms,0.52ms,2022-01-07 02:18:45
Ar-Riyad,Hanoi,5156.0km,131.58,19.60%,261.91ms,288.54ms,4.76ms,2022-01-07 02:17:55
Ar-Riyad,Manila,6904.0km,95.51,36.15%,190.70ms,194.81ms,0.86ms,2022-01-07 02:27:51
Ar-Riyad,Tapei,6599.0km,167.515,19.70%,334.69ms,336.09ms,0.51ms,2022-01-07 02:44:04
Ar-Riyad,Dallas,12952.0km,109.78,59.14%,218.96ms,230.83ms,2.19ms,2022-01-07 02:11:39
Ar-Riyad,Houston,13178.0km,110.95,59.63%,221.60ms,223.14ms,0.40ms,2022-01-07 02:19:09
Ar-Riyad,Kuala-Lumpur,5691.0km,161.19,18.39%,299.70ms,313.64ms,2.60ms,2022-01-07 02:27:15
Ar-Riyad,Singapore,5816.0km,129.755,22.46%,259.22ms,261.00ms,0.71ms,2022-01-07 02:42:14
Ar-Riyad,Jakarta,6546.0km,146.23,22.42%,292.19ms,293.09ms,0.62ms,2022-01-07 02:20:59
Ar-Riyad,Sydney,12033.0km,199.16,30.23%,398.11ms,401.33ms,0.86ms,2022-01-07 02:43:40
Ar-Riyad,San-Jose,13085.0km,128.695,50.91%,257.19ms,257.70ms,0.28ms,2022-01-07 02:39:36
Ar-Riyad,Los-Angeles,13423.0km,115.175,58.36%,230.07ms,230.62ms,0.40ms,2022-01-07 02:26:02
Ar-Riyad,Seattle,11946.0km,126.36,47.40%,252.54ms,252.99ms,0.67ms,2022-01-07 02:41:00
Ar-Riyad,Chicago,11672.0km,102.2,57.22%,204.28ms,204.53ms,0.18ms,2022-01-07 02:09:15
Chennai,Washington-DC,13783.0km,112.865,61.26%,224.96ms,234.12ms,1.74ms,2022-01-07 01:48:19
Chennai,Miami,15210.0km,121.605,62.59%,243.09ms,243.64ms,0.55ms,2022-01-07 02:28:52
Chennai,Atlanta,14564.0km,118.165,61.71%,236.17ms,236.73ms,0.47ms,2022-01-07 02:00:56
Chennai,New-York-City,13460.0km,121.335,55.62%,242.59ms,242.85ms,0.41ms,2022-01-07 02:31:43
Chennai,Geneva,7750.0km,70.495,55.36%,140.75ms,142.83ms,0.45ms,2022-01-07 02:15:41
Chennai,Frankfurt,7588.0km,72.81,52.33%,145.47ms,146.22ms,0.31ms,2022-01-07 02:14:55
Chennai,Paris,8038.0km,121.705,33.08%,242.79ms,248.00ms,1.06ms,2022-01-07 02:33:55
Chennai,Madrid,8565.0km,88.63,48.39%,177.11ms,178.94ms,0.55ms,2022-01-07 02:26:50
Chennai,Dusseldorf,7733.0km,68.31,56.86%,136.40ms,137.40ms,0.46ms,2022-01-07 02:13:41
Chennai,Amsterdam,7884.0km,82.575,47.78%,165.00ms,165.40ms,0.30ms,2022-01-07 02:00:22
Chennai,Cairo,5366.0km,151.57,17.71%,302.13ms,307.70ms,1.22ms,2022-01-07 02:06:59
Chennai,Ar-Riyad,3926.0km,124.91990000000001,12.68%,231.66ms,232.21ms,0.68ms,2022-01-07 02:13:17
Chennai,Colombo,990.0km,15.184999999999999,32.22%,9.14ms,12.08ms,0.52ms,2022-01-07 02:01:56
Chennai,Bangkok,2187.0km,30.025,36.45%,59.58ms,62.97ms,0.70ms,2022-01-07 02:02:09
Chennai,Ho-Chi-Minh,2877.0km,31.855,45.67%,63.53ms,63.85ms,0.19ms,2022-01-07 02:18:32
Chennai,Brunei,5895.0km,41.9,87.73%,33.72ms,33.94ms,0.10ms,2022-01-07 02:42:14
Chennai,Lagos,8432.0km,157.38,26.85%,313.88ms,322.86ms,2.21ms,2022-01-07 02:23:36
Chennai,Johannesburg,7139.0km,149.955,23.88%,299.80ms,300.13ms,0.29ms,2022-01-07 02:21:35
Chennai,Cape-Town,8369.0km,157.46,26.65%,314.74ms,317.05ms,0.62ms,2022-01-07 02:07:36
Chennai,Seoul,5353.0km,186.27,14.39%,372.46ms,372.81ms,0.42ms,2022-01-07 02:41:24
Chennai,Dubai,2928.0km,115.93,12.68%,231.66ms,232.21ms,0.68ms,2022-01-07 02:13:17
Chennai,Beijing,4752.0km,134.27,18.23%,250.41ms,251.09ms,0.48ms,2022-01-07 01:49:19
Chennai,Shanghai,4664.0km,115.385,20.28%,230.53ms,232.88ms,0.61ms,2022-01-07 02:41:37
Chennai,London,8212.0km,71.605,57.43%,142.99ms,143.56ms,0.48ms,2022-01-07 02:25:50
Chennai,Wellington,11337.0km,166.28,34.15%,331.95ms,334.19ms,0.89ms,2022-01-07 01:48:32
Chennai,Mountain-View,13972.0km,107.76,68.71%,203.13ms,204.03ms,0.40ms,2022-01-07 02:39:36
Chennai,Mumbai,1033.0km,12.805,41.32%,25.52ms,25.80ms,0.10ms,2022-01-07 02:30:28
Chennai,Rangoon,3107.0km,37.625,36.45%,59.58ms,62.97ms,0.70ms,2022-01-07 02:02:09
Chennai,Hong-Kong,3725.0km,32.955,57.31%,65.72ms,66.69ms,0.30ms,2022-01-07 02:18:43
Chennai,Tokyo,6422.0km,58.095,55.36%,116.09ms,116.71ms,0.45ms,2022-01-07 02:45:40
Chennai,Osaka,6023.0km,58.025,51.92%,115.73ms,119.72ms,0.79ms,2022-01-07 02:32:55
Chennai,Warsaw,6791.0km,131.905,25.82%,263.41ms,268.11ms,0.92ms,2022-01-07 02:48:06
Chennai,Macau,3813.0km,43.394999999999996,57.31%,65.72ms,66.69ms,0.30ms,2022-01-07 02:18:43
Chennai,Hanoi,2850.0km,41.415,34.76%,82.44ms,84.32ms,0.45ms,2022-01-07 02:17:55
Chennai,Manila,4392.0km,42.335,52.29%,84.23ms,93.78ms,1.70ms,2022-01-07 02:27:51
Chennai,Tapei,4516.0km,52.59,43.01%,105.10ms,105.41ms,0.31ms,2022-01-07 02:44:02
Chennai,Dallas,14910.0km,120.85,61.87%,241.63ms,241.87ms,0.54ms,2022-01-07 02:11:39
Chennai,Houston,15232.0km,120.12,63.47%,240.00ms,242.38ms,0.59ms,2022-01-07 02:19:09
Chennai,Kuala-Lumpur,2774.0km,30.92,65.03%,38.75ms,57.33ms,4.01ms,2022-01-07 02:27:13
Chennai,Singapore,2895.0km,16.9,87.73%,33.72ms,33.94ms,0.10ms,2022-01-07 02:42:14
Chennai,Jakarta,3622.0km,42.31,43.12%,84.33ms,85.85ms,0.45ms,2022-01-07 02:20:57
Chennai,Sydney,9127.0km,123.935,36.95%,247.79ms,248.02ms,0.26ms,2022-01-07 02:43:38
Chennai,San-Jose,13948.0km,101.64,68.71%,203.13ms,204.03ms,0.40ms,2022-01-07 02:39:36
Chennai,Los-Angeles,14423.0km,117.575,61.37%,234.84ms,237.80ms,0.58ms,2022-01-07 02:26:02
Chennai,Seattle,12907.0km,126.125,51.22%,252.19ms,252.33ms,0.50ms,2022-01-07 02:41:00
Chennai,Chicago,13786.0km,116.85,59.17%,233.57ms,233.94ms,0.52ms,2022-01-07 02:09:15
Colombo,Washington-DC,13686.0km,108.265,63.36%,215.99ms,223.23ms,1.30ms,2022-01-07 01:48:18
Colombo,Miami,15086.0km,130.57,57.80%,260.98ms,261.55ms,0.56ms,2022-01-07 02:28:52
Colombo,Atlanta,14484.0km,122.88,59.12%,245.66ms,246.28ms,0.25ms,2022-01-07 02:00:56
Colombo,New-York-City,13354.0km,141.165,47.35%,282.08ms,283.37ms,0.32ms,2022-01-07 02:31:42
Colombo,Geneva,7553.0km,67.135,56.37%,134.12ms,134.72ms,0.31ms,2022-01-07 02:15:41
Colombo,Frankfurt,7408.0km,69.925,53.29%,139.68ms,140.90ms,0.36ms,2022-01-07 02:14:55
Colombo,Paris,7851.0km,68.795,57.31%,137.20ms,140.57ms,0.68ms,2022-01-07 02:33:54
Colombo,Madrid,8347.0km,65.545,63.72%,131.00ms,131.38ms,0.08ms,2022-01-07 02:26:50
Colombo,Dusseldorf,7556.0km,71.76,52.84%,143.09ms,144.40ms,0.59ms,2022-01-07 02:13:41
Colombo,Amsterdam,7712.0km,72.485,53.56%,144.81ms,145.33ms,0.43ms,2022-01-07 02:00:22
Colombo,Cairo,5118.0km,85.42,30.11%,170.12ms,175.90ms,1.15ms,2022-01-07 02:07:02
Colombo,Ar-Riyad,3685.0km,78.6649,19.33%,139.01ms,140.77ms,0.54ms,2022-01-07 02:13:17
Colombo,Chennai,290.0km,4.635,32.22%,9.17ms,9.85ms,0.13ms,2022-01-07 02:08:49
Colombo,Bangkok,2477.0km,33.085,37.53%,65.86ms,67.92ms,0.41ms,2022-01-07 02:02:09
Colombo,Ho-Chi-Minh,3167.0km,35.405,45.24%,70.58ms,71.39ms,0.35ms,2022-01-07 02:18:32
Colombo,Brunei,6156.0km,45.495000000000005,78.90%,40.86ms,41.24ms,0.28ms,2022-01-07 02:42:14
Colombo,Lagos,8142.0km,110.8,36.84%,221.30ms,222.25ms,0.35ms,2022-01-07 02:23:36
Colombo,Johannesburg,6905.0km,151.24,22.86%,302.14ms,302.87ms,0.62ms,2022-01-07 02:21:35
Colombo,Cape-Town,8143.0km,156.965,26.02%,313.77ms,315.13ms,0.80ms,2022-01-07 02:07:36
Colombo,Seoul,5587.0km,61.045,45.80%,121.36ms,123.66ms,0.67ms,2022-01-07 02:41:24
Colombo,Dubai,2687.0km,69.675,19.33%,139.01ms,140.77ms,0.54ms,2022-01-07 02:13:17
Colombo,Beijing,4954.0km,226.79,10.94%,400.36ms,442.55ms,8.76ms,2022-01-07 01:49:23
Colombo,Shanghai,4916.0km,206.825,11.90%,385.70ms,438.32ms,25.07ms,2022-01-07 02:41:37
Colombo,London,8035.0km,65.59,61.34%,130.90ms,132.21ms,0.49ms,2022-01-07 02:25:50
Colombo,Wellington,11552.0km,165.77,34.90%,330.96ms,332.08ms,0.59ms,2022-01-07 01:48:30
Colombo,Mountain-View,14085.0km,141.505,52.08%,270.59ms,271.05ms,0.61ms,2022-01-07 02:39:36
Colombo,Mumbai,845.0km,11.22,38.41%,22.33ms,23.14ms,0.18ms,2022-01-07 02:30:28
Colombo,Rangoon,3397.0km,40.685,37.53%,65.86ms,67.92ms,0.41ms,2022-01-07 02:02:09
Colombo,Hong-Kong,4001.0km,35.375,57.16%,70.54ms,71.30ms,0.21ms,2022-01-07 02:18:45
Colombo,Tokyo,6670.0km,58.875,57.01%,117.64ms,118.56ms,0.47ms,2022-01-07 02:45:40
Colombo,Osaka,6272.0km,61.645,50.99%,123.08ms,124.34ms,0.50ms,2022-01-07 02:32:55
Colombo,Warsaw,6628.0km,80.78,41.17%,161.29ms,162.07ms,0.50ms,2022-01-07 02:48:06
Colombo,Macau,4089.0km,45.815,57.16%,70.54ms,71.30ms,0.21ms,2022-01-07 02:18:45
Colombo,Hanoi,3125.0km,93.05,16.80%,185.78ms,186.78ms,0.58ms,2022-01-07 02:17:55
Colombo,Manila,4681.0km,106.98,21.98%,213.68ms,214.65ms,0.62ms,2022-01-07 02:27:51
Colombo,Tapei,4788.0km,61.51,38.93%,122.69ms,125.40ms,0.69ms,2022-01-07 02:44:02
Colombo,Dallas,14896.0km,116.73,63.93%,233.25ms,234.21ms,0.20ms,2022-01-07 02:11:39
Colombo,Houston,15207.0km,115.465,66.12%,230.63ms,232.97ms,0.73ms,2022-01-07 02:19:09
Colombo,Kuala-Lumpur,3039.0km,36.68,56.20%,48.23ms,114.93ms,12.09ms,2022-01-07 02:27:13
Colombo,Singapore,3156.0km,20.495,78.90%,40.86ms,41.24ms,0.28ms,2022-01-07 02:42:14
Colombo,Jakarta,3859.0km,25.06,77.18%,49.86ms,51.22ms,0.42ms,2022-01-07 02:20:57
Colombo,Sydney,9351.0km,65.16,71.93%,129.97ms,135.92ms,1.11ms,2022-01-07 02:43:38
Colombo,San-Jose,14061.0km,135.385,52.08%,270.59ms,271.05ms,0.61ms,2022-01-07 02:39:36
Colombo,Los-Angeles,14528.0km,117.635,61.82%,234.97ms,235.73ms,0.44ms,2022-01-07 02:26:01
Colombo,Seattle,12998.0km,124.58,52.20%,249.06ms,249.90ms,0.55ms,2022-01-07 02:41:00
Colombo,Chicago,13738.0km,120.09,57.24%,240.01ms,240.75ms,0.38ms,2022-01-07 02:09:15
Bangkok,Washington-DC,14152.0km,131.185,54.02%,261.25ms,264.32ms,0.66ms,2022-01-07 01:48:18
Bangkok,Miami,15625.0km,142.865,54.82%,272.09ms,291.54ms,4.69ms,2022-01-07 02:28:52
Bangkok,Atlanta,14712.0km,126.28,58.38%,247.91ms,267.18ms,5.04ms,2022-01-07 02:00:56
Bangkok,New-York-City,13931.0km,133.735,52.18%,265.95ms,278.59ms,2.45ms,2022-01-07 02:31:42
Bangkok,Geneva,9242.0km,96.41,48.14%,192.29ms,194.39ms,0.65ms,2022-01-07 02:15:41
Bangkok,Frankfurt,8968.0km,94.27,47.70%,188.03ms,189.59ms,0.53ms,2022-01-07 02:14:55
Bangkok,Paris,9444.0km,89.47,53.06%,176.85ms,207.80ms,5.53ms,2022-01-07 02:33:54
Bangkok,Madrid,10182.0km,89.64,56.88%,177.85ms,188.07ms,2.49ms,2022-01-07 02:26:52
Bangkok,Dusseldorf,9076.0km,94.21,48.28%,187.85ms,190.42ms,0.76ms,2022-01-07 02:13:41
Bangkok,Amsterdam,9191.0km,87.155,52.82%,173.92ms,175.78ms,0.48ms,2022-01-07 02:00:22
Bangkok,Cairo,7270.0km,110.51,32.90%,220.22ms,223.08ms,0.76ms,2022-01-07 02:07:02
Bangkok,Ar-Riyad,5873.0km,149.6999,17.35%,280.34ms,287.51ms,1.63ms,2022-01-07 02:13:17
Bangkok,Chennai,2187.0km,30.695,35.85%,59.60ms,72.97ms,3.07ms,2022-01-07 02:08:49
Bangkok,Colombo,3177.0km,43.59,37.53%,65.74ms,67.58ms,0.49ms,2022-01-07 02:01:56
Bangkok,Ho-Chi-Minh,743.0km,99.46,3.75%,196.97ms,223.96ms,4.78ms,2022-01-07 02:18:34
Bangkok,Brunei,4423.0km,40.09,47.43%,27.60ms,46.92ms,4.37ms,2022-01-07 02:42:14
Bangkok,Lagos,10599.0km,130.935,40.61%,260.65ms,267.41ms,1.52ms,2022-01-07 02:23:36
Bangkok,Johannesburg,8999.0km,145.74,30.92%,291.04ms,292.26ms,0.51ms,2022-01-07 02:21:35
Bangkok,Cape-Town,10147.0km,156.715,32.42%,312.99ms,314.51ms,0.49ms,2022-01-07 02:07:36
Bangkok,Seoul,3724.0km,118.73,15.71%,236.21ms,244.36ms,1.79ms,2022-01-07 02:41:26
Bangkok,Dubai,4875.0km,140.71,17.35%,280.34ms,287.51ms,1.63ms,2022-01-07 02:13:17
Bangkok,Beijing,3508.0km,208.125,8.33%,397.72ms,400.26ms,0.86ms,2022-01-07 01:49:19
Bangkok,Shanghai,2893.0km,189.92,7.63%,378.95ms,382.53ms,0.92ms,2022-01-07 02:41:37
Bangkok,London,9532.0km,97.74,48.88%,194.67ms,197.59ms,0.74ms,2022-01-07 02:25:50
Bangkok,Wellington,9750.0km,168.21,29.02%,335.33ms,338.98ms,1.13ms,2022-01-07 01:48:30
Bangkok,Mountain-View,12836.0km,117.53,57.71%,221.20ms,229.65ms,1.60ms,2022-01-07 02:39:36
Bangkok,Mumbai,3000.0km,43.405,34.88%,86.15ms,88.60ms,0.74ms,2022-01-07 02:30:30
Bangkok,Rangoon,920km,7.6
Bangkok,Hong-Kong,1729.0km,29.905,29.31%,58.98ms,62.70ms,1.00ms,2022-01-07 02:18:45
Bangkok,Tokyo,4612.0km,46.185,50.13%,91.04ms,97.08ms,1.62ms,2022-01-07 02:45:40
Bangkok,Osaka,4212.0km,59.325,35.69%,117.67ms,122.04ms,1.11ms,2022-01-07 02:32:55
Bangkok,Warsaw,8091.0km,101.28,40.05%,201.35ms,207.98ms,1.44ms,2022-01-07 02:48:06
Bangkok,Macau,1817.0km,40.345,29.31%,58.98ms,62.70ms,1.00ms,2022-01-07 02:18:45
Bangkok,Hanoi,987.0km,34.13,14.51%,67.50ms,71.32ms,0.80ms,2022-01-07 02:17:55
Bangkok,Manila,2210.0km,36.195,30.69%,70.00ms,132.71ms,11.21ms,2022-01-07 02:27:51
Bangkok,Tapei,2534.0km,52.285,24.37%,101.17ms,135.03ms,7.48ms,2022-01-07 02:44:02
Bangkok,Dallas,14528.0km,127.04,57.20%,253.55ms,255.25ms,0.76ms,2022-01-07 02:11:39
Bangkok,Houston,14891.0km,121.765,61.28%,242.78ms,245.00ms,0.67ms,2022-01-07 02:19:09
Bangkok,Kuala-Lumpur,1361.0km,29.130000000000003,33.00%,34.84ms,49.10ms,2.93ms,2022-01-07 02:27:15
Bangkok,Singapore,1423.0km,15.09,47.43%,27.60ms,46.92ms,4.37ms,2022-01-07 02:42:14
Bangkok,Jakarta,2317.0km,19.9,59.41%,39.16ms,40.90ms,0.50ms,2022-01-07 02:20:57
Bangkok,Sydney,7539.0km,116.8,32.36%,232.03ms,239.97ms,1.56ms,2022-01-07 02:43:40
Bangkok,San-Jose,12812.0km,111.41,57.71%,221.20ms,229.65ms,1.60ms,2022-01-07 02:39:36
Bangkok,Los-Angeles,13308.0km,125.88,53.02%,250.73ms,254.56ms,1.14ms,2022-01-07 02:26:01
Bangkok,Seattle,11984.0km,98.44,61.14%,194.83ms,203.53ms,2.06ms,2022-01-07 02:41:00
Bangkok,Chicago,13780.0km,120.705,57.18%,241.01ms,244.42ms,0.87ms,2022-01-07 02:09:15
Ho-Chi-Minh,Washington-DC,14466.0km,125.14,57.86%,249.41ms,252.18ms,0.80ms,2022-01-07 02:48:19
Ho-Chi-Minh,Miami,15884.0km,147.93,53.84%,250.89ms,1012.60ms,169.39ms,2022-01-07 02:28:52
Ho-Chi-Minh,Atlanta,14927.0km,140.465,53.31%,244.55ms,1103.43ms,158.08ms,2022-01-07 02:00:56
Ho-Chi-Minh,New-York-City,14286.0km,146.56,48.76%,251.48ms,1277.33ms,185.21ms,2022-01-07 02:31:43
Ho-Chi-Minh,Geneva,9938.0km,143.53,34.63%,281.54ms,386.67ms,20.95ms,2022-01-07 02:15:44
Ho-Chi-Minh,Frankfurt,9646.0km,83.685,57.76%,167.11ms,170.24ms,0.63ms,2022-01-07 02:14:55
Ho-Chi-Minh,Paris,10124.0km,103.98,48.91%,207.50ms,209.33ms,0.42ms,2022-01-07 02:33:55
Ho-Chi-Minh,Madrid,10892.0km,101.785,53.66%,203.43ms,203.81ms,0.46ms,2022-01-07 02:26:52
Ho-Chi-Minh,Dusseldorf,9747.0km,105.29,46.41%,210.34ms,211.37ms,0.49ms,2022-01-07 02:13:41
Ho-Chi-Minh,Amsterdam,9854.0km,141.995,34.82%,271.66ms,614.15ms,61.37ms,2022-01-07 02:00:22
Ho-Chi-Minh,Cairo,8013.0km,108.57,36.93%,205.09ms,548.30ms,61.50ms,2022-01-07 02:07:02
Ho-Chi-Minh,Ar-Riyad,6615.0km,162.7699,18.30%,298.24ms,564.27ms,47.68ms,2022-01-07 02:13:17
Ho-Chi-Minh,Chennai,2877.0km,39.73,36.42%,63.52ms,533.16ms,84.25ms,2022-01-07 02:08:49
Ho-Chi-Minh,Colombo,3867.0km,45.89,45.24%,70.62ms,71.06ms,0.11ms,2022-01-07 02:01:59
Ho-Chi-Minh,Bangkok,743.0km,98.73,3.77%,197.01ms,199.70ms,0.84ms,2022-01-07 02:02:09
Ho-Chi-Minh,Brunei,4098.0km,56.315,17.71%,37.23ms,411.44ms,81.51ms,2022-01-07 02:42:14
Ho-Chi-Minh,Lagos,11308.0km,136.8,41.42%,273.29ms,275.48ms,0.64ms,2022-01-07 02:23:36
Ho-Chi-Minh,Johannesburg,9426.0km,170.095,27.72%,319.99ms,614.26ms,71.52ms,2022-01-07 02:21:36
Ho-Chi-Minh,Cape-Town,10517.0km,172.035,30.57%,343.81ms,347.28ms,0.71ms,2022-01-07 02:07:38
Ho-Chi-Minh,Seoul,3602.0km,35.085,51.46%,70.10ms,70.29ms,0.08ms,2022-01-07 02:41:24
Ho-Chi-Minh,Dubai,5617.0km,153.78,18.30%,298.24ms,564.27ms,47.68ms,2022-01-07 02:13:17
Ho-Chi-Minh,Beijing,3621.0km,207.655,8.63%,380.91ms,407.73ms,9.34ms,2022-01-07 01:49:21
Ho-Chi-Minh,Shanghai,2735.0km,110.545,12.38%,214.31ms,412.93ms,35.62ms,2022-01-07 02:41:37
Ho-Chi-Minh,London,10195.0km,133.32,38.33%,246.82ms,484.12ms,59.30ms,2022-01-07 02:25:50
Ho-Chi-Minh,Wellington,9045.0km,164.015,27.58%,320.78ms,513.00ms,34.37ms,2022-01-07 01:48:33
Ho-Chi-Minh,Mountain-View,12674.0km,101.78500000000001,66.23%,185.31ms,362.57ms,31.80ms,2022-01-07 02:39:36
Ho-Chi-Minh,Mumbai,3734.0km,52.14,35.90%,104.20ms,104.39ms,0.43ms,2022-01-07 02:30:29
Ho-Chi-Minh,Rangoon,1663.0km,106.33,3.77%,197.01ms,199.70ms,0.84ms,2022-01-07 02:02:09
Ho-Chi-Minh,Hong-Kong,1507.0km,33.655,22.49%,66.97ms,68.88ms,0.61ms,2022-01-07 02:18:45
Ho-Chi-Minh,Tokyo,4333.0km,37.195,58.55%,74.00ms,78.03ms,0.83ms,2022-01-07 02:45:41
Ho-Chi-Minh,Osaka,3948.0km,41.265,48.15%,82.30ms,83.38ms,0.25ms,2022-01-07 02:32:55
Ho-Chi-Minh,Warsaw,8763.0km,171.365,25.62%,312.49ms,897.98ms,117.55ms,2022-01-07 02:48:08
